INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_WINS GAMES HOME_LOSES year
1 0 0 0 -4 0 1 1 1953
1 0 0 0 -3 1 4 3 1953
1 0 0 0 -2 0 1 1 1953
1 0 0 0 -1 6 14 8 1953
1 0 0 0 0 596 1148 552 1953
1 0 0 1 -2 0 2 2 1953
1 0 0 1 -1 6 14 8 1953
1 0 0 1 0 149 312 163 1953
1 0 0 10 -3 0 1 1 1953
1 0 0 10 -2 1 1 0 1953
1 0 0 10 -1 1 6 5 1953
1 0 0 10 0 31 67 36 1953
1 0 0 11 -3 0 1 1 1953
1 0 0 11 -2 2 3 1 1953
1 0 0 11 -1 4 6 2 1953
1 0 0 11 0 19 58 39 1953
1 0 0 100 -2 0 1 1 1953
1 0 0 100 -1 0 4 4 1953
1 0 0 100 0 8 15 7 1953
1 0 0 101 -3 1 1 0 1953
1 0 0 101 -1 3 7 4 1953
1 0 0 101 0 16 28 12 1953
1 0 0 110 0 5 13 8 1953
1 0 0 111 -1 0 3 3 1953
1 0 0 111 0 8 16 8 1953
1 0 1 0 -10 0 1 1 1953
1 0 1 0 -4 0 2 2 1953
1 0 1 0 -3 2 14 12 1953
1 0 1 0 -2 7 15 8 1953
1 0 1 0 -1 12 28 16 1953
1 0 1 0 0 428 780 352 1953
1 0 1 1 -5 0 2 2 1953
1 0 1 1 -4 0 1 1 1953
1 0 1 1 -3 1 5 4 1953
1 0 1 1 -2 5 16 11 1953
1 0 1 1 -1 15 36 21 1953
1 0 1 1 0 153 325 172 1953
1 0 1 10 -9 0 1 1 1953
1 0 1 10 -3 0 2 2 1953
1 0 1 10 -2 2 6 4 1953
1 0 1 10 -1 10 26 16 1953
1 0 1 10 0 48 104 56 1953
1 0 1 11 -7 0 1 1 1953
1 0 1 11 -6 0 1 1 1953
1 0 1 11 -5 0 1 1 1953
1 0 1 11 -4 0 1 1 1953
1 0 1 11 -3 0 4 4 1953
1 0 1 11 -2 3 14 11 1953
1 0 1 11 -1 12 27 15 1953
1 0 1 11 0 42 92 50 1953
1 0 1 100 -4 0 2 2 1953
1 0 1 100 -3 0 2 2 1953
1 0 1 100 -2 0 4 4 1953
1 0 1 100 -1 3 13 10 1953
1 0 1 100 0 14 39 25 1953
1 0 1 101 -6 0 1 1 1953
1 0 1 101 -5 0 2 2 1953
1 0 1 101 -3 1 3 2 1953
1 0 1 101 -2 3 6 3 1953
1 0 1 101 -1 6 16 10 1953
1 0 1 101 0 17 49 32 1953
1 0 1 110 -7 0 2 2 1953
1 0 1 110 -3 0 1 1 1953
1 0 1 110 -2 0 2 2 1953
1 0 1 110 -1 4 13 9 1953
1 0 1 110 0 10 29 19 1953
1 0 1 111 -4 0 1 1 1953
1 0 1 111 -3 0 1 1 1953
1 0 1 111 -2 0 3 3 1953
1 0 1 111 -1 2 7 5 1953
1 0 1 111 0 13 26 13 1953
1 0 2 0 -10 0 1 1 1953
1 0 2 0 -5 0 1 1 1953
1 0 2 0 -4 1 5 4 1953
1 0 2 0 -3 4 18 14 1953
1 0 2 0 -2 8 23 15 1953
1 0 2 0 -1 23 48 25 1953
1 0 2 0 0 335 572 237 1953
1 0 2 1 -10 0 1 1 1953
1 0 2 1 -4 0 3 3 1953
1 0 2 1 -3 3 11 8 1953
1 0 2 1 -2 14 26 12 1953
1 0 2 1 -1 29 75 46 1953
1 0 2 1 0 159 292 133 1953
1 0 2 10 -4 1 5 4 1953
1 0 2 10 -3 2 8 6 1953
1 0 2 10 -2 7 17 10 1953
1 0 2 10 -1 11 35 24 1953
1 0 2 10 0 50 97 47 1953
1 0 2 11 -8 0 1 1 1953
1 0 2 11 -7 0 1 1 1953
1 0 2 11 -5 0 2 2 1953
1 0 2 11 -4 0 5 5 1953
1 0 2 11 -3 0 4 4 1953
1 0 2 11 -2 11 20 9 1953
1 0 2 11 -1 21 45 24 1953
1 0 2 11 0 58 94 36 1953
1 0 2 100 -3 1 2 1 1953
1 0 2 100 -2 4 11 7 1953
1 0 2 100 -1 6 19 13 1953
1 0 2 100 0 21 43 22 1953
1 0 2 101 -6 0 1 1 1953
1 0 2 101 -4 0 1 1 1953
1 0 2 101 -3 1 5 4 1953
1 0 2 101 -2 6 12 6 1953
1 0 2 101 -1 5 18 13 1953
1 0 2 101 0 19 34 15 1953
1 0 2 110 -7 0 1 1 1953
1 0 2 110 -3 0 2 2 1953
1 0 2 110 -2 1 5 4 1953
1 0 2 110 -1 5 9 4 1953
1 0 2 110 0 13 24 11 1953
1 0 2 111 -3 0 2 2 1953
1 0 2 111 -2 3 11 8 1953
1 0 2 111 -1 4 14 10 1953
1 0 2 111 0 17 25 8 1953
1 1 0 0 -10 0 1 1 1953
1 1 0 0 -8 0 1 1 1953
1 1 0 0 -7 0 1 1 1953
1 1 0 0 -5 0 2 2 1953
1 1 0 0 -4 2 17 15 1953
1 1 0 0 -3 9 38 29 1953
1 1 0 0 -2 39 95 56 1953
1 1 0 0 -1 78 184 106 1953
1 1 0 0 0 471 815 344 1953
1 1 0 0 1 6 7 1 1953
1 1 0 0 2 4 5 1 1953
1 1 0 0 3 2 2 0 1953
1 1 0 0 4 1 2 1 1953
1 1 0 1 -8 0 1 1 1953
1 1 0 1 -7 0 1 1 1953
1 1 0 1 -4 1 8 7 1953
1 1 0 1 -3 3 6 3 1953
1 1 0 1 -2 5 21 16 1953
1 1 0 1 -1 27 49 22 1953
1 1 0 1 0 141 231 90 1953
1 1 0 1 1 8 10 2 1953
1 1 0 1 2 2 5 3 1953
1 1 0 1 3 1 1 0 1953
1 1 0 1 4 0 1 1 1953
1 1 0 10 -3 0 4 4 1953
1 1 0 10 -2 3 6 3 1953
1 1 0 10 -1 8 13 5 1953
1 1 0 10 0 37 60 23 1953
1 1 0 10 1 2 2 0 1953
1 1 0 10 2 3 3 0 1953
1 1 0 10 3 2 2 0 1953
1 1 0 11 -4 1 2 1 1953
1 1 0 11 -3 1 1 0 1953
1 1 0 11 -2 3 7 4 1953
1 1 0 11 -1 10 15 5 1953
1 1 0 11 0 32 51 19 1953
1 1 0 11 1 5 7 2 1953
1 1 0 11 2 1 1 0 1953
1 1 0 11 3 1 1 0 1953
1 1 0 11 4 1 1 0 1953
1 1 0 100 -2 1 1 0 1953
1 1 0 100 -1 1 2 1 1953
1 1 0 100 0 8 9 1 1953
1 1 0 100 1 4 7 3 1953
1 1 0 100 2 1 1 0 1953
1 1 0 100 5 1 1 0 1953
1 1 0 101 -3 1 2 1 1953
1 1 0 101 -2 2 4 2 1953
1 1 0 101 -1 0 1 1 1953
1 1 0 101 0 14 22 8 1953
1 1 0 101 1 4 4 0 1953
1 1 0 101 2 1 2 1 1953
1 1 0 101 3 1 1 0 1953
1 1 0 110 -3 2 2 0 1953
1 1 0 110 -1 1 3 2 1953
1 1 0 110 0 7 11 4 1953
1 1 0 110 1 1 1 0 1953
1 1 0 110 2 1 1 0 1953
1 1 0 111 -2 1 2 1 1953
1 1 0 111 -1 2 6 4 1953
1 1 0 111 0 8 13 5 1953
1 1 0 111 1 2 2 0 1953
1 1 0 111 2 3 3 0 1953
1 1 0 111 3 1 1 0 1953
1 1 0 111 4 1 1 0 1953
1 1 1 0 -10 0 1 1 1953
1 1 1 0 -5 0 2 2 1953
1 1 1 0 -4 1 9 8 1953
1 1 1 0 -3 6 27 21 1953
1 1 1 0 -2 31 68 37 1953
1 1 1 0 -1 44 123 79 1953
1 1 1 0 0 296 540 244 1953
1 1 1 0 1 14 22 8 1953
1 1 1 0 2 14 19 5 1953
1 1 1 0 3 7 9 2 1953
1 1 1 0 4 4 4 0 1953
1 1 1 1 -8 0 1 1 1953
1 1 1 1 -7 0 1 1 1953
1 1 1 1 -5 0 1 1 1953
1 1 1 1 -4 0 11 11 1953
1 1 1 1 -3 2 7 5 1953
1 1 1 1 -2 12 36 24 1953
1 1 1 1 -1 22 43 21 1953
1 1 1 1 0 165 262 97 1953
1 1 1 1 1 25 33 8 1953
1 1 1 1 2 12 16 4 1953
1 1 1 1 3 5 7 2 1953
1 1 1 1 4 3 4 1 1953
1 1 1 1 6 1 1 0 1953
1 1 1 10 -4 0 2 2 1953
1 1 1 10 -3 1 6 5 1953
1 1 1 10 -2 5 9 4 1953
1 1 1 10 -1 8 21 13 1953
1 1 1 10 0 40 76 36 1953
1 1 1 10 1 12 17 5 1953
1 1 1 10 2 4 7 3 1953
1 1 1 10 3 1 1 0 1953
1 1 1 10 4 1 1 0 1953
1 1 1 11 -4 1 3 2 1953
1 1 1 11 -2 5 9 4 1953
1 1 1 11 -1 10 16 6 1953
1 1 1 11 0 56 86 30 1953
1 1 1 11 1 16 25 9 1953
1 1 1 11 2 4 5 1 1953
