INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_LOSES GAMES HOME_WINS year
1 0 0 0 -3 5 8 3 1976
1 0 0 0 -2 2 6 4 1976
1 0 0 0 -1 6 16 10 1976
1 0 0 0 0 836 1939 1103 1976
1 0 0 1 -3 2 4 2 1976
1 0 0 1 -2 4 8 4 1976
1 0 0 1 -1 6 15 9 1976
1 0 0 1 0 221 541 320 1976
1 0 0 10 -3 0 3 3 1976
1 0 0 10 -2 2 7 5 1976
1 0 0 10 -1 8 19 11 1976
1 0 0 10 0 66 174 108 1976
1 0 0 11 -2 0 2 2 1976
1 0 0 11 -1 4 13 9 1976
1 0 0 11 0 32 80 48 1976
1 0 0 100 -2 0 4 4 1976
1 0 0 100 -1 4 8 4 1976
1 0 0 100 0 15 37 22 1976
1 0 0 101 -3 1 1 0 1976
1 0 0 101 -2 0 1 1 1976
1 0 0 101 -1 2 13 11 1976
1 0 0 101 0 10 39 29 1976
1 0 0 110 -2 1 2 1 1976
1 0 0 110 -1 1 10 9 1976
1 0 0 110 0 8 25 17 1976
1 0 0 111 -1 0 2 2 1976
1 0 0 111 0 9 14 5 1976
1 0 1 0 -4 1 6 5 1976
1 0 1 0 -3 5 12 7 1976
1 0 1 0 -2 9 27 18 1976
1 0 1 0 -1 11 33 22 1976
1 0 1 0 0 600 1352 752 1976
1 0 1 1 -4 0 6 6 1976
1 0 1 1 -3 1 8 7 1976
1 0 1 1 -2 10 24 14 1976
1 0 1 1 -1 20 59 39 1976
1 0 1 1 0 209 478 269 1976
1 0 1 10 -5 0 1 1 1976
1 0 1 10 -4 1 1 0 1976
1 0 1 10 -3 0 8 8 1976
1 0 1 10 -2 7 19 12 1976
1 0 1 10 -1 27 67 40 1976
1 0 1 10 0 95 260 165 1976
1 0 1 11 -4 0 2 2 1976
1 0 1 11 -3 1 6 5 1976
1 0 1 11 -2 6 23 17 1976
1 0 1 11 -1 13 36 23 1976
1 0 1 11 0 66 146 80 1976
1 0 1 100 -5 0 1 1 1976
1 0 1 100 -4 0 1 1 1976
1 0 1 100 -3 1 4 3 1976
1 0 1 100 -2 2 8 6 1976
1 0 1 100 -1 7 22 15 1976
1 0 1 100 0 38 106 68 1976
1 0 1 101 -4 0 1 1 1976
1 0 1 101 -3 0 2 2 1976
1 0 1 101 -2 1 9 8 1976
1 0 1 101 -1 7 31 24 1976
1 0 1 101 0 29 67 38 1976
1 0 1 110 -3 0 2 2 1976
