INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_WINS GAMES HOME_LOSES year
1 0 0 0 -3 0 2 2 1947
1 0 0 0 -2 2 4 2 1947
1 0 0 0 -1 3 8 5 1947
1 0 0 0 0 417 914 497 1947
1 0 0 1 -4 0 2 2 1947
1 0 0 1 -2 0 3 3 1947
1 0 0 1 -1 2 8 6 1947
1 0 0 1 0 113 271 158 1947
1 0 0 10 -4 0 1 1 1947
1 0 0 10 -3 0 1 1 1947
1 0 0 10 -2 0 1 1 1947
1 0 0 10 -1 1 5 4 1947
1 0 0 10 0 23 52 29 1947
1 0 0 11 -6 0 1 1 1947
1 0 0 11 -4 0 1 1 1947
1 0 0 11 -2 1 2 1 1947
1 0 0 11 -1 4 10 6 1947
1 0 0 11 0 24 72 48 1947
1 0 0 100 -3 0 1 1 1947
1 0 0 100 -2 1 1 0 1947
1 0 0 100 -1 2 4 2 1947
1 0 0 100 0 2 11 9 1947
1 0 0 101 -2 0 1 1 1947
1 0 0 101 -1 2 7 5 1947
1 0 0 101 0 9 24 15 1947
1 0 0 110 -2 0 2 2 1947
1 0 0 110 -1 2 3 1 1947
1 0 0 110 0 7 14 7 1947
1 0 0 111 -4 0 1 1 1947
1 0 0 111 -1 1 4 3 1947
1 0 0 111 0 2 8 6 1947
1 0 1 0 -6 0 1 1 1947
1 0 1 0 -5 0 1 1 1947
1 0 1 0 -4 1 1 0 1947
1 0 1 0 -3 0 7 7 1947
1 0 1 0 -2 5 14 9 1947
1 0 1 0 -1 4 9 5 1947
1 0 1 0 0 286 588 302 1947
1 0 1 1 -5 0 1 1 1947
1 0 1 1 -4 0 1 1 1947
1 0 1 1 -3 1 3 2 1947
1 0 1 1 -2 2 3 1 1947
1 0 1 1 -1 5 21 16 1947
1 0 1 1 0 127 273 146 1947
1 0 1 10 -5 0 1 1 1947
1 0 1 10 -4 0 5 5 1947
1 0 1 10 -2 1 7 6 1947
1 0 1 10 -1 7 16 9 1947
1 0 1 10 0 43 86 43 1947
1 0 1 11 -5 0 1 1 1947
1 0 1 11 -3 0 3 3 1947
1 0 1 11 -2 4 5 1 1947
1 0 1 11 -1 4 14 10 1947
1 0 1 11 0 33 100 67 1947
1 0 1 100 -3 0 3 3 1947
1 0 1 100 -2 2 4 2 1947
1 0 1 100 -1 6 15 9 1947
1 0 1 100 0 9 19 10 1947
1 0 1 101 -9 0 1 1 1947
1 0 1 101 -3 0 2 2 1947
1 0 1 101 -2 1 4 3 1947
1 0 1 101 -1 5 17 12 1947
1 0 1 101 0 10 29 19 1947
1 0 1 110 -6 0 1 1 1947
1 0 1 110 -2 0 4 4 1947
1 0 1 110 -1 3 9 6 1947
1 0 1 110 0 9 29 20 1947
1 0 1 111 -7 0 1 1 1947
1 0 1 111 -6 0 1 1 1947
1 0 1 111 -4 0 1 1 1947
1 0 1 111 -3 0 2 2 1947
1 0 1 111 -2 0 6 6 1947
1 0 1 111 -1 1 14 13 1947
1 0 1 111 0 6 31 25 1947
1 0 2 0 -6 0 1 1 1947
1 0 2 0 -4 4 6 2 1947
1 0 2 0 -3 1 18 17 1947
1 0 2 0 -2 8 25 17 1947
1 0 2 0 -1 10 25 15 1947
1 0 2 0 0 202 419 217 1947
1 0 2 1 -10 0 1 1 1947
1 0 2 1 -6 0 2 2 1947
1 0 2 1 -5 0 1 1 1947
1 0 2 1 -4 2 5 3 1947
1 0 2 1 -3 3 14 11 1947
1 0 2 1 -2 6 25 19 1947
1 0 2 1 -1 11 40 29 1947
1 0 2 1 0 107 214 107 1947
1 0 2 10 -5 0 2 2 1947
1 0 2 10 -4 1 8 7 1947
1 0 2 10 -3 2 9 7 1947
1 0 2 10 -2 4 16 12 1947
1 0 2 10 -1 12 32 20 1947
1 0 2 10 0 41 87 46 1947
1 0 2 11 -6 0 1 1 1947
1 0 2 11 -4 2 8 6 1947
1 0 2 11 -3 4 8 4 1947
1 0 2 11 -2 8 22 14 1947
1 0 2 11 -1 13 36 23 1947
1 0 2 11 0 47 96 49 1947
1 0 2 100 -3 1 5 4 1947
1 0 2 100 -2 2 9 7 1947
1 0 2 100 -1 5 15 10 1947
1 0 2 100 0 21 34 13 1947
1 0 2 101 -5 0 1 1 1947
1 0 2 101 -3 0 8 8 1947
1 0 2 101 -2 3 7 4 1947
1 0 2 101 -1 5 15 10 1947
1 0 2 101 0 14 30 16 1947
1 0 2 110 -6 0 1 1 1947
1 0 2 110 -4 0 3 3 1947
1 0 2 110 -3 0 3 3 1947
1 0 2 110 -2 1 3 2 1947
1 0 2 110 -1 0 4 4 1947
1 0 2 110 0 12 20 8 1947
1 0 2 111 -4 0 1 1 1947
1 0 2 111 -3 1 4 3 1947
1 0 2 111 -2 2 9 7 1947
1 0 2 111 -1 3 13 10 1947
1 0 2 111 0 15 29 14 1947
1 1 0 0 -10 0 1 1 1947
1 1 0 0 -6 0 3 3 1947
1 1 0 0 -5 0 5 5 1947
1 1 0 0 -4 6 20 14 1947
1 1 0 0 -3 7 40 33 1947
1 1 0 0 -2 23 72 49 1947
1 1 0 0 -1 42 123 81 1947
1 1 0 0 0 339 648 309 1947
1 1 0 0 1 2 3 1 1947
1 1 0 0 2 1 3 2 1947
1 1 0 1 -4 4 7 3 1947
1 1 0 1 -3 3 12 9 1947
1 1 0 1 -2 6 17 11 1947
1 1 0 1 -1 14 36 22 1947
1 1 0 1 0 112 187 75 1947
1 1 0 1 1 3 5 2 1947
1 1 0 1 2 4 5 1 1947
1 1 0 10 -3 0 1 1 1947
1 1 0 10 -2 1 5 4 1947
1 1 0 10 -1 5 8 3 1947
1 1 0 10 0 23 37 14 1947
1 1 0 10 1 2 2 0 1947
1 1 0 10 2 5 5 0 1947
1 1 0 10 3 2 2 0 1947
1 1 0 10 5 1 1 0 1947
1 1 0 11 -4 2 3 1 1947
1 1 0 11 -3 0 2 2 1947
1 1 0 11 -2 2 4 2 1947
1 1 0 11 -1 3 6 3 1947
1 1 0 11 0 31 46 15 1947
1 1 0 11 1 3 3 0 1947
1 1 0 11 2 3 4 1 1947
1 1 0 11 3 1 2 1 1947
1 1 0 100 -2 1 1 0 1947
1 1 0 100 -1 0 1 1 1947
1 1 0 100 0 10 14 4 1947
1 1 0 100 1 3 4 1 1947
1 1 0 100 3 0 1 1 1947
1 1 0 101 -2 0 1 1 1947
1 1 0 101 -1 1 4 3 1947
1 1 0 101 0 14 15 1 1947
1 1 0 101 1 4 4 0 1947
1 1 0 101 2 2 3 1 1947
1 1 0 110 -2 0 2 2 1947
1 1 0 110 -1 1 1 0 1947
1 1 0 110 0 3 4 1 1947
1 1 0 110 1 1 2 1 1947
1 1 0 110 2 3 3 0 1947
1 1 0 111 -4 2 3 1 1947
1 1 0 111 -3 1 2 1 1947
1 1 0 111 -2 0 1 1 1947
1 1 0 111 -1 1 2 1 1947
1 1 0 111 0 7 10 3 1947
1 1 0 111 1 2 2 0 1947
1 1 0 111 2 2 2 0 1947
1 1 1 0 -10 0 1 1 1947
1 1 1 0 -6 0 2 2 1947
1 1 1 0 -5 0 5 5 1947
1 1 1 0 -4 2 13 11 1947
1 1 1 0 -3 4 27 23 1947
1 1 1 0 -2 14 48 34 1947
1 1 1 0 -1 29 90 61 1947
1 1 1 0 0 201 423 222 1947
1 1 1 0 1 9 12 3 1947
1 1 1 0 2 6 8 2 1947
1 1 1 0 3 5 6 1 1947
1 1 1 0 4 1 1 0 1947
1 1 1 0 5 1 1 0 1947
1 1 1 1 -10 0 1 1 1947
1 1 1 1 -5 0 2 2 1947
1 1 1 1 -4 3 7 4 1947
1 1 1 1 -3 4 18 14 1947
1 1 1 1 -2 5 24 19 1947
1 1 1 1 -1 14 41 27 1947
1 1 1 1 0 102 202 100 1947
1 1 1 1 1 14 20 6 1947
1 1 1 1 2 10 12 2 1947
1 1 1 1 3 5 5 0 1947
1 1 1 1 4 1 1 0 1947
1 1 1 1 5 1 1 0 1947
1 1 1 1 6 2 2 0 1947
1 1 1 10 -10 0 1 1 1947
1 1 1 10 -4 1 1 0 1947
1 1 1 10 -2 3 6 3 1947
1 1 1 10 -1 7 17 10 1947
1 1 1 10 0 38 72 34 1947
1 1 1 10 1 10 14 4 1947
1 1 1 10 2 2 5 3 1947
1 1 1 10 3 2 3 1 1947
1 1 1 10 4 1 1 0 1947
1 1 1 11 -4 3 4 1 1947
1 1 1 11 -3 2 6 4 1947
1 1 1 11 -2 2 9 7 1947
1 1 1 11 -1 3 15 12 1947
1 1 1 11 0 27 60 33 1947
1 1 1 11 1 3 7 4 1947
1 1 1 11 2 5 8 3 1947
1 1 1 11 3 3 5 2 1947
1 1 1 11 4 1 2 1 1947
1 1 1 11 6 1 1 0 1947
1 1 1 100 -3 0 1 1 1947
1 1 1 100 -1 2 5 3 1947
1 1 1 100 0 14 24 10 1947
1 1 1 100 1 4 5 1 1947
1 1 1 100 2 3 3 0 1947
1 1 1 100 3 0 1 1 1947
1 1 1 100 4 1 1 0 1947
1 1 1 100 5 2 2 0 1947
1 1 1 101 -3 0 2 2 1947
1 1 1 101 -2 2 5 3 1947
1 1 1 101 -1 1 5 4 1947
1 1 1 101 0 16 25 9 1947
1 1 1 101 1 7 12 5 1947
1 1 1 101 2 4 5 1 1947
1 1 1 101 3 2 2 0 1947
1 1 1 101 4 1 1 0 1947
1 1 1 110 -5 0 1 1 1947
1 1 1 110 -4 0 1 1 1947
1 1 1 110 -3 0 3 3 1947
1 1 1 110 -2 2 3 1 1947
1 1 1 110 -1 2 3 1 1947
1 1 1 110 0 16 23 7 1947
1 1 1 110 1 3 4 1 1947
1 1 1 110 2 4 4 0 1947
1 1 1 110 3 2 2 0 1947
1 1 1 111 -4 2 3 1 1947
1 1 1 111 -3 0 1 1 1947
1 1 1 111 -2 2 5 3 1947
1 1 1 111 -1 3 6 3 1947
1 1 1 111 0 16 26 10 1947
1 1 1 111 1 8 10 2 1947
1 1 1 111 2 2 3 1 1947
1 1 1 111 3 1 1 0 1947
1 1 1 111 6 1 1 0 1947
1 1 1 111 7 1 1 0 1947
1 1 2 0 -6 0 2 2 1947
1 1 2 0 -5 0 3 3 1947
1 1 2 0 -4 0 10 10 1947
1 1 2 0 -3 3 19 16 1947
1 1 2 0 -2 11 33 22 1947
1 1 2 0 -1 18 55 37 1947
1 1 2 0 0 146 299 153 1947
1 1 2 0 1 19 27 8 1947
1 1 2 0 2 12 16 4 1947
1 1 2 0 3 10 11 1 1947
1 1 2 0 4 1 2 1 1947
1 1 2 0 5 1 1 0 1947
1 1 2 1 -6 0 1 1 1947
1 1 2 1 -5 0 1 1 1947
1 1 2 1 -4 1 7 6 1947
1 1 2 1 -3 2 10 8 1947
1 1 2 1 -2 6 25 19 1947
1 1 2 1 -1 14 35 21 1947
1 1 2 1 0 85 167 82 1947
1 1 2 1 1 20 35 15 1947
1 1 2 1 2 17 21 4 1947
1 1 2 1 3 7 9 2 1947
1 1 2 1 4 2 2 0 1947
1 1 2 1 5 1 1 0 1947
1 1 2 10 -10 0 1 1 1947
1 1 2 10 -5 0 1 1 1947
1 1 2 10 -4 0 1 1 1947
1 1 2 10 -3 0 4 4 1947
1 1 2 10 -2 1 4 3 1947
1 1 2 10 -1 5 15 10 1947
1 1 2 10 0 39 74 35 1947
1 1 2 10 1 25 33 8 1947
1 1 2 10 2 10 14 4 1947
1 1 2 10 3 4 7 3 1947
1 1 2 10 4 0 1 1 1947
1 1 2 10 5 1 1 0 1947
1 1 2 10 6 1 1 0 1947
1 1 2 11 -6 0 1 1 1947
1 1 2 11 -4 1 4 3 1947
1 1 2 11 -3 1 8 7 1947
1 1 2 11 -2 1 8 7 1947
1 1 2 11 -1 2 17 15 1947
1 1 2 11 0 26 63 37 1947
1 1 2 11 1 15 24 9 1947
1 1 2 11 2 17 20 3 1947
1 1 2 11 3 5 8 3 1947
1 1 2 11 4 3 4 1 1947
1 1 2 100 -4 0 1 1 1947
1 1 2 100 -2 3 5 2 1947
1 1 2 100 -1 1 9 8 1947
1 1 2 100 0 16 34 18 1947
1 1 2 100 1 7 9 2 1947
1 1 2 100 2 3 4 1 1947
1 1 2 100 3 2 3 1 1947
1 1 2 100 4 1 2 1 1947
1 1 2 100 5 1 1 0 1947
1 1 2 101 -4 1 2 1 1947
1 1 2 101 -3 2 3 1 1947
1 1 2 101 -2 2 2 0 1947
1 1 2 101 -1 1 2 1 1947
1 1 2 101 0 18 27 9 1947
1 1 2 101 1 10 15 5 1947
1 1 2 101 2 4 7 3 1947
1 1 2 101 3 3 3 0 1947
1 1 2 101 4 1 1 0 1947
1 1 2 101 6 1 1 0 1947
1 1 2 110 -5 0 1 1 1947
1 1 2 110 -3 0 2 2 1947
1 1 2 110 -2 1 3 2 1947
1 1 2 110 -1 2 5 3 1947
1 1 2 110 0 7 15 8 1947
1 1 2 110 1 3 6 3 1947
1 1 2 110 2 7 8 1 1947
1 1 2 110 3 3 4 1 1947
1 1 2 110 4 1 1 0 1947
1 1 2 111 -4 0 1 1 1947
1 1 2 111 -2 3 6 3 1947
1 1 2 111 -1 0 4 4 1947
1 1 2 111 0 16 25 9 1947
1 1 2 111 1 4 8 4 1947
1 1 2 111 2 6 7 1 1947
1 1 2 111 3 3 3 0 1947
1 1 2 111 4 1 1 0 1947
2 0 0 0 -10 0 1 1 1947
2 0 0 0 -6 0 2 2 1947
2 0 0 0 -5 0 2 2 1947
2 0 0 0 -4 1 14 13 1947
2 0 0 0 -3 3 36 33 1947
2 0 0 0 -2 17 68 51 1947
2 0 0 0 -1 27 109 82 1947
2 0 0 0 0 209 470 261 1947
2 0 0 0 1 74 111 37 1947
2 0 0 0 2 51 64 13 1947
2 0 0 0 3 27 36 9 1947
2 0 0 0 4 5 9 4 1947
2 0 0 0 5 4 4 0 1947
2 0 0 0 6 2 2 0 1947
2 0 0 0 7 2 2 0 1947
2 0 0 1 -6 0 1 1 1947
2 0 0 1 -4 0 3 3 1947
2 0 0 1 -3 0 8 8 1947
2 0 0 1 -2 2 21 19 1947
2 0 0 1 -1 13 36 23 1947
2 0 0 1 0 67 140 73 1947
2 0 0 1 1 22 30 8 1947
2 0 0 1 2 14 18 4 1947
2 0 0 1 3 7 12 5 1947
2 0 0 1 4 1 3 2 1947
2 0 0 1 6 1 1 0 1947
2 0 0 10 -5 0 1 1 1947
2 0 0 10 -3 0 2 2 1947
2 0 0 10 -2 0 6 6 1947
2 0 0 10 -1 4 13 9 1947
2 0 0 10 0 14 33 19 1947
2 0 0 10 1 4 6 2 1947
2 0 0 10 2 3 6 3 1947
2 0 0 10 3 1 3 2 1947
2 0 0 10 7 1 1 0 1947
2 0 0 11 -4 0 3 3 1947
2 0 0 11 -3 0 2 2 1947
2 0 0 11 -2 1 5 4 1947
2 0 0 11 -1 2 6 4 1947
2 0 0 11 0 11 19 8 1947
2 0 0 11 1 4 5 1 1947
2 0 0 11 2 2 2 0 1947
2 0 0 11 3 2 4 2 1947
2 0 0 11 6 1 1 0 1947
2 0 0 100 -2 0 4 4 1947
2 0 0 100 -1 0 5 5 1947
2 0 0 100 0 2 6 4 1947
2 0 0 100 1 1 2 1 1947
2 0 0 100 2 1 1 0 1947
2 0 0 101 -4 0 1 1 1947
2 0 0 101 -1 1 3 2 1947
2 0 0 101 0 4 10 6 1947
2 0 0 101 1 1 2 1 1947
2 0 0 101 3 0 1 1 1947
2 0 0 110 -5 0 1 1 1947
2 0 0 110 -2 0 1 1 1947
2 0 0 110 -1 0 1 1 1947
2 0 0 110 0 0 6 6 1947
2 0 0 110 2 1 1 0 1947
2 0 0 110 3 1 1 0 1947
2 0 0 110 4 1 1 0 1947
2 0 0 111 -4 0 1 1 1947
2 0 0 111 -3 1 1 0 1947
2 0 0 111 -2 1 2 1 1947
2 0 0 111 -1 1 3 2 1947
2 0 0 111 0 2 3 1 1947
2 0 0 111 2 1 1 0 1947
2 0 0 111 3 1 1 0 1947
2 0 0 111 6 1 1 0 1947
2 0 1 0 -11 0 1 1 1947
2 0 1 0 -10 0 2 2 1947
2 0 1 0 -8 0 1 1 1947
2 0 1 0 -6 0 2 2 1947
2 0 1 0 -5 0 3 3 1947
2 0 1 0 -4 1 12 11 1947
2 0 1 0 -3 4 33 29 1947
2 0 1 0 -2 16 50 34 1947
2 0 1 0 -1 16 72 56 1947
2 0 1 0 0 134 299 165 1947
2 0 1 0 1 46 73 27 1947
2 0 1 0 2 31 38 7 1947
2 0 1 0 3 19 21 2 1947
2 0 1 0 4 3 5 2 1947
2 0 1 0 5 4 4 0 1947
2 0 1 0 6 1 1 0 1947
2 0 1 0 7 1 1 0 1947
2 0 1 1 -7 0 1 1 1947
2 0 1 1 -6 0 2 2 1947
2 0 1 1 -5 0 1 1 1947
2 0 1 1 -4 0 7 7 1947
2 0 1 1 -3 3 17 14 1947
2 0 1 1 -2 7 30 23 1947
2 0 1 1 -1 9 35 26 1947
