INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_WINS GAMES HOME_LOSES year
1 0 0 0 -4 0 3 3 1977
1 0 0 0 -3 3 5 2 1977
1 0 0 0 -2 1 6 5 1977
1 0 0 0 -1 9 21 12 1977
1 0 0 0 0 936 2105 1169 1977
1 0 0 1 -3 1 4 3 1977
1 0 0 1 -2 2 4 2 1977
1 0 0 1 -1 7 17 10 1977
1 0 0 1 0 223 567 344 1977
1 0 0 10 -6 0 1 1 1977
1 0 0 10 -5 0 1 1 1977
1 0 0 10 -4 0 1 1 1977
1 0 0 10 -3 1 2 1 1977
1 0 0 10 -2 2 9 7 1977
1 0 0 10 -1 8 18 10 1977
1 0 0 10 0 88 186 98 1977
1 0 0 11 -3 0 1 1 1977
1 0 0 11 -2 0 3 3 1977
1 0 0 11 -1 2 7 5 1977
1 0 0 11 0 31 103 72 1977
1 0 0 100 -4 0 1 1 1977
1 0 0 100 -2 0 3 3 1977
1 0 0 100 -1 3 9 6 1977
1 0 0 100 0 24 49 25 1977
1 0 0 101 -2 0 2 2 1977
1 0 0 101 -1 1 10 9 1977
1 0 0 101 0 14 45 31 1977
1 0 0 110 -3 0 1 1 1977
1 0 0 110 -1 2 7 5 1977
1 0 0 110 0 8 29 21 1977
1 0 0 111 -1 1 5 4 1977
1 0 0 111 0 4 14 10 1977
1 0 1 0 -6 0 2 2 1977
1 0 1 0 -5 0 4 4 1977
1 0 1 0 -4 2 14 12 1977
1 0 1 0 -3 4 16 12 1977
1 0 1 0 -2 11 34 23 1977
1 0 1 0 -1 24 51 27 1977
1 0 1 0 0 681 1467 786 1977
1 0 1 1 -5 1 1 0 1977
1 0 1 1 -4 1 5 4 1977
1 0 1 1 -3 2 10 8 1977
1 0 1 1 -2 7 23 16 1977
1 0 1 1 -1 20 54 34 1977
1 0 1 1 0 217 500 283 1977
1 0 1 10 -6 0 1 1 1977
1 0 1 10 -4 0 2 2 1977
1 0 1 10 -3 2 10 8 1977
1 0 1 10 -2 3 22 19 1977
1 0 1 10 -1 22 57 35 1977
1 0 1 10 0 105 265 160 1977
1 0 1 11 -4 1 2 1 1977
1 0 1 11 -2 4 16 12 1977
1 0 1 11 -1 8 29 21 1977
1 0 1 11 0 52 145 93 1977
1 0 1 100 -4 0 2 2 1977
1 0 1 100 -3 0 3 3 1977
1 0 1 100 -2 3 11 8 1977
1 0 1 100 -1 9 24 15 1977
1 0 1 100 0 52 106 54 1977
1 0 1 101 -5 0 1 1 1977
1 0 1 101 -4 0 3 3 1977
1 0 1 101 -3 0 3 3 1977
1 0 1 101 -2 4 13 9 1977
1 0 1 101 -1 11 31 20 1977
1 0 1 101 0 28 63 35 1977
1 0 1 110 -5 0 1 1 1977
1 0 1 110 -4 0 1 1 1977
1 0 1 110 -3 1 1 0 1977
1 0 1 110 -2 0 4 4 1977
1 0 1 110 -1 6 20 14 1977
1 0 1 110 0 14 55 41 1977
1 0 1 111 -4 0 1 1 1977
1 0 1 111 -3 0 1 1 1977
1 0 1 111 -2 2 11 9 1977
1 0 1 111 -1 2 11 9 1977
1 0 1 111 0 14 38 24 1977
1 0 2 0 -7 0 1 1 1977
1 0 2 0 -6 1 4 3 1977
1 0 2 0 -5 0 4 4 1977
1 0 2 0 -4 2 14 12 1977
1 0 2 0 -3 12 29 17 1977
1 0 2 0 -2 24 71 47 1977
1 0 2 0 -1 42 94 52 1977
1 0 2 0 0 530 1090 560 1977
1 0 2 1 -8 0 1 1 1977
1 0 2 1 -7 0 1 1 1977
1 0 2 1 -6 0 1 1 1977
1 0 2 1 -5 0 1 1 1977
1 0 2 1 -4 0 15 15 1977
1 0 2 1 -3 4 18 14 1977
1 0 2 1 -2 11 42 31 1977
1 0 2 1 -1 29 95 66 1977
1 0 2 1 0 231 507 276 1977
1 0 2 10 -7 0 3 3 1977
1 0 2 10 -6 0 1 1 1977
1 0 2 10 -5 0 1 1 1977
1 0 2 10 -4 1 7 6 1977
1 0 2 10 -3 2 14 12 1977
1 0 2 10 -2 17 42 25 1977
1 0 2 10 -1 36 83 47 1977
