INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_LOSES GAMES HOME_WINS year
1 0 0 0 -5 0 1 1 1965
1 0 0 0 -4 1 3 2 1965
1 0 0 0 -3 0 6 6 1965
1 0 0 0 -2 0 6 6 1965
1 0 0 0 -1 7 24 17 1965
1 0 0 0 0 703 1613 910 1965
1 0 0 1 -5 0 1 1 1965
1 0 0 1 -3 0 2 2 1965
1 0 0 1 -2 0 6 6 1965
1 0 0 1 -1 5 15 10 1965
1 0 0 1 0 173 412 239 1965
1 0 0 10 -5 0 1 1 1965
1 0 0 10 -4 0 2 2 1965
1 0 0 10 -3 0 2 2 1965
1 0 0 10 -2 1 5 4 1965
1 0 0 10 -1 3 11 8 1965
1 0 0 10 0 40 98 58 1965
1 0 0 11 -3 1 2 1 1965
1 0 0 11 -2 1 1 0 1965
1 0 0 11 -1 4 9 5 1965
1 0 0 11 0 34 75 41 1965
1 0 0 100 -2 0 1 1 1965
1 0 0 100 -1 1 6 5 1965
1 0 0 100 0 11 29 18 1965
1 0 0 101 -2 0 3 3 1965
1 0 0 101 -1 4 13 9 1965
1 0 0 101 0 13 31 18 1965
1 0 0 110 -2 0 2 2 1965
1 0 0 110 -1 0 6 6 1965
1 0 0 110 0 3 15 12 1965
1 0 0 111 -2 0 1 1 1965
1 0 0 111 -1 1 8 7 1965
1 0 0 111 0 2 13 11 1965
1 0 1 0 -5 0 1 1 1965
1 0 1 0 -4 1 5 4 1965
1 0 1 0 -3 1 14 13 1965
1 0 1 0 -2 4 22 18 1965
1 0 1 0 -1 14 37 23 1965
1 0 1 0 0 502 1130 628 1965
1 0 1 1 -4 1 4 3 1965
1 0 1 1 -3 1 5 4 1965
1 0 1 1 -2 0 13 13 1965
1 0 1 1 -1 11 45 34 1965
1 0 1 1 0 187 434 247 1965
1 0 1 10 -5 0 2 2 1965
1 0 1 10 -4 0 2 2 1965
1 0 1 10 -3 1 4 3 1965
1 0 1 10 -2 2 7 5 1965
1 0 1 10 -1 9 32 23 1965
1 0 1 10 0 78 178 100 1965
1 0 1 11 -5 0 1 1 1965
1 0 1 11 -3 1 4 3 1965
1 0 1 11 -2 2 7 5 1965
1 0 1 11 -1 8 25 17 1965
1 0 1 11 0 46 117 71 1965
1 0 1 100 -3 0 1 1 1965
1 0 1 100 -2 0 3 3 1965
1 0 1 100 -1 1 11 10 1965
1 0 1 100 0 20 59 39 1965
1 0 1 101 -4 0 2 2 1965
1 0 1 101 -3 1 5 4 1965
1 0 1 101 -2 1 9 8 1965
1 0 1 101 -1 10 29 19 1965
1 0 1 101 0 21 55 34 1965
1 0 1 110 -5 0 1 1 1965
1 0 1 110 -3 0 2 2 1965
1 0 1 110 -2 0 4 4 1965
1 0 1 110 -1 2 7 5 1965
1 0 1 110 0 20 40 20 1965
1 0 1 111 -3 0 1 1 1965
1 0 1 111 -2 2 4 2 1965
1 0 1 111 -1 7 16 9 1965
1 0 1 111 0 16 35 19 1965
1 0 2 0 -7 0 1 1 1965
1 0 2 0 -6 1 2 1 1965
1 0 2 0 -5 0 3 3 1965
1 0 2 0 -4 1 12 11 1965
1 0 2 0 -3 1 18 17 1965
1 0 2 0 -2 9 41 32 1965
1 0 2 0 -1 23 59 36 1965
1 0 2 0 0 381 840 459 1965
1 0 2 1 -7 0 1 1 1965
