INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_LOSES GAMES HOME_WINS year
1 0 0 0 -4 0 3 3 1995
1 0 0 0 -3 2 8 6 1995
1 0 0 0 -2 3 11 8 1995
1 0 0 0 -1 15 39 24 1995
1 0 0 0 0 882 2019 1137 1995
1 0 0 1 -5 0 1 1 1995
1 0 0 1 -4 0 3 3 1995
1 0 0 1 -3 1 4 3 1995
1 0 0 1 -2 2 5 3 1995
1 0 0 1 -1 6 27 21 1995
1 0 0 1 0 194 535 341 1995
1 0 0 10 -3 0 5 5 1995
1 0 0 10 -2 1 8 7 1995
1 0 0 10 -1 8 22 14 1995
1 0 0 10 0 70 186 116 1995
1 0 0 11 -5 0 1 1 1995
1 0 0 11 -4 0 2 2 1995
1 0 0 11 -3 0 1 1 1995
1 0 0 11 -2 0 3 3 1995
1 0 0 11 -1 7 24 17 1995
1 0 0 11 0 35 110 75 1995
1 0 0 100 -4 0 1 1 1995
1 0 0 100 -1 3 8 5 1995
1 0 0 100 0 11 44 33 1995
1 0 0 101 -3 0 1 1 1995
1 0 0 101 -2 1 5 4 1995
1 0 0 101 -1 2 16 14 1995
1 0 0 101 0 13 40 27 1995
1 0 0 110 -3 0 1 1 1995
1 0 0 110 -2 0 3 3 1995
1 0 0 110 -1 1 5 4 1995
1 0 0 110 0 6 20 14 1995
1 0 0 111 -2 1 3 2 1995
1 0 0 111 -1 1 8 7 1995
1 0 0 111 0 8 26 18 1995
1 0 1 0 -6 0 2 2 1995
1 0 1 0 -5 0 3 3 1995
1 0 1 0 -4 1 8 7 1995
1 0 1 0 -3 3 19 16 1995
1 0 1 0 -2 11 36 25 1995
1 0 1 0 -1 23 77 54 1995
1 0 1 0 0 643 1357 714 1995
1 0 1 1 -6 0 1 1 1995
1 0 1 1 -5 0 3 3 1995
1 0 1 1 -4 1 9 8 1995
1 0 1 1 -3 3 17 14 1995
1 0 1 1 -2 11 23 12 1995
1 0 1 1 -1 20 78 58 1995
1 0 1 1 0 218 508 290 1995
1 0 1 10 -6 0 1 1 1995
1 0 1 10 -5 0 1 1 1995
1 0 1 10 -4 0 6 6 1995
1 0 1 10 -3 1 12 11 1995
1 0 1 10 -2 7 18 11 1995
