INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_LOSES GAMES HOME_WINS year
1 0 0 0 -5 0 1 1 2011
1 0 0 0 -4 0 3 3 2011
1 0 0 0 -3 0 6 6 2011
1 0 0 0 -2 3 21 18 2011
1 0 0 0 -1 15 43 28 2011
1 0 0 0 0 1033 2430 1397 2011
1 0 0 1 -6 0 1 1 2011
1 0 0 1 -4 0 2 2 2011
1 0 0 1 -3 0 1 1 2011
1 0 0 1 -2 0 11 11 2011
1 0 0 1 -1 6 20 14 2011
1 0 0 1 0 210 579 369 2011
1 0 0 10 -4 0 2 2 2011
1 0 0 10 -3 0 3 3 2011
1 0 0 10 -2 0 6 6 2011
1 0 0 10 -1 5 16 11 2011
1 0 0 10 0 71 212 141 2011
1 0 0 11 -2 1 6 5 2011
1 0 0 11 -1 2 20 18 2011
1 0 0 11 0 36 122 86 2011
1 0 0 100 -3 0 2 2 2011
1 0 0 100 -2 0 3 3 2011
1 0 0 100 -1 2 6 4 2011
1 0 0 100 0 12 34 22 2011
1 0 0 101 -3 0 1 1 2011
1 0 0 101 -2 0 3 3 2011
1 0 0 101 -1 7 14 7 2011
1 0 0 101 0 19 48 29 2011
1 0 0 110 -6 0 1 1 2011
1 0 0 110 -4 0 1 1 2011
1 0 0 110 -3 0 2 2 2011
1 0 0 110 -2 0 3 3 2011
1 0 0 110 -1 2 8 6 2011
1 0 0 110 0 6 23 17 2011
1 0 0 111 -3 0 1 1 2011
1 0 0 111 -2 0 4 4 2011
1 0 0 111 -1 2 11 9 2011
1 0 0 111 0 9 22 13 2011
1 0 1 0 -5 0 1 1 2011
1 0 1 0 -4 0 5 5 2011
1 0 1 0 -3 1 25 24 2011
1 0 1 0 -2 10 42 32 2011
1 0 1 0 -1 20 73 53 2011
1 0 1 0 0 776 1708 932 2011
1 0 1 1 -4 1 4 3 2011
1 0 1 1 -3 0 13 13 2011
1 0 1 1 -2 11 33 22 2011
1 0 1 1 -1 22 69 47 2011
1 0 1 1 0 251 619 368 2011
1 0 1 10 -8 0 1 1 2011
1 0 1 10 -4 0 5 5 2011
1 0 1 10 -3 1 11 10 2011
1 0 1 10 -2 6 19 13 2011
1 0 1 10 -1 18 55 37 2011
1 0 1 10 0 91 249 158 2011
1 0 1 11 -5 0 1 1 2011
1 0 1 11 -4 0 2 2 2011
1 0 1 11 -3 0 6 6 2011
1 0 1 11 -2 3 17 14 2011
1 0 1 11 -1 11 48 37 2011
1 0 1 11 0 69 186 117 2011
1 0 1 100 -4 0 1 1 2011
1 0 1 100 -3 1 2 1 2011
1 0 1 100 -2 1 4 3 2011
1 0 1 100 -1 2 9 7 2011
1 0 1 100 0 44 112 68 2011
1 0 1 101 -8 0 1 1 2011
1 0 1 101 -4 0 1 1 2011
1 0 1 101 -3 0 4 4 2011
1 0 1 101 -2 3 19 16 2011
1 0 1 101 -1 4 26 22 2011
1 0 1 101 0 41 103 62 2011
1 0 1 110 -6 0 1 1 2011
1 0 1 110 -4 0 2 2 2011
1 0 1 110 -3 0 3 3 2011
1 0 1 110 -2 0 7 7 2011
1 0 1 110 -1 5 25 20 2011
1 0 1 110 0 18 47 29 2011
1 0 1 111 -3 0 1 1 2011
1 0 1 111 -2 1 6 5 2011
1 0 1 111 -1 4 18 14 2011
1 0 1 111 0 16 40 24 2011
1 0 2 0 -6 0 2 2 2011
1 0 2 0 -5 1 7 6 2011
1 0 2 0 -4 0 11 11 2011
1 0 2 0 -3 4 31 27 2011
1 0 2 0 -2 16 63 47 2011
1 0 2 0 -1 42 130 88 2011
1 0 2 0 0 590 1225 635 2011
1 0 2 1 -6 0 1 1 2011
1 0 2 1 -5 0 3 3 2011
1 0 2 1 -4 1 12 11 2011
1 0 2 1 -3 4 28 24 2011
1 0 2 1 -2 11 46 35 2011
1 0 2 1 -1 47 131 84 2011
1 0 2 1 0 235 520 285 2011
1 0 2 10 -5 0 5 5 2011
1 0 2 10 -4 1 7 6 2011
1 0 2 10 -3 2 19 17 2011
1 0 2 10 -2 14 44 30 2011
1 0 2 10 -1 31 76 45 2011
1 0 2 10 0 100 251 151 2011
1 0 2 11 -7 0 1 1 2011
1 0 2 11 -6 0 1 1 2011
1 0 2 11 -5 0 2 2 2011
1 0 2 11 -4 1 11 10 2011
1 0 2 11 -3 1 8 7 2011
1 0 2 11 -2 6 30 24 2011
1 0 2 11 -1 23 64 41 2011
1 0 2 11 0 78 191 113 2011
1 0 2 100 -4 0 3 3 2011
1 0 2 100 -3 1 5 4 2011
1 0 2 100 -2 7 18 11 2011
1 0 2 100 -1 14 35 21 2011
1 0 2 100 0 49 108 59 2011
1 0 2 101 -5 0 3 3 2011
1 0 2 101 -4 0 4 4 2011
1 0 2 101 -3 3 14 11 2011
1 0 2 101 -2 5 15 10 2011
1 0 2 101 -1 12 33 21 2011
1 0 2 101 0 38 81 43 2011
1 0 2 110 -4 0 2 2 2011
1 0 2 110 -3 1 6 5 2011
1 0 2 110 -2 3 8 5 2011
1 0 2 110 -1 11 24 13 2011
1 0 2 110 0 19 47 28 2011
1 0 2 111 -4 1 1 0 2011
1 0 2 111 -3 0 3 3 2011
1 0 2 111 -2 2 7 5 2011
1 0 2 111 -1 7 20 13 2011
1 0 2 111 0 28 48 20 2011
1 1 0 0 -8 0 1 1 2011
1 1 0 0 -7 0 1 1 2011
1 1 0 0 -6 0 2 2 2011
1 1 0 0 -5 1 16 15 2011
1 1 0 0 -4 3 29 26 2011
1 1 0 0 -3 11 80 69 2011
1 1 0 0 -2 52 184 132 2011
1 1 0 0 -1 139 376 237 2011
1 1 0 0 0 837 1760 923 2011
1 1 0 0 1 22 41 19 2011
1 1 0 0 2 10 20 10 2011
1 1 0 0 3 2 4 2 2011
1 1 0 0 4 3 3 0 2011
1 1 0 0 7 1 1 0 2011
1 1 0 1 -6 0 1 1 2011
1 1 0 1 -5 1 4 3 2011
1 1 0 1 -4 1 6 5 2011
1 1 0 1 -3 3 16 13 2011
1 1 0 1 -2 19 51 32 2011
1 1 0 1 -1 25 93 68 2011
1 1 0 1 0 251 482 231 2011
1 1 0 1 1 8 13 5 2011
1 1 0 1 2 4 5 1 2011
1 1 0 1 3 1 2 1 2011
1 1 0 1 4 2 2 0 2011
1 1 0 10 -6 0 1 1 2011
1 1 0 10 -5 0 1 1 2011
1 1 0 10 -4 0 3 3 2011
1 1 0 10 -3 0 8 8 2011
1 1 0 10 -2 7 17 10 2011
1 1 0 10 -1 13 34 21 2011
1 1 0 10 0 70 131 61 2011
1 1 0 10 1 9 16 7 2011
1 1 0 10 2 11 13 2 2011
1 1 0 10 3 1 1 0 2011
1 1 0 10 4 1 1 0 2011
1 1 0 11 -4 0 1 1 2011
1 1 0 11 -3 0 4 4 2011
1 1 0 11 -2 1 3 2 2011
1 1 0 11 -1 5 16 11 2011
1 1 0 11 0 56 96 40 2011
1 1 0 11 1 12 15 3 2011
1 1 0 11 2 2 4 2 2011
1 1 0 11 4 2 2 0 2011
1 1 0 100 -5 0 1 1 2011
1 1 0 100 -4 0 1 1 2011
1 1 0 100 -3 0 3 3 2011
1 1 0 100 -2 1 3 2 2011
1 1 0 100 -1 2 5 3 2011
1 1 0 100 0 13 20 7 2011
1 1 0 100 1 4 5 1 2011
1 1 0 101 -5 0 1 1 2011
1 1 0 101 -4 0 3 3 2011
1 1 0 101 -3 0 1 1 2011
1 1 0 101 -2 0 4 4 2011
1 1 0 101 -1 5 9 4 2011
1 1 0 101 0 17 30 13 2011
1 1 0 101 1 6 12 6 2011
1 1 0 101 2 2 2 0 2011
1 1 0 101 3 1 1 0 2011
1 1 0 110 -2 0 1 1 2011
1 1 0 110 -1 2 3 1 2011
1 1 0 110 0 13 21 8 2011
1 1 0 110 1 4 5 1 2011
1 1 0 110 2 5 5 0 2011
