INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_LOSES GAMES HOME_WINS
4 0 2 1 -12 1 1 0
4 0 2 10 14 0 1 1
4 0 2 10 12 0 2 2
4 0 2 10 10 0 4 4
4 0 2 10 8 0 13 13
4 0 2 10 7 0 11 11
4 0 2 10 6 2 24 22
4 0 2 10 5 2 43 41
4 0 2 10 4 3 83 80
4 0 2 10 3 8 120 112
4 0 2 10 2 29 153 124
4 0 2 10 1 66 221 155
4 0 2 10 0 98 240 142
4 0 2 10 -1 88 152 64
4 0 2 10 -2 64 98 34
4 0 2 10 -3 51 62 11
4 0 2 10 -4 32 34 2
4 0 2 10 -5 15 17 2
4 0 2 10 -6 12 12 0
4 0 2 10 -7 3 3 0
4 0 2 10 -8 2 2 0
4 0 2 10 -9 1 1 0
4 0 2 11 13 0 1 1
4 0 2 11 12 0 3 3
4 0 2 11 11 0 2 2
4 0 2 11 10 0 2 2
4 0 2 11 9 0 4 4
4 0 2 11 8 0 9 9
4 0 2 11 7 0 10 10
4 0 2 11 6 0 21 21
4 0 2 11 5 2 24 22
4 0 2 11 4 5 57 52
4 0 2 11 3 8 74 66
4 0 2 11 2 18 130 112
4 0 2 11 1 48 163 115
4 0 2 11 0 66 173 107
4 0 2 11 -1 70 136 66
4 0 2 11 -2 63 87 24
4 0 2 11 -3 35 49 14
4 0 2 11 -4 38 42 4
4 0 2 11 -5 11 12 1
4 0 2 11 -6 11 11 0
4 0 2 11 -7 7 7 0
4 0 2 11 -8 1 1 0
4 0 2 11 -9 1 1 0
4 0 2 11 -10 1 1 0
4 0 2 100 9 0 5 5
4 0 2 100 8 0 3 3
4 0 2 100 7 0 7 7
4 0 2 100 6 1 11 10
4 0 2 100 5 0 15 15
4 0 2 100 4 1 18 17
4 0 2 100 3 2 46 44
4 0 2 100 2 11 77 66
4 0 2 100 1 33 88 55
4 0 2 100 0 49 118 69
4 0 2 100 -1 40 69 29
4 0 2 100 -2 30 36 6
4 0 2 100 -3 21 23 2
4 0 2 100 -4 10 10 0
4 0 2 100 -5 7 7 0
4 0 2 100 -6 5 5 0
4 0 2 100 -7 2 2 0
4 0 2 101 12 0 1 1
4 0 2 101 11 0 1 1
4 0 2 101 10 0 2 2
4 0 2 101 8 0 5 5
4 0 2 101 7 0 4 4
4 0 2 101 6 0 12 12
4 0 2 101 5 1 20 19
4 0 2 101 4 1 23 22
4 0 2 101 3 5 46 41
4 0 2 101 2 6 56 50
4 0 2 101 1 31 94 63
4 0 2 101 0 39 96 57
4 0 2 101 -1 33 58 25
4 0 2 101 -2 22 33 11
4 0 2 101 -3 29 37 8
4 0 2 101 -4 11 15 4
4 0 2 101 -5 10 11 1
4 0 2 101 -6 7 7 0
4 0 2 101 -7 1 1 0
4 0 2 110 12 0 1 1
4 0 2 110 10 0 1 1
4 0 2 110 9 0 2 2
4 0 2 110 8 0 1 1
4 0 2 110 7 0 4 4
4 0 2 110 6 0 6 6
4 0 2 110 5 0 9 9
4 0 2 110 4 1 18 17
4 0 2 110 3 4 37 33
4 0 2 110 2 5 47 42
4 0 2 110 1 13 51 38
4 0 2 110 0 21 55 34
4 0 2 110 -1 18 34 16
4 0 2 110 -2 14 21 7
4 0 2 110 -3 9 13 4
4 0 2 110 -4 10 11 1
4 0 2 110 -5 2 2 0
4 0 2 110 -6 4 4 0
4 0 2 110 -8 1 1 0
4 0 2 111 9 0 1 1
4 0 2 111 8 0 2 2
4 0 2 111 7 0 6 6
4 0 2 111 6 0 6 6
4 0 2 111 5 0 11 11
4 0 2 111 4 1 15 14
4 0 2 111 3 3 29 26
4 0 2 111 2 5 48 43
4 0 2 111 1 18 66 48
4 0 2 111 0 22 64 42
4 0 2 111 -1 15 31 16
4 0 2 111 -2 11 14 3
4 0 2 111 -3 10 12 2
4 0 2 111 -4 8 9 1
4 0 2 111 -5 2 3 1
4 0 2 111 -6 1 1 0
4 1 0 0 17 0 1 1
4 1 0 0 14 0 1 1
4 1 0 0 13 0 5 5
4 1 0 0 12 0 8 8
4 1 0 0 11 0 6 6
4 1 0 0 10 0 7 7
4 1 0 0 9 0 20 20
4 1 0 0 8 0 60 60
4 1 0 0 7 1 69 68
4 1 0 0 6 5 124 119
4 1 0 0 5 8 190 182
4 1 0 0 4 18 346 328
4 1 0 0 3 77 607 530
4 1 0 0 2 173 889 716
4 1 0 0 1 407 1285 878
4 1 0 0 0 824 1781 957
4 1 0 0 -1 677 1109 432
4 1 0 0 -2 573 749 176
4 1 0 0 -3 399 476 77
4 1 0 0 -4 244 269 25
4 1 0 0 -5 151 155 4
4 1 0 0 -6 71 73 2
4 1 0 0 -7 42 44 2
4 1 0 0 -8 23 25 2
4 1 0 0 -9 11 11 0
4 1 0 0 -10 1 1 0
4 1 0 0 -11 3 3 0
4 1 0 0 -12 1 1 0
4 1 0 0 -15 1 1 0
4 1 0 1 12 0 1 1
4 1 0 1 11 0 2 2
4 1 0 1 10 0 1 1
4 1 0 1 9 0 3 3
4 1 0 1 8 0 18 18
4 1 0 1 7 0 14 14
4 1 0 1 6 3 32 29
4 1 0 1 5 1 50 49
4 1 0 1 4 7 84 77
4 1 0 1 3 30 161 131
4 1 0 1 2 52 238 186
4 1 0 1 1 108 316 208
4 1 0 1 0 227 443 216
4 1 0 1 -1 183 282 99
4 1 0 1 -2 138 173 35
4 1 0 1 -3 114 135 21
4 1 0 1 -4 58 64 6
4 1 0 1 -5 38 39 1
4 1 0 1 -6 18 19 1
4 1 0 1 -7 12 12 0
4 1 0 1 -8 12 12 0
4 1 0 1 -9 4 4 0
4 1 0 1 -10 1 1 0
4 1 0 1 -11 2 2 0
4 1 0 1 -15 1 1 0
4 1 0 10 13 0 1 1
4 1 0 10 12 0 2 2
4 1 0 10 10 0 1 1
4 1 0 10 8 0 3 3
4 1 0 10 7 0 2 2
4 1 0 10 6 0 6 6
4 1 0 10 5 2 16 14
4 1 0 10 4 3 25 22
4 1 0 10 3 7 41 34
4 1 0 10 2 19 60 41
4 1 0 10 1 43 102 59
4 1 0 10 0 71 134 63
4 1 0 10 -1 61 93 32
4 1 0 10 -2 56 74 18
4 1 0 10 -3 28 31 3
4 1 0 10 -4 26 26 0
4 1 0 10 -5 20 20 0
4 1 0 10 -6 8 8 0
4 1 0 10 -7 7 8 1
4 1 0 10 -8 1 1 0
4 1 0 10 -9 1 1 0
4 1 0 11 11 0 1 1
4 1 0 11 10 0 1 1
4 1 0 11 9 0 1 1
4 1 0 11 8 0 2 2
4 1 0 11 7 0 6 6
4 1 0 11 6 1 9 8
4 1 0 11 5 0 14 14
4 1 0 11 4 4 20 16
4 1 0 11 3 12 38 26
4 1 0 11 2 16 59 43
4 1 0 11 1 34 84 50
4 1 0 11 0 63 101 38
4 1 0 11 -1 46 69 23
4 1 0 11 -2 32 38 6
4 1 0 11 -3 28 32 4
4 1 0 11 -4 13 14 1
4 1 0 11 -5 8 8 0
4 1 0 11 -6 3 3 0
4 1 0 11 -7 5 5 0
4 1 0 11 -8 1 1 0
4 1 0 11 -9 3 3 0
4 1 0 11 -11 1 1 0
4 1 0 100 7 0 2 2
4 1 0 100 6 0 1 1
4 1 0 100 5 0 2 2
4 1 0 100 4 0 1 1
4 1 0 100 3 1 4 3
4 1 0 100 2 2 13 11
4 1 0 100 1 3 18 15
4 1 0 100 0 11 23 12
4 1 0 100 -1 13 22 9
4 1 0 100 -2 11 12 1
4 1 0 100 -3 8 9 1
4 1 0 100 -4 5 5 0
4 1 0 100 -5 2 2 0
4 1 0 100 -6 3 3 0
4 1 0 100 -8 1 1 0
4 1 0 100 -11 1 1 0
4 1 0 101 8 0 3 3
4 1 0 101 7 0 1 1
4 1 0 101 6 0 4 4
4 1 0 101 5 1 4 3
4 1 0 101 4 0 5 5
4 1 0 101 3 4 15 11
4 1 0 101 2 7 16 9
4 1 0 101 1 10 21 11
4 1 0 101 0 26 41 15
4 1 0 101 -1 21 31 10
4 1 0 101 -2 19 19 0
4 1 0 101 -3 7 7 0
4 1 0 101 -4 7 7 0
4 1 0 101 -5 7 8 1
4 1 0 101 -6 5 5 0
4 1 0 101 -7 1 1 0
4 1 0 101 -8 1 1 0
4 1 0 110 7 0 2 2
4 1 0 110 6 0 1 1
4 1 0 110 4 0 6 6
4 1 0 110 3 1 8 7
4 1 0 110 2 1 15 14
4 1 0 110 1 6 10 4
4 1 0 110 0 14 20 6
4 1 0 110 -1 14 20 6
4 1 0 110 -2 6 6 0
4 1 0 110 -3 7 7 0
4 1 0 110 -4 10 11 1
4 1 0 110 -5 4 4 0
4 1 0 110 -6 2 2 0
4 1 0 110 -7 1 1 0
4 1 0 110 -8 1 1 0
4 1 0 111 8 0 1 1
4 1 0 111 7 0 2 2
4 1 0 111 5 0 3 3
4 1 0 111 4 1 2 1
4 1 0 111 3 7 12 5
4 1 0 111 2 6 12 6
4 1 0 111 1 5 12 7
4 1 0 111 0 15 18 3
4 1 0 111 -1 14 17 3
4 1 0 111 -2 8 9 1
4 1 0 111 -3 5 5 0
4 1 0 111 -4 6 6 0
4 1 0 111 -5 2 2 0
4 1 0 111 -6 2 2 0
4 1 0 111 -8 1 1 0
4 1 0 111 -9 1 1 0
4 1 0 111 -10 1 1 0
4 1 1 0 17 0 1 1
4 1 1 0 14 0 1 1
4 1 1 0 13 0 4 4
4 1 1 0 12 0 5 5
4 1 1 0 11 0 4 4
4 1 1 0 10 0 5 5
4 1 1 0 9 0 16 16
4 1 1 0 8 0 36 36
4 1 1 0 7 1 52 51
4 1 1 0 6 2 85 83
4 1 1 0 5 7 126 119
4 1 1 0 4 8 235 227
4 1 1 0 3 42 406 364
4 1 1 0 2 104 611 507
4 1 1 0 1 263 885 622
4 1 1 0 0 521 1222 701
4 1 1 0 -1 472 809 337
4 1 1 0 -2 428 565 137
4 1 1 0 -3 300 361 61
4 1 1 0 -4 189 211 22
4 1 1 0 -5 113 116 3
4 1 1 0 -6 57 60 3
4 1 1 0 -7 32 33 1
4 1 1 0 -8 15 17 2
4 1 1 0 -9 11 11 0
4 1 1 0 -12 2 2 0
4 1 1 1 13 0 1 1
4 1 1 1 12 0 3 3
4 1 1 1 11 0 1 1
4 1 1 1 10 0 2 2
4 1 1 1 9 0 7 7
4 1 1 1 8 0 17 17
4 1 1 1 7 1 21 20
4 1 1 1 6 2 44 42
4 1 1 1 5 3 56 53
4 1 1 1 4 3 94 91
4 1 1 1 3 23 171 148
4 1 1 1 2 58 256 198
4 1 1 1 1 112 354 242
4 1 1 1 0 211 471 260
4 1 1 1 -1 205 364 159
4 1 1 1 -2 180 229 49
4 1 1 1 -3 126 153 27
4 1 1 1 -4 78 87 9
4 1 1 1 -5 59 59 0
4 1 1 1 -6 26 26 0
4 1 1 1 -7 11 11 0
4 1 1 1 -8 13 13 0
4 1 1 1 -9 4 4 0
4 1 1 1 -11 1 1 0
4 1 1 1 -15 1 1 0
4 1 1 10 13 0 1 1
4 1 1 10 12 0 2 2
4 1 1 10 10 0 1 1
4 1 1 10 8 0 3 3
4 1 1 10 7 0 5 5
4 1 1 10 6 1 7 6
4 1 1 10 5 2 29 27
4 1 1 10 4 1 31 30
4 1 1 10 3 9 49 40
4 1 1 10 2 17 85 68
4 1 1 10 1 51 151 100
4 1 1 10 0 95 202 107
4 1 1 10 -1 100 152 52
4 1 1 10 -2 84 116 32
4 1 1 10 -3 62 74 12
4 1 1 10 -4 41 48 7
4 1 1 10 -5 34 34 0
4 1 1 10 -6 15 15 0
4 1 1 10 -7 10 11 1
4 1 1 10 -8 5 5 0
4 1 1 10 -9 1 1 0
4 1 1 11 13 0 1 1
4 1 1 11 12 0 1 1
4 1 1 11 11 0 1 1
4 1 1 11 10 0 1 1
4 1 1 11 9 0 1 1
4 1 1 11 8 0 9 9
4 1 1 11 7 0 5 5
4 1 1 11 6 2 15 13
4 1 1 11 5 2 20 18
4 1 1 11 4 3 30 27
4 1 1 11 3 6 42 36
4 1 1 11 2 16 78 62
4 1 1 11 1 55 146 91
4 1 1 11 0 86 174 88
4 1 1 11 -1 81 128 47
4 1 1 11 -2 56 78 22
4 1 1 11 -3 46 53 7
4 1 1 11 -4 29 32 3
4 1 1 11 -5 22 22 0
4 1 1 11 -6 7 7 0
4 1 1 11 -7 7 7 0
4 1 1 11 -8 3 3 0
4 1 1 11 -9 2 2 0
4 1 1 11 -11 1 1 0
4 1 1 11 -12 1 1 0
4 1 1 11 -15 1 1 0
4 1 1 100 13 0 1 1
4 1 1 100 8 0 2 2
4 1 1 100 7 0 1 1
4 1 1 100 6 0 4 4
4 1 1 100 5 1 4 3
4 1 1 100 4 0 12 12
4 1 1 100 3 3 22 19
4 1 1 100 2 7 25 18
4 1 1 100 1 12 36 24
4 1 1 100 0 43 77 34
4 1 1 100 -1 42 61 19
4 1 1 100 -2 37 48 11
4 1 1 100 -3 26 31 5
4 1 1 100 -4 20 20 0
4 1 1 100 -5 5 5 0
4 1 1 100 -6 3 3 0
4 1 1 100 -7 4 4 0
4 1 1 100 -8 2 2 0
4 1 1 100 -10 1 1 0
4 1 1 100 -11 1 1 0
4 1 1 101 13 0 1 1
4 1 1 101 12 0 1 1
4 1 1 101 10 0 1 1
4 1 1 101 8 0 2 2
4 1 1 101 7 1 2 1
4 1 1 101 6 0 9 9
4 1 1 101 5 1 9 8
4 1 1 101 4 0 9 9
4 1 1 101 3 2 17 15
4 1 1 101 2 10 36 26
4 1 1 101 1 20 49 29
4 1 1 101 0 40 66 26
4 1 1 101 -1 36 47 11
4 1 1 101 -2 36 45 9
4 1 1 101 -3 29 32 3
4 1 1 101 -4 13 18 5
4 1 1 101 -5 15 15 0
4 1 1 101 -6 9 9 0
4 1 1 101 -7 6 6 0
4 1 1 101 -8 3 3 0
4 1 1 101 -9 2 2 0
4 1 1 101 -11 1 1 0
4 1 1 110 12 0 1 1
4 1 1 110 8 0 1 1
4 1 1 110 7 1 2 1
4 1 1 110 6 0 3 3
4 1 1 110 5 0 3 3
4 1 1 110 4 0 14 14
4 1 1 110 3 5 20 15
4 1 1 110 2 11 27 16
4 1 1 110 1 13 33 20
4 1 1 110 0 32 55 23
4 1 1 110 -1 42 55 13
4 1 1 110 -2 34 39 5
4 1 1 110 -3 18 22 4
4 1 1 110 -4 15 15 0
4 1 1 110 -5 14 14 0
4 1 1 110 -6 3 3 0
4 1 1 110 -7 4 4 0
4 1 1 110 -8 1 1 0
4 1 1 110 -10 1 1 0
4 1 1 111 12 0 1 1
4 1 1 111 8 0 3 3
4 1 1 111 7 0 1 1
4 1 1 111 6 0 4 4
4 1 1 111 5 1 3 2
4 1 1 111 4 0 5 5
4 1 1 111 3 2 6 4
4 1 1 111 2 8 21 13
4 1 1 111 1 15 26 11
4 1 1 111 0 36 51 15
4 1 1 111 -1 34 48 14
4 1 1 111 -2 26 28 2
4 1 1 111 -3 21 23 2
4 1 1 111 -4 11 12 1
4 1 1 111 -5 10 10 0
4 1 1 111 -6 4 4 0
4 1 1 111 -7 5 5 0
4 1 1 111 -8 2 2 0
4 1 1 111 -10 1 1 0
4 1 1 111 -12 1 1 0
4 1 1 111 -15 1 1 0
4 1 2 0 17 0 1 1
4 1 2 0 14 0 1 1
4 1 2 0 13 0 2 2
4 1 2 0 12 0 3 3
4 1 2 0 11 0 4 4
4 1 2 0 10 0 2 2
4 1 2 0 9 0 11 11
4 1 2 0 8 0 27 27
4 1 2 0 7 0 38 38
4 1 2 0 6 0 57 57
4 1 2 0 5 4 93 89
4 1 2 0 4 7 174 167
4 1 2 0 3 26 306 280
4 1 2 0 2 65 479 414
4 1 2 0 1 188 682 494
4 1 2 0 0 358 933 575
4 1 2 0 -1 384 646 262
4 1 2 0 -2 353 481 128
4 1 2 0 -3 267 327 60
4 1 2 0 -4 153 173 20
4 1 2 0 -5 106 111 5
4 1 2 0 -6 53 57 4
4 1 2 0 -7 37 38 1
4 1 2 0 -8 19 21 2
4 1 2 0 -9 15 15 0
4 1 2 0 -10 5 5 0
4 1 2 0 -12 3 3 0
4 1 2 0 -13 1 1 0
4 1 2 0 -14 1 1 0
4 1 2 1 13 0 1 1
4 1 2 1 12 0 2 2
4 1 2 1 11 0 1 1
4 1 2 1 10 0 1 1
4 1 2 1 9 0 7 7
4 1 2 1 8 0 16 16
4 1 2 1 7 0 24 24
4 1 2 1 6 0 38 38
4 1 2 1 5 3 58 55
4 1 2 1 4 5 90 85
4 1 2 1 3 16 157 141
4 1 2 1 2 39 241 202
4 1 2 1 1 87 319 232
4 1 2 1 0 188 452 264
4 1 2 1 -1 197 352 155
4 1 2 1 -2 172 221 49
4 1 2 1 -3 142 174 32
4 1 2 1 -4 98 108 10
4 1 2 1 -5 59 65 6
4 1 2 1 -6 38 40 2
4 1 2 1 -7 24 25 1
4 1 2 1 -8 16 16 0
4 1 2 1 -9 7 7 0
4 1 2 1 -10 4 4 0
4 1 2 1 -11 1 1 0
4 1 2 1 -13 1 1 0
4 1 2 1 -14 1 1 0
4 1 2 10 12 0 2 2
4 1 2 10 11 0 2 2
4 1 2 10 10 0 1 1
4 1 2 10 9 0 1 1
4 1 2 10 8 0 2 2
4 1 2 10 7 0 12 12
4 1 2 10 6 1 12 11
4 1 2 10 5 0 24 24
4 1 2 10 4 1 34 33
4 1 2 10 3 6 64 58
4 1 2 10 2 20 108 88
4 1 2 10 1 57 190 133
4 1 2 10 0 104 240 136
4 1 2 10 -1 127 206 79
4 1 2 10 -2 98 143 45
4 1 2 10 -3 89 106 17
4 1 2 10 -4 65 74 9
4 1 2 10 -5 52 53 1
4 1 2 10 -6 27 28 1
4 1 2 10 -7 18 19 1
4 1 2 10 -8 8 10 2
4 1 2 10 -9 2 2 0
4 1 2 10 -10 1 1 0
4 1 2 10 -12 1 1 0
4 1 2 11 13 0 1 1
4 1 2 11 11 0 1 1
4 1 2 11 10 0 3 3
4 1 2 11 8 0 5 5
4 1 2 11 7 0 10 10
4 1 2 11 6 1 14 13
4 1 2 11 5 1 20 19
4 1 2 11 4 2 38 36
4 1 2 11 3 6 55 49
4 1 2 11 2 18 98 80
4 1 2 11 1 42 141 99
4 1 2 11 0 85 182 97
4 1 2 11 -1 81 138 57
4 1 2 11 -2 90 116 26
4 1 2 11 -3 70 83 13
4 1 2 11 -4 38 44 6
4 1 2 11 -5 32 34 2
4 1 2 11 -6 17 19 2
4 1 2 11 -7 10 12 2
4 1 2 11 -8 11 11 0
4 1 2 11 -9 2 2 0
4 1 2 11 -13 2 2 0
4 1 2 100 13 0 1 1
4 1 2 100 11 0 1 1
4 1 2 100 10 0 2 2
4 1 2 100 8 0 2 2
4 1 2 100 7 0 1 1
4 1 2 100 6 1 7 6
4 1 2 100 5 0 12 12
4 1 2 100 4 0 10 10
4 1 2 100 3 2 36 34
4 1 2 100 2 6 45 39
4 1 2 100 1 22 70 48
4 1 2 100 0 35 84 49
4 1 2 100 -1 70 106 36
4 1 2 100 -2 50 63 13
4 1 2 100 -3 30 36 6
4 1 2 100 -4 23 27 4
4 1 2 100 -5 22 24 2
4 1 2 100 -6 13 14 1
4 1 2 100 -7 8 8 0
4 1 2 100 -8 2 2 0
4 1 2 100 -9 1 1 0
4 1 2 100 -11 1 1 0
4 1 2 101 10 0 2 2
4 1 2 101 8 0 2 2
4 1 2 101 7 0 2 2
4 1 2 101 6 0 2 2
4 1 2 101 5 0 9 9
4 1 2 101 4 1 13 12
4 1 2 101 3 1 24 23
4 1 2 101 2 7 37 30
4 1 2 101 1 24 68 44
4 1 2 101 0 36 92 56
4 1 2 101 -1 46 68 22
4 1 2 101 -2 37 56 19
4 1 2 101 -3 36 42 6
4 1 2 101 -4 39 43 4
4 1 2 101 -5 15 18 3
4 1 2 101 -6 7 8 1
4 1 2 101 -7 9 9 0
4 1 2 101 -8 6 6 0
4 1 2 101 -9 4 4 0
4 1 2 101 -11 1 1 0
4 1 2 110 12 0 1 1
4 1 2 110 9 0 1 1
4 1 2 110 8 0 1 1
4 1 2 110 6 0 6 6
4 1 2 110 5 1 3 2
4 1 2 110 4 2 13 11
4 1 2 110 3 2 21 19
4 1 2 110 2 8 26 18
4 1 2 110 1 13 45 32
4 1 2 110 0 29 56 27
4 1 2 110 -1 43 65 22
4 1 2 110 -2 42 55 13
4 1 2 110 -3 32 39 7
4 1 2 110 -4 18 21 3
4 1 2 110 -5 14 14 0
4 1 2 110 -6 10 11 1
4 1 2 110 -7 6 6 0
4 1 2 110 -8 1 1 0
4 1 2 110 -9 1 1 0
4 1 2 111 13 0 1 1
4 1 2 111 12 0 1 1
4 1 2 111 8 0 1 1
4 1 2 111 7 0 3 3
4 1 2 111 6 0 2 2
4 1 2 111 5 1 3 2
4 1 2 111 4 0 12 12
4 1 2 111 3 3 13 10
4 1 2 111 2 12 28 16
4 1 2 111 1 11 36 25
4 1 2 111 0 24 44 20
4 1 2 111 -1 39 55 16
4 1 2 111 -2 40 46 6
4 1 2 111 -3 23 26 3
4 1 2 111 -4 21 23 2
4 1 2 111 -5 12 12 0
4 1 2 111 -6 6 6 0
4 1 2 111 -7 5 5 0
4 1 2 111 -8 3 3 0
4 1 2 111 -9 1 1 0
4 1 2 111 -15 1 1 0
5 0 0 0 17 0 1 1
5 0 0 0 14 0 1 1
5 0 0 0 13 0 2 2
5 0 0 0 12 0 8 8
5 0 0 0 11 0 8 8
5 0 0 0 10 0 9 9
5 0 0 0 9 0 20 20
5 0 0 0 8 0 44 44
5 0 0 0 7 0 73 73
5 0 0 0 6 2 110 108
5 0 0 0 5 4 179 175
5 0 0 0 4 12 305 293
5 0 0 0 3 38 536 498
5 0 0 0 2 103 789 686
5 0 0 0 1 279 1141 862
5 0 0 0 0 554 1516 962
5 0 0 0 -1 674 1191 517
5 0 0 0 -2 642 876 234
5 0 0 0 -3 470 576 106
5 0 0 0 -4 294 337 43
5 0 0 0 -5 211 220 9
5 0 0 0 -6 116 124 8
5 0 0 0 -7 75 78 3
5 0 0 0 -8 47 50 3
5 0 0 0 -9 29 29 0
5 0 0 0 -10 6 6 0
5 0 0 0 -11 4 4 0
5 0 0 0 -12 1 1 0
5 0 0 0 -13 2 2 0
5 0 0 0 -14 1 1 0
5 0 0 0 -15 1 1 0
5 0 0 1 17 0 1 1
5 0 0 1 13 0 1 1
5 0 0 1 12 0 4 4
5 0 0 1 11 0 4 4
5 0 0 1 10 0 3 3
5 0 0 1 9 0 4 4
5 0 0 1 8 0 13 13
5 0 0 1 7 0 17 17
5 0 0 1 6 0 33 33
5 0 0 1 5 1 44 43
5 0 0 1 4 4 82 78
5 0 0 1 3 9 130 121
5 0 0 1 2 20 185 165
5 0 0 1 1 60 276 216
5 0 0 1 0 136 382 246
5 0 0 1 -1 157 302 145
5 0 0 1 -2 133 206 73
5 0 0 1 -3 97 124 27
5 0 0 1 -4 67 83 16
5 0 0 1 -5 40 43 3
5 0 0 1 -6 21 23 2
5 0 0 1 -7 20 20 0
5 0 0 1 -8 16 17 1
5 0 0 1 -9 6 6 0
5 0 0 1 -10 1 1 0
5 0 0 1 -13 2 2 0
5 0 0 10 9 0 1 1
5 0 0 10 8 0 1 1
5 0 0 10 7 0 8 8
5 0 0 10 6 0 15 15
5 0 0 10 5 0 17 17
5 0 0 10 4 1 20 19
5 0 0 10 3 4 45 41
5 0 0 10 2 5 56 51
5 0 0 10 1 19 96 77
5 0 0 10 0 31 110 79
5 0 0 10 -1 28 73 45
5 0 0 10 -2 28 43 15
5 0 0 10 -3 23 37 14
5 0 0 10 -4 14 17 3
5 0 0 10 -5 14 15 1
5 0 0 10 -6 6 6 0
5 0 0 10 -7 6 7 1
5 0 0 10 -8 2 2 0
5 0 0 10 -9 3 3 0
5 0 0 11 12 0 2 2
5 0 0 11 9 0 2 2
5 0 0 11 8 0 5 5
5 0 0 11 7 0 4 4
5 0 0 11 6 0 11 11
5 0 0 11 5 1 10 9
5 0 0 11 4 1 24 23
5 0 0 11 3 2 21 19
5 0 0 11 2 1 36 35
5 0 0 11 1 12 57 45
5 0 0 11 0 22 85 63
5 0 0 11 -1 29 60 31
5 0 0 11 -2 22 36 14
5 0 0 11 -3 22 30 8
5 0 0 11 -4 18 23 5
5 0 0 11 -5 9 9 0
5 0 0 11 -6 9 10 1
5 0 0 11 -7 6 6 0
5 0 0 11 -8 7 8 1
5 0 0 11 -9 2 2 0
5 0 0 11 -10 1 1 0
5 0 0 100 6 0 1 1
5 0 0 100 5 0 3 3
5 0 0 100 4 0 5 5
5 0 0 100 3 0 10 10
5 0 0 100 2 2 13 11
5 0 0 100 1 1 13 12
5 0 0 100 0 4 17 13
5 0 0 100 -1 3 9 6
5 0 0 100 -2 6 10 4
5 0 0 100 -3 1 1 0
5 0 0 100 -4 1 1 0
5 0 0 100 -6 2 2 0
5 0 0 101 13 0 1 1
5 0 0 101 7 0 3 3
5 0 0 101 6 0 4 4
5 0 0 101 5 0 2 2
5 0 0 101 4 1 9 8
5 0 0 101 3 0 21 21
5 0 0 101 2 0 18 18
5 0 0 101 1 3 23 20
5 0 0 101 0 10 40 30
5 0 0 101 -1 6 22 16
5 0 0 101 -2 9 17 8
5 0 0 101 -3 8 10 2
5 0 0 101 -4 7 8 1
5 0 0 101 -5 2 3 1
5 0 0 101 -7 0 1 1
5 0 0 110 10 0 1 1
5 0 0 110 8 0 1 1
5 0 0 110 6 0 2 2
5 0 0 110 5 0 2 2
5 0 0 110 4 0 3 3
5 0 0 110 3 0 9 9
5 0 0 110 2 1 15 14
5 0 0 110 1 3 16 13
5 0 0 110 0 1 13 12
5 0 0 110 -1 6 11 5
5 0 0 110 -2 5 10 5
5 0 0 110 -3 4 5 1
5 0 0 110 -4 2 2 0
5 0 0 110 -5 5 5 0
5 0 0 110 -6 1 1 0
5 0 0 111 13 0 1 1
5 0 0 111 10 0 2 2
5 0 0 111 9 0 2 2
5 0 0 111 8 0 1 1
5 0 0 111 7 0 2 2
5 0 0 111 6 0 2 2
5 0 0 111 5 0 3 3
5 0 0 111 4 0 10 10
5 0 0 111 3 0 11 11
5 0 0 111 2 0 15 15
5 0 0 111 1 1 17 16
5 0 0 111 0 2 23 21
5 0 0 111 -1 4 10 6
5 0 0 111 -2 4 8 4
5 0 0 111 -3 2 6 4
5 0 0 111 -4 2 4 2
5 0 0 111 -6 0 1 1
5 0 0 111 -7 1 1 0
5 0 0 111 -8 2 2 0
5 0 1 0 14 0 2 2
5 0 1 0 13 0 3 3
5 0 1 0 12 0 6 6
5 0 1 0 11 0 7 7
5 0 1 0 10 0 6 6
5 0 1 0 9 0 15 15
5 0 1 0 8 0 37 37
5 0 1 0 7 0 60 60
5 0 1 0 6 2 85 83
5 0 1 0 5 3 155 152
5 0 1 0 4 11 247 236
5 0 1 0 3 32 404 372
5 0 1 0 2 84 592 508
5 0 1 0 1 220 816 596
5 0 1 0 0 398 1057 659
5 0 1 0 -1 513 831 318
5 0 1 0 -2 489 630 141
5 0 1 0 -3 351 419 68
5 0 1 0 -4 213 237 24
5 0 1 0 -5 155 160 5
5 0 1 0 -6 87 93 6
5 0 1 0 -7 47 49 2
5 0 1 0 -8 27 29 2
5 0 1 0 -9 20 20 0
5 0 1 0 -10 5 5 0
5 0 1 0 -11 4 4 0
5 0 1 0 -12 1 1 0
5 0 1 0 -14 1 1 0
5 0 1 0 -15 1 1 0
5 0 1 1 17 0 1 1
5 0 1 1 14 0 1 1
5 0 1 1 13 0 1 1
5 0 1 1 12 0 6 6
5 0 1 1 11 0 9 9
5 0 1 1 10 0 3 3
5 0 1 1 9 0 8 8
5 0 1 1 8 0 18 18
5 0 1 1 7 0 28 28
5 0 1 1 6 0 50 50
5 0 1 1 5 2 59 57
5 0 1 1 4 5 119 114
5 0 1 1 3 10 149 139
5 0 1 1 2 28 238 210
5 0 1 1 1 69 292 223
5 0 1 1 0 132 428 296
5 0 1 1 -1 174 312 138
