INN_CT BAT_HOME_ID OUTS_CT RUNNERS HOME_AWAY HOME_LOSES GAMES HOME_WINS
6 1 1 10 -7 9 9 0
6 1 1 10 -8 9 9 0
6 1 1 10 -9 4 4 0
6 1 1 10 -10 2 2 0
6 1 1 10 -11 6 6 0
6 1 1 10 -13 1 1 0
6 1 1 10 -14 1 1 0
6 1 1 10 -15 1 1 0
6 1 1 11 14 0 1 1
6 1 1 11 12 0 1 1
6 1 1 11 11 0 1 1
6 1 1 11 10 0 9 9
6 1 1 11 9 0 2 2
6 1 1 11 8 0 9 9
6 1 1 11 7 0 15 15
6 1 1 11 6 1 23 22
6 1 1 11 5 1 27 26
6 1 1 11 4 4 46 42
6 1 1 11 3 4 55 51
6 1 1 11 2 15 88 73
6 1 1 11 1 31 108 77
6 1 1 11 0 53 106 53
6 1 1 11 -1 73 112 39
6 1 1 11 -2 69 83 14
6 1 1 11 -3 55 63 8
6 1 1 11 -4 39 41 2
6 1 1 11 -5 36 37 1
6 1 1 11 -6 18 18 0
6 1 1 11 -7 14 14 0
6 1 1 11 -8 7 7 0
6 1 1 11 -9 6 6 0
6 1 1 11 -10 6 6 0
6 1 1 11 -11 2 2 0
6 1 1 11 -14 1 1 0
6 1 1 100 18 0 1 1
6 1 1 100 11 0 1 1
6 1 1 100 8 0 3 3
6 1 1 100 7 0 2 2
6 1 1 100 6 0 10 10
6 1 1 100 5 0 6 6
6 1 1 100 4 1 20 19
6 1 1 100 3 2 25 23
6 1 1 100 2 3 31 28
6 1 1 100 1 12 33 21
6 1 1 100 0 23 46 23
6 1 1 100 -1 37 47 10
6 1 1 100 -2 32 39 7
6 1 1 100 -3 28 30 2
6 1 1 100 -4 22 22 0
6 1 1 100 -5 20 20 0
6 1 1 100 -6 10 11 1
6 1 1 100 -7 5 5 0
6 1 1 100 -9 2 2 0
6 1 1 100 -10 3 3 0
6 1 1 100 -11 2 2 0
6 1 1 100 -13 2 2 0
6 1 1 101 15 0 1 1
6 1 1 101 14 0 1 1
6 1 1 101 9 0 6 6
6 1 1 101 8 0 2 2
6 1 1 101 7 0 2 2
6 1 1 101 6 0 7 7
6 1 1 101 5 0 12 12
6 1 1 101 4 2 25 23
6 1 1 101 3 3 22 19
6 1 1 101 2 7 35 28
6 1 1 101 1 20 55 35
6 1 1 101 0 41 66 25
6 1 1 101 -1 41 51 10
6 1 1 101 -2 41 46 5
6 1 1 101 -3 26 28 2
6 1 1 101 -4 21 21 0
6 1 1 101 -5 23 23 0
6 1 1 101 -6 16 16 0
6 1 1 101 -7 6 6 0
6 1 1 101 -8 6 6 0
6 1 1 101 -9 5 5 0
6 1 1 101 -10 1 1 0
6 1 1 101 -11 2 2 0
6 1 1 101 -12 1 1 0
6 1 1 110 16 0 1 1
6 1 1 110 9 0 1 1
6 1 1 110 8 0 2 2
6 1 1 110 7 0 2 2
6 1 1 110 6 0 7 7
6 1 1 110 5 0 6 6
6 1 1 110 4 1 17 16
6 1 1 110 3 3 15 12
6 1 1 110 2 4 28 24
6 1 1 110 1 14 32 18
6 1 1 110 0 14 28 14
6 1 1 110 -1 34 47 13
6 1 1 110 -2 33 39 6
6 1 1 110 -3 22 23 1
6 1 1 110 -4 21 24 3
6 1 1 110 -5 21 21 0
6 1 1 110 -6 12 12 0
6 1 1 110 -7 7 7 0
6 1 1 110 -8 2 2 0
6 1 1 110 -11 1 1 0
6 1 1 110 -12 1 1 0
6 1 1 111 14 0 1 1
6 1 1 111 13 0 1 1
6 1 1 111 12 0 1 1
6 1 1 111 10 0 1 1
6 1 1 111 9 0 1 1
6 1 1 111 8 0 4 4
6 1 1 111 7 0 2 2
6 1 1 111 6 0 7 7
6 1 1 111 5 0 9 9
6 1 1 111 4 1 20 19
6 1 1 111 3 3 17 14
6 1 1 111 2 8 27 19
6 1 1 111 1 15 49 34
6 1 1 111 0 24 39 15
6 1 1 111 -1 39 51 12
6 1 1 111 -2 24 29 5
6 1 1 111 -3 22 26 4
6 1 1 111 -4 23 24 1
6 1 1 111 -5 11 11 0
6 1 1 111 -6 11 11 0
6 1 1 111 -7 8 8 0
6 1 1 111 -8 5 5 0
6 1 1 111 -9 1 1 0
6 1 1 111 -10 3 3 0
6 1 1 111 -11 2 2 0
6 1 1 111 -12 1 1 0
6 1 1 111 -14 1 1 0
6 1 2 0 18 0 1 1
6 1 2 0 15 0 1 1
6 1 2 0 14 0 3 3
6 1 2 0 13 0 4 4
6 1 2 0 12 0 5 5
6 1 2 0 11 0 5 5
6 1 2 0 10 0 13 13
6 1 2 0 9 0 29 29
6 1 2 0 8 0 42 42
6 1 2 0 7 0 63 63
6 1 2 0 6 0 102 102
6 1 2 0 5 2 140 138
6 1 2 0 4 0 218 218
6 1 2 0 3 5 322 317
6 1 2 0 2 34 453 419
6 1 2 0 1 93 573 480
6 1 2 0 0 207 667 460
6 1 2 0 -1 359 577 218
6 1 2 0 -2 327 418 91
6 1 2 0 -3 303 337 34
6 1 2 0 -4 233 242 9
6 1 2 0 -5 167 172 5
6 1 2 0 -6 113 116 3
6 1 2 0 -7 66 67 1
6 1 2 0 -8 42 43 1
6 1 2 0 -9 28 28 0
6 1 2 0 -10 13 13 0
6 1 2 0 -11 6 6 0
6 1 2 0 -12 4 4 0
6 1 2 0 -13 1 1 0
6 1 2 0 -14 2 2 0
6 1 2 0 -16 2 2 0
6 1 2 0 -17 1 1 0
6 1 2 1 17 0 1 1
6 1 2 1 15 0 1 1
6 1 2 1 13 0 2 2
6 1 2 1 12 0 4 4
6 1 2 1 11 0 6 6
6 1 2 1 10 0 5 5
6 1 2 1 9 0 13 13
6 1 2 1 8 0 12 12
6 1 2 1 7 0 26 26
6 1 2 1 6 0 51 51
6 1 2 1 5 2 83 81
6 1 2 1 4 1 112 111
6 1 2 1 3 5 164 159
6 1 2 1 2 20 235 215
6 1 2 1 1 66 314 248
6 1 2 1 0 112 345 233
6 1 2 1 -1 218 321 103
6 1 2 1 -2 198 253 55
6 1 2 1 -3 154 171 17
6 1 2 1 -4 117 123 6
6 1 2 1 -5 97 99 2
6 1 2 1 -6 70 70 0
6 1 2 1 -7 45 45 0
6 1 2 1 -8 22 23 1
6 1 2 1 -9 12 12 0
6 1 2 1 -10 7 7 0
6 1 2 1 -11 5 5 0
6 1 2 1 -12 2 2 0
6 1 2 1 -13 1 1 0
6 1 2 1 -14 1 1 0
6 1 2 1 -17 1 1 0
6 1 2 10 18 0 1 1
6 1 2 10 14 0 1 1
6 1 2 10 13 0 2 2
6 1 2 10 12 0 4 4
6 1 2 10 11 0 3 3
6 1 2 10 10 0 1 1
6 1 2 10 9 0 5 5
6 1 2 10 8 0 15 15
6 1 2 10 7 0 18 18
6 1 2 10 6 0 26 26
6 1 2 10 5 0 34 34
6 1 2 10 4 0 57 57
6 1 2 10 3 2 80 78
6 1 2 10 2 14 109 95
6 1 2 10 1 28 159 131
6 1 2 10 0 65 183 118
6 1 2 10 -1 117 176 59
6 1 2 10 -2 115 145 30
6 1 2 10 -3 109 120 11
6 1 2 10 -4 97 101 4
6 1 2 10 -5 65 66 1
6 1 2 10 -6 29 29 0
6 1 2 10 -7 22 22 0
6 1 2 10 -8 16 16 0
6 1 2 10 -9 10 10 0
6 1 2 10 -10 3 3 0
6 1 2 10 -11 2 2 0
6 1 2 10 -15 1 1 0
6 1 2 10 -16 1 1 0
6 1 2 11 14 0 1 1
6 1 2 11 13 0 2 2
6 1 2 11 12 0 1 1
6 1 2 11 11 0 3 3
6 1 2 11 10 0 5 5
6 1 2 11 9 0 3 3
6 1 2 11 8 0 6 6
6 1 2 11 7 0 16 16
6 1 2 11 6 0 14 14
6 1 2 11 5 1 31 30
6 1 2 11 4 1 39 38
6 1 2 11 3 2 63 61
6 1 2 11 2 11 98 87
6 1 2 11 1 20 131 111
6 1 2 11 0 53 152 99
6 1 2 11 -1 99 145 46
6 1 2 11 -2 99 126 27
6 1 2 11 -3 88 98 10
6 1 2 11 -4 51 52 1
6 1 2 11 -5 50 50 0
6 1 2 11 -6 25 25 0
6 1 2 11 -7 25 25 0
6 1 2 11 -8 13 13 0
6 1 2 11 -9 8 8 0
6 1 2 11 -10 6 6 0
6 1 2 11 -11 3 3 0
6 1 2 11 -14 1 1 0
6 1 2 11 -17 1 1 0
6 1 2 100 18 0 1 1
6 1 2 100 13 0 1 1
6 1 2 100 11 0 1 1
6 1 2 100 8 0 4 4
6 1 2 100 7 0 7 7
6 1 2 100 6 0 10 10
6 1 2 100 5 0 17 17
6 1 2 100 4 1 18 17
6 1 2 100 3 1 26 25
6 1 2 100 2 4 54 50
6 1 2 100 1 16 59 43
6 1 2 100 0 29 73 44
6 1 2 100 -1 36 63 27
6 1 2 100 -2 49 63 14
6 1 2 100 -3 46 48 2
6 1 2 100 -4 39 40 1
6 1 2 100 -5 32 33 1
6 1 2 100 -6 11 13 2
6 1 2 100 -7 7 7 0
6 1 2 100 -8 4 4 0
6 1 2 100 -9 5 5 0
6 1 2 100 -10 2 2 0
6 1 2 100 -15 1 1 0
6 1 2 101 14 0 1 1
6 1 2 101 11 0 1 1
6 1 2 101 9 0 3 3
6 1 2 101 8 0 6 6
6 1 2 101 7 0 6 6
6 1 2 101 6 0 14 14
6 1 2 101 5 0 11 11
6 1 2 101 4 0 22 22
6 1 2 101 3 0 27 27
6 1 2 101 2 4 41 37
6 1 2 101 1 18 62 44
6 1 2 101 0 32 67 35
6 1 2 101 -1 60 91 31
6 1 2 101 -2 50 66 16
6 1 2 101 -3 34 39 5
6 1 2 101 -4 33 34 1
6 1 2 101 -5 26 26 0
6 1 2 101 -6 21 21 0
6 1 2 101 -7 6 6 0
6 1 2 101 -8 4 4 0
6 1 2 101 -9 2 2 0
6 1 2 101 -10 3 3 0
6 1 2 101 -16 1 1 0
6 1 2 110 9 0 1 1
6 1 2 110 8 0 1 1
6 1 2 110 7 0 2 2
6 1 2 110 6 0 8 8
6 1 2 110 5 0 6 6
6 1 2 110 4 1 20 19
6 1 2 110 3 0 12 12
6 1 2 110 2 7 27 20
6 1 2 110 1 10 33 23
6 1 2 110 0 21 49 28
6 1 2 110 -1 30 39 9
6 1 2 110 -2 45 55 10
6 1 2 110 -3 35 38 3
6 1 2 110 -4 26 29 3
6 1 2 110 -5 21 21 0
6 1 2 110 -6 13 13 0
6 1 2 110 -7 4 4 0
6 1 2 110 -8 1 1 0
6 1 2 110 -9 2 2 0
6 1 2 110 -10 1 1 0
6 1 2 110 -11 1 1 0
6 1 2 110 -12 1 1 0
6 1 2 111 13 0 1 1
6 1 2 111 10 0 1 1
6 1 2 111 9 0 1 1
6 1 2 111 8 0 7 7
6 1 2 111 7 0 3 3
6 1 2 111 6 0 8 8
6 1 2 111 5 0 12 12
6 1 2 111 4 2 16 14
6 1 2 111 3 1 18 17
6 1 2 111 2 3 24 21
6 1 2 111 1 8 45 37
6 1 2 111 0 15 49 34
6 1 2 111 -1 42 54 12
6 1 2 111 -2 35 43 8
6 1 2 111 -3 27 32 5
6 1 2 111 -4 29 30 1
6 1 2 111 -5 21 21 0
6 1 2 111 -6 7 7 0
6 1 2 111 -7 9 9 0
6 1 2 111 -8 6 6 0
6 1 2 111 -9 1 1 0
6 1 2 111 -10 2 2 0
6 1 2 111 -11 2 2 0
6 1 2 111 -12 1 1 0
7 0 0 0 18 0 2 2
7 0 0 0 17 0 1 1
7 0 0 0 15 0 2 2
7 0 0 0 14 0 2 2
7 0 0 0 13 0 9 9
7 0 0 0 12 0 10 10
7 0 0 0 11 0 14 14
7 0 0 0 10 0 24 24
7 0 0 0 9 0 40 40
7 0 0 0 8 0 73 73
7 0 0 0 7 0 99 99
7 0 0 0 6 0 180 180
7 0 0 0 5 1 247 246
7 0 0 0 4 1 401 400
7 0 0 0 3 13 547 534
7 0 0 0 2 48 762 714
7 0 0 0 1 152 996 844
7 0 0 0 0 304 1069 765
7 0 0 0 -1 607 1001 394
7 0 0 0 -2 595 788 193
7 0 0 0 -3 549 616 67
7 0 0 0 -4 423 443 20
7 0 0 0 -5 332 342 10
7 0 0 0 -6 210 216 6
7 0 0 0 -7 121 122 1
7 0 0 0 -8 84 85 1
7 0 0 0 -9 53 53 0
7 0 0 0 -10 29 29 0
7 0 0 0 -11 17 17 0
7 0 0 0 -12 6 6 0
7 0 0 0 -13 3 3 0
7 0 0 0 -14 4 4 0
7 0 0 0 -15 1 1 0
7 0 0 0 -16 2 2 0
7 0 0 0 -17 1 1 0
7 0 0 1 18 0 1 1
7 0 0 1 17 0 1 1
7 0 0 1 13 0 3 3
7 0 0 1 12 0 1 1
7 0 0 1 11 0 3 3
7 0 0 1 10 0 3 3
7 0 0 1 9 0 12 12
7 0 0 1 8 0 11 11
7 0 0 1 7 0 22 22
7 0 0 1 6 0 43 43
7 0 0 1 5 1 57 56
7 0 0 1 4 0 100 100
7 0 0 1 3 4 151 147
7 0 0 1 2 10 195 185
7 0 0 1 1 30 232 202
7 0 0 1 0 68 279 211
7 0 0 1 -1 122 230 108
7 0 0 1 -2 127 191 64
7 0 0 1 -3 132 151 19
7 0 0 1 -4 85 92 7
7 0 0 1 -5 77 82 5
7 0 0 1 -6 55 57 2
7 0 0 1 -7 29 29 0
7 0 0 1 -8 20 20 0
7 0 0 1 -9 15 15 0
7 0 0 1 -10 9 9 0
7 0 0 1 -11 3 3 0
7 0 0 1 -12 2 2 0
7 0 0 1 -13 1 1 0
7 0 0 1 -14 1 1 0
7 0 0 1 -16 1 1 0
7 0 0 1 -17 1 1 0
7 0 0 10 13 0 1 1
7 0 0 10 12 0 1 1
7 0 0 10 11 0 1 1
7 0 0 10 10 0 2 2
7 0 0 10 9 0 2 2
7 0 0 10 8 0 3 3
7 0 0 10 7 0 7 7
7 0 0 10 6 0 12 12
7 0 0 10 5 0 24 24
7 0 0 10 4 0 34 34
7 0 0 10 3 2 43 41
7 0 0 10 2 4 46 42
7 0 0 10 1 9 77 68
7 0 0 10 0 20 79 59
7 0 0 10 -1 38 75 37
7 0 0 10 -2 37 47 10
7 0 0 10 -3 44 51 7
7 0 0 10 -4 24 26 2
7 0 0 10 -5 27 27 0
7 0 0 10 -6 16 16 0
7 0 0 10 -7 11 11 0
7 0 0 10 -8 10 10 0
7 0 0 10 -9 6 6 0
7 0 0 10 -10 2 2 0
7 0 0 10 -11 2 2 0
7 0 0 11 14 0 1 1
7 0 0 11 13 0 1 1
7 0 0 11 12 0 1 1
7 0 0 11 10 0 1 1
7 0 0 11 9 0 2 2
7 0 0 11 8 0 1 1
7 0 0 11 7 0 6 6
7 0 0 11 6 0 11 11
7 0 0 11 5 0 18 18
7 0 0 11 4 0 17 17
7 0 0 11 3 1 39 38
7 0 0 11 2 1 36 35
7 0 0 11 1 5 60 55
7 0 0 11 0 12 60 48
7 0 0 11 -1 16 47 31
7 0 0 11 -2 24 53 29
7 0 0 11 -3 29 42 13
7 0 0 11 -4 25 30 5
7 0 0 11 -5 22 24 2
7 0 0 11 -6 10 12 2
7 0 0 11 -7 13 13 0
7 0 0 11 -8 4 4 0
7 0 0 11 -9 1 1 0
7 0 0 11 -10 3 3 0
7 0 0 11 -11 1 1 0
7 0 0 11 -14 1 1 0
7 0 0 100 9 0 1 1
7 0 0 100 8 0 1 1
7 0 0 100 7 0 4 4
7 0 0 100 5 0 4 4
7 0 0 100 4 0 10 10
7 0 0 100 3 1 8 7
7 0 0 100 2 1 11 10
7 0 0 100 1 0 11 11
7 0 0 100 0 3 8 5
7 0 0 100 -1 6 11 5
7 0 0 100 -2 3 4 1
7 0 0 100 -3 4 6 2
7 0 0 100 -4 5 5 0
7 0 0 100 -5 3 3 0
7 0 0 100 -6 1 1 0
7 0 0 100 -7 3 3 0
7 0 0 101 13 0 1 1
7 0 0 101 9 0 1 1
7 0 0 101 6 0 3 3
7 0 0 101 5 0 6 6
7 0 0 101 4 0 9 9
7 0 0 101 3 0 16 16
7 0 0 101 2 0 14 14
7 0 0 101 1 2 16 14
7 0 0 101 0 5 20 15
7 0 0 101 -1 8 22 14
7 0 0 101 -2 10 17 7
7 0 0 101 -3 6 6 0
7 0 0 101 -4 3 4 1
7 0 0 101 -5 9 10 1
7 0 0 101 -6 2 2 0
7 0 0 101 -7 2 2 0
7 0 0 101 -8 2 2 0
7 0 0 101 -9 3 3 0
7 0 0 110 15 0 1 1
7 0 0 110 13 0 1 1
7 0 0 110 11 0 1 1
7 0 0 110 8 0 1 1
7 0 0 110 6 0 3 3
7 0 0 110 5 0 3 3
7 0 0 110 4 0 3 3
7 0 0 110 3 0 10 10
7 0 0 110 2 0 9 9
7 0 0 110 1 0 12 12
7 0 0 110 0 0 12 12
7 0 0 110 -1 3 13 10
7 0 0 110 -2 2 4 2
7 0 0 110 -3 7 13 6
7 0 0 110 -4 3 6 3
7 0 0 110 -5 4 4 0
7 0 0 110 -6 5 5 0
7 0 0 110 -8 2 2 0
7 0 0 110 -9 1 1 0
7 0 0 110 -17 1 1 0
7 0 0 111 13 0 1 1
7 0 0 111 8 0 1 1
7 0 0 111 7 0 2 2
7 0 0 111 6 0 3 3
7 0 0 111 5 0 4 4
7 0 0 111 4 0 4 4
7 0 0 111 3 0 9 9
7 0 0 111 2 0 6 6
7 0 0 111 1 0 14 14
7 0 0 111 0 1 15 14
7 0 0 111 -1 4 17 13
7 0 0 111 -2 6 22 16
7 0 0 111 -3 6 11 5
7 0 0 111 -4 2 3 1
7 0 0 111 -5 5 6 1
7 0 0 111 -6 1 2 1
7 0 0 111 -7 3 3 0
7 0 0 111 -10 2 2 0
7 0 0 111 -14 1 1 0
7 0 1 0 21 0 1 1
7 0 1 0 18 0 1 1
7 0 1 0 15 0 2 2
7 0 1 0 14 0 3 3
7 0 1 0 13 0 6 6
7 0 1 0 12 0 8 8
7 0 1 0 11 0 11 11
7 0 1 0 10 0 22 22
7 0 1 0 9 0 27 27
7 0 1 0 8 0 63 63
7 0 1 0 7 0 80 80
7 0 1 0 6 0 140 140
7 0 1 0 5 0 195 195
7 0 1 0 4 2 296 294
7 0 1 0 3 10 399 389
7 0 1 0 2 33 560 527
7 0 1 0 1 120 716 596
7 0 1 0 0 223 738 515
7 0 1 0 -1 465 719 254
7 0 1 0 -2 443 557 114
7 0 1 0 -3 380 413 33
7 0 1 0 -4 319 330 11
7 0 1 0 -5 235 240 5
7 0 1 0 -6 141 145 4
7 0 1 0 -7 80 80 0
7 0 1 0 -8 57 58 1
7 0 1 0 -9 29 29 0
7 0 1 0 -10 18 18 0
7 0 1 0 -11 12 12 0
7 0 1 0 -12 4 4 0
7 0 1 0 -13 2 2 0
7 0 1 0 -14 3 3 0
7 0 1 0 -15 1 1 0
7 0 1 0 -16 1 1 0
7 0 1 1 18 0 2 2
7 0 1 1 17 0 1 1
7 0 1 1 13 0 3 3
7 0 1 1 12 0 1 1
7 0 1 1 11 0 4 4
7 0 1 1 10 0 3 3
7 0 1 1 9 0 18 18
7 0 1 1 8 0 24 24
7 0 1 1 7 0 27 27
7 0 1 1 6 0 68 68
7 0 1 1 5 0 77 77
7 0 1 1 4 1 135 134
7 0 1 1 3 6 165 159
7 0 1 1 2 20 242 222
7 0 1 1 1 41 300 259
7 0 1 1 0 98 302 204
7 0 1 1 -1 164 274 110
7 0 1 1 -2 173 231 58
7 0 1 1 -3 164 179 15
7 0 1 1 -4 113 119 6
7 0 1 1 -5 107 112 5
7 0 1 1 -6 61 63 2
7 0 1 1 -7 28 28 0
7 0 1 1 -8 24 25 1
7 0 1 1 -9 16 16 0
7 0 1 1 -10 9 9 0
7 0 1 1 -11 1 1 0
7 0 1 1 -12 2 2 0
7 0 1 1 -14 1 1 0
7 0 1 10 17 0 1 1
7 0 1 10 11 0 2 2
7 0 1 10 10 0 3 3
7 0 1 10 9 0 3 3
7 0 1 10 8 0 5 5
7 0 1 10 7 0 8 8
7 0 1 10 6 0 18 18
7 0 1 10 5 0 42 42
7 0 1 10 4 1 62 61
7 0 1 10 3 1 78 77
7 0 1 10 2 9 109 100
7 0 1 10 1 22 136 114
7 0 1 10 0 40 154 114
7 0 1 10 -1 75 121 46
7 0 1 10 -2 63 86 23
7 0 1 10 -3 58 61 3
7 0 1 10 -4 31 34 3
7 0 1 10 -5 41 41 0
7 0 1 10 -6 17 17 0
7 0 1 10 -7 12 12 0
7 0 1 10 -8 9 9 0
7 0 1 10 -9 4 4 0
7 0 1 10 -10 1 1 0
7 0 1 10 -11 1 1 0
7 0 1 10 -14 1 1 0
7 0 1 11 18 0 1 1
7 0 1 11 17 0 1 1
7 0 1 11 12 0 1 1
7 0 1 11 11 0 2 2
7 0 1 11 10 0 2 2
7 0 1 11 9 0 10 10
7 0 1 11 8 0 5 5
7 0 1 11 7 0 5 5
7 0 1 11 6 0 23 23
7 0 1 11 5 0 33 33
7 0 1 11 4 1 55 54
7 0 1 11 3 1 74 73
7 0 1 11 2 6 87 81
7 0 1 11 1 11 88 77
7 0 1 11 0 30 111 81
7 0 1 11 -1 40 73 33
7 0 1 11 -2 51 77 26
7 0 1 11 -3 48 53 5
7 0 1 11 -4 42 46 4
7 0 1 11 -5 31 35 4
7 0 1 11 -6 23 24 1
7 0 1 11 -7 15 15 0
7 0 1 11 -8 8 9 1
7 0 1 11 -9 7 7 0
7 0 1 11 -10 4 4 0
7 0 1 11 -13 1 1 0
7 0 1 11 -16 1 1 0
7 0 1 100 12 0 2 2
7 0 1 100 10 0 1 1
7 0 1 100 9 0 3 3
7 0 1 100 8 0 2 2
7 0 1 100 7 0 4 4
7 0 1 100 6 0 7 7
7 0 1 100 5 0 18 18
7 0 1 100 4 0 20 20
7 0 1 100 3 0 25 25
7 0 1 100 2 2 33 31
7 0 1 100 1 4 58 54
7 0 1 100 0 13 48 35
7 0 1 100 -1 14 37 23
7 0 1 100 -2 22 27 5
7 0 1 100 -3 19 22 3
7 0 1 100 -4 10 10 0
7 0 1 100 -5 13 13 0
7 0 1 100 -6 3 3 0
7 0 1 100 -7 3 3 0
7 0 1 100 -8 3 3 0
7 0 1 100 -9 2 2 0
7 0 1 100 -11 2 2 0
7 0 1 101 10 0 1 1
7 0 1 101 9 0 2 2
7 0 1 101 8 0 3 3
7 0 1 101 7 0 5 5
7 0 1 101 6 0 8 8
7 0 1 101 5 0 18 18
7 0 1 101 4 0 23 23
7 0 1 101 3 0 30 30
7 0 1 101 2 4 42 38
7 0 1 101 1 9 58 49
7 0 1 101 0 10 52 42
7 0 1 101 -1 26 50 24
7 0 1 101 -2 33 40 7
7 0 1 101 -3 19 25 6
7 0 1 101 -4 12 15 3
7 0 1 101 -5 10 11 1
7 0 1 101 -6 8 8 0
7 0 1 101 -7 4 4 0
7 0 1 101 -8 3 3 0
7 0 1 101 -9 2 2 0
7 0 1 101 -10 1 1 0
7 0 1 101 -11 1 1 0
7 0 1 101 -14 1 1 0
7 0 1 110 15 0 1 1
7 0 1 110 13 0 1 1
7 0 1 110 11 0 3 3
7 0 1 110 10 0 1 1
7 0 1 110 7 0 4 4
7 0 1 110 6 0 5 5
7 0 1 110 5 0 11 11
7 0 1 110 4 0 18 18
7 0 1 110 3 0 31 31
7 0 1 110 2 1 28 27
7 0 1 110 1 2 36 34
7 0 1 110 0 10 42 32
7 0 1 110 -1 11 38 27
7 0 1 110 -2 8 17 9
7 0 1 110 -3 9 12 3
7 0 1 110 -4 7 10 3
7 0 1 110 -5 4 5 1
7 0 1 110 -6 4 4 0
7 0 1 110 -7 2 2 0
7 0 1 110 -8 4 4 0
7 0 1 110 -9 2 2 0
7 0 1 110 -10 1 1 0
7 0 1 110 -13 1 1 0
7 0 1 110 -17 1 1 0
7 0 1 111 10 0 2 2
7 0 1 111 9 0 4 4
7 0 1 111 8 0 1 1
7 0 1 111 7 0 5 5
7 0 1 111 6 0 9 9
7 0 1 111 5 0 13 13
7 0 1 111 4 0 11 11
7 0 1 111 3 0 37 37
7 0 1 111 2 1 33 32
7 0 1 111 1 4 38 34
7 0 1 111 0 4 38 34
7 0 1 111 -1 12 30 18
7 0 1 111 -2 21 36 15
7 0 1 111 -3 14 16 2
7 0 1 111 -4 7 12 5
7 0 1 111 -5 7 10 3
7 0 1 111 -6 8 9 1
7 0 1 111 -7 1 1 0
7 0 1 111 -8 1 2 1
7 0 1 111 -14 1 1 0
7 0 2 0 21 0 1 1
7 0 2 0 18 0 1 1
7 0 2 0 15 0 2 2
7 0 2 0 14 0 4 4
7 0 2 0 13 0 6 6
7 0 2 0 12 0 8 8
7 0 2 0 11 0 9 9
7 0 2 0 10 0 21 21
7 0 2 0 9 0 20 20
7 0 2 0 8 0 57 57
7 0 2 0 7 0 73 73
7 0 2 0 6 0 111 111
7 0 2 0 5 1 166 165
7 0 2 0 4 0 248 248
7 0 2 0 3 9 333 324
7 0 2 0 2 25 438 413
7 0 2 0 1 103 538 435
7 0 2 0 0 172 575 403
7 0 2 0 -1 399 576 177
7 0 2 0 -2 359 427 68
7 0 2 0 -3 302 325 23
7 0 2 0 -4 269 275 6
7 0 2 0 -5 159 161 2
7 0 2 0 -6 108 110 2
7 0 2 0 -7 74 74 0
7 0 2 0 -8 43 43 0
7 0 2 0 -9 22 22 0
7 0 2 0 -10 15 15 0
7 0 2 0 -11 11 11 0
7 0 2 0 -12 4 4 0
7 0 2 0 -13 3 3 0
7 0 2 0 -14 1 1 0
7 0 2 0 -15 1 1 0
7 0 2 0 -16 2 2 0
7 0 2 1 18 0 1 1
7 0 2 1 15 0 1 1
7 0 2 1 14 0 3 3
7 0 2 1 13 0 6 6
7 0 2 1 12 0 1 1
7 0 2 1 11 0 3 3
7 0 2 1 10 0 11 11
7 0 2 1 9 0 17 17
7 0 2 1 8 0 31 31
7 0 2 1 7 0 47 47
7 0 2 1 6 0 83 83
7 0 2 1 5 0 96 96
7 0 2 1 4 0 128 128
7 0 2 1 3 5 176 171
7 0 2 1 2 12 225 213
7 0 2 1 1 59 296 237
7 0 2 1 0 91 291 200
7 0 2 1 -1 174 273 99
7 0 2 1 -2 193 233 40
7 0 2 1 -3 167 178 11
7 0 2 1 -4 121 125 4
7 0 2 1 -5 98 99 1
7 0 2 1 -6 47 50 3
7 0 2 1 -7 35 35 0
7 0 2 1 -8 23 23 0
7 0 2 1 -9 15 15 0
7 0 2 1 -10 7 7 0
7 0 2 1 -11 5 5 0
7 0 2 1 -12 4 4 0
7 0 2 1 -13 2 2 0
7 0 2 10 15 0 1 1
7 0 2 10 13 0 2 2
7 0 2 10 12 0 3 3
7 0 2 10 11 0 4 4
7 0 2 10 10 0 6 6
7 0 2 10 9 0 4 4
7 0 2 10 8 0 14 14
7 0 2 10 7 0 18 18
7 0 2 10 6 0 37 37
7 0 2 10 5 0 59 59
7 0 2 10 4 0 86 86
7 0 2 10 3 1 120 119
7 0 2 10 2 15 155 140
7 0 2 10 1 25 181 156
7 0 2 10 0 60 198 138
7 0 2 10 -1 100 147 47
7 0 2 10 -2 72 93 21
7 0 2 10 -3 66 74 8
7 0 2 10 -4 45 47 2
7 0 2 10 -5 44 44 0
7 0 2 10 -6 20 20 0
7 0 2 10 -7 12 12 0
7 0 2 10 -8 12 12 0
7 0 2 10 -9 7 7 0
7 0 2 10 -10 2 2 0
7 0 2 10 -11 4 4 0
7 0 2 10 -14 1 1 0
7 0 2 11 17 0 1 1
7 0 2 11 14 0 1 1
7 0 2 11 13 0 2 2
7 0 2 11 12 0 3 3
7 0 2 11 11 0 3 3
7 0 2 11 10 0 8 8
7 0 2 11 9 0 15 15
7 0 2 11 8 0 14 14
7 0 2 11 7 0 23 23
7 0 2 11 6 0 35 35
7 0 2 11 5 0 50 50
7 0 2 11 4 1 65 64
7 0 2 11 3 5 86 81
7 0 2 11 2 7 95 88
7 0 2 11 1 18 125 107
7 0 2 11 0 40 147 107
7 0 2 11 -1 66 114 48
7 0 2 11 -2 69 94 25
7 0 2 11 -3 58 68 10
