TEAM YEAR NUMBER NAME SALARY
carp 2004 43 ラロッカ 2700万円
carp 2004 44 福地寿樹 1550万円
carp 2004 45 松本高明 450万円
carp 2004 50 栗原健太 750万円
carp 2004 55 嶋重宣 700万円
carp 2004 57 甲斐雅人 540万円
carp 2004 59 山本芳彦 480万円
carp 2004 64 井生崇光 500万円
carp 2004 65 石橋尚登 440万円
carp 2004 0 木村拓也 6300万円
carp 2004 5 町田康嗣郎 3800万円
carp 2004 6 浅井樹 6300万円
carp 2004 26 廣瀬純 1200万円
carp 2004 33 鞘師智也 1300万円
carp 2004 38 朝山東洋 650万円
carp 2004 41 森笠繁 1600万円
carp 2004 47 吉田圭 540万円
carp 2004 51 末永真史 600万円
carp 2004 56 田村彰啓 440万円
carp 2004 69 天谷宗一郎 450万円
carp 2005 15 黒田博樹 11500万円
carp 2005 18 佐々岡真司 13000万円
carp 2005 7 野村謙二郎 10000万円
carp 2005 43 ラロッカ 13125万円
carp 2005 1 前田智徳 15500万円
carp 2005 9 緒方孝市 14500万円
carp 2005 11 小山田保裕 3300万円
carp 2005 14 澤﨑俊和 2100万円
carp 2005 16 森跳二 700万円
carp 2005 17 大竹寛 2100万円
carp 2005 19 田中敬人 720万円
carp 2005 20 永川勝浩 2600万円
carp 2005 21 小林幹英 2200万円
carp 2005 22 高橋建 7000万円
carp 2005 23 横山竜士 1100万円
carp 2005 24 河内貴哉 1700万円
carp 2005 28 広池浩司 1200万円
carp 2005 29 佐藤剛士 740万円
carp 2005 32 ロマノ 1600万円
carp 2005 34 仁部智 850万円
carp 2005 36 佐竹健太 900万円
carp 2005 39 梅津智弘 700万円
carp 2005 42 長谷川昌幸 2800万円
carp 2005 46 大島崇行 580万円
carp 2005 48 天野浩一 1800万円
carp 2005 49 ベイル 7800万円
carp 2005 52 玉山健太 600万円
carp 2005 53 林昌樹 1000万円
carp 2005 54 苫米地鉄人 650万円
carp 2005 58 小島紳二郎 700万円
carp 2005 62 国木剛太 480万円
carp 2005 67 丸木唯 480万円
carp 2005 68 金城宰之左 450万円
carp 2005 98 フェリシアーノ ー万円
carp 2005 12 白濱裕太 700万円
carp 2005 27 木村一喜 1800万円
carp 2005 31 石原慶幸 3300万円
carp 2005 40 倉義和 900万円
carp 2005 61 山本翔 540万円
carp 2005 63 鈴衛佑規 460万円
carp 2005 66 上村和裕 620万円
carp 2005 0 山﨑浩司 600万円
carp 2005 2 東出輝裕 1700万円
carp 2005 4 尾形佳紀 1400万円
carp 2005 6 浅井樹 6000万円
carp 2005 10 比嘉寿光 1300万円
carp 2005 25 新井貴浩 3800万円
carp 2005 35 松本奉文 670万円
carp 2005 37 岡上和典 950万円
carp 2005 38 福井敬治 1000万円
carp 2005 44 福地寿樹 1300万円
carp 2005 45 松本高明 450万円
carp 2005 50 栗原健太 1000万円
carp 2005 57 甲斐雅人 550万円
carp 2005 59 山本芳彦 480万円
carp 2005 65 石橋尚至 450万円
carp 2005 0 木村拓也 5700万円
carp 2005 26 廣瀬純 1000万円
carp 2005 33 鞘師智也 1100万円
carp 2005 41 森笠繁 1800万円
carp 2005 47 吉田圭 540万円
carp 2005 51 末永真史 560万円
carp 2005 55 嶋重宣 4550万円
carp 2005 56 田村彰啓 450万円
carp 2005 64 井生崇光 500万円
carp 2005 69 天谷宗一郎 520万円
carp 2006 15 黒田博樹 20000万円
carp 2006 49 ベイル 12000万円
carp 2006 1 前田智徳 18800万円
carp 2006 9 緒方孝市 14500万円
carp 2006 11 小山田保裕 3300万円
carp 2006 13 佐竹健太 1100万円
carp 2006 14 梅原伸亮 700万円
carp 2006 16 森跳二 750万円
carp 2006 17 大竹寛 3400万円
carp 2006 18 佐々岡真司 7000万円
carp 2006 19 田中敬人 720万円
carp 2006 20 永川勝浩 4200万円
carp 2006 21 ダグラス 6000万円
carp 2006 22 高橋建 3500万円
carp 2006 23 横山竜士 1700万円
carp 2006 24 河内貴哉 1300万円
carp 2006 28 広池浩司 1350万円
carp 2006 29 佐藤剛士 740万円
carp 2006 32 ロマノ 2340万円
carp 2006 34 仁部智 800万円
carp 2006 39 梅津智弘 920万円
carp 2006 42 長谷川昌幸 2240万円
carp 2006 46 大島崇行 800万円
carp 2006 48 天野浩一 1400万円
carp 2006 52 玉山健太 600万円
carp 2006 53 林昌樹 800万円
carp 2006 54 苫米地鉄人 550万円
carp 2006 56 飯田宏行 550万円
carp 2006 58 小島紳二郎 720万円
carp 2006 60 齊藤悠葵 480万円
carp 2006 62 今井啓介 480万円
carp 2006 65 相澤寿聡 450万円
carp 2006 67 丸木唯 480万円
carp 2006 68 金城宰之左 480万円
carp 2006 98 フェリシアーノ 640万円
carp 2006 12 白濱裕太 700万円
carp 2006 27 木村一喜 1500万円
carp 2006 31 石原慶幸 2800万円
carp 2006 40 倉義和 2000万円
carp 2006 61 山本翔 540万円
carp 2006 63 鈴衛佑規 490万円
carp 2006 66 上村和裕 620万円
carp 2006 0 山﨑浩司 1300万円
carp 2006 2 東出輝裕 1500万円
carp 2006 4 尾形佳紀 1400万円
carp 2006 5 栗原健太 1700万円
carp 2006 6 浅井樹 5300万円
carp 2006 10 比嘉寿光 1200万円
carp 2006 25 新井貴浩 8800万円
carp 2006 32 梵英心 1400万円
carp 2006 37 岡上和功 800万円
carp 2006 38 福井敬治 1300万円
carp 2006 44 福地寿樹 1100万円
carp 2006 45 松本高明 600万円
carp 2006 47 吉田圭 540万円
carp 2006 57 甲斐雅人 600万円
carp 2006 59 山本芳彦 500万円
carp 2006 128 中谷翼 350万円
carp 2006 0 木村拓也 5000万円
carp 2006 26 廣瀬純 1100万円
carp 2006 33 鞘師智也 800万円
carp 2006 41 森笠繁 2100万円
carp 2006 50 鈴木将光 700万円
carp 2006 51 末永真史 800万円
carp 2006 55 嶋重宣 5650万円
carp 2006 64 井生崇光 550万円
carp 2006 69 天谷宗一郎 520万円
carp 2007 15 黒田博樹 30000万円
carp 2007 25 新井貴浩 12300万円
carp 2007 1 前田智徳 21000万円
carp 2007 9 緒方孝市 10000万円
carp 2007 11 小山田保裕 2550万円
carp 2007 13 佐竹健太 1400万円
carp 2007 14 梅原伸亮 700万円
carp 2007 16 宮崎充登 1500万円
carp 2007 17 大竹寛 3400万円
carp 2007 18 佐々岡真司 7500万円
carp 2007 19 上野弘文 1500万円
carp 2007 20 永川勝浩 8000万円
carp 2007 21 ダグラス 8850万円
carp 2007 22 高橋建 3500万円
carp 2007 23 横山竜士 2000万円
carp 2007 24 河内貴哉 1200万円
carp 2007 28 広池浩司 2000万円
carp 2007 29 佐藤剛士 700万円
carp 2007 30 森跳二 650万円
carp 2007 34 前田健太 800万円
carp 2007 36 青木勇人 1000万円
carp 2007 38 田中敬人 620万円
carp 2007 39 梅津智弘 1250万円
carp 2007 42 長谷川昌幸 2440万円
carp 2007 46 大島崇行 700万円
carp 2007 47 青木高広 1300万円
carp 2007 48 フェルナンデス 2300万円
carp 2007 53 林昌樹 1600万円
carp 2007 58 小島紳二郎 800万円
carp 2007 60 齊藤悠葵 600万円
carp 2007 62 今井啓介 480万円
carp 2007 63 仁部智 650万円
carp 2007 65 相澤寿聡 450万円
carp 2007 67 丸木唯 480万円
carp 2007 68 金城宰之左 450万円
carp 2007 98 マルテ 780万円
carp 2007 121 飯田宏行 300万円
carp 2007 122 山中達也 250万円
carp 2007 12 白濱裕太 650万円
carp 2007 27 木村一喜 1000万円
carp 2007 31 石原慶幸 2400万円
carp 2007 40 倉義和 2400万円
carp 2007 61 山本翔 540万円
carp 2007 64 會澤翼 500万円
carp 2007 66 上村和裕 620万円
carp 2007 0 山﨑浩司 1100万円
carp 2007 2 東出輝裕 3200万円
carp 2007 4 尾形佳紀 1050万円
carp 2007 5 栗原健太 2800万円
carp 2007 6 梵英心 3200万円
carp 2007 10 比嘉寿光 950万円
carp 2007 37 岡上和功 650万円
carp 2007 45 松本高明 900万円
carp 2007 52 大須賀允 650万円
carp 2007 57 甲斐雅人 580万円
carp 2007 59 山本芳彦 600万円
carp 2007 128 中谷翼 350万円
carp 2007 0 井生崇光 900万円
carp 2007 26 廣瀬純 1800万円
carp 2007 33 鞘師智也 650万円
carp 2007 35 中東直己 1000万円
carp 2007 41 森笠繁 2800万円
carp 2007 44 山田真介 970万円
carp 2007 50 鈴木将光 700万円
carp 2007 51 末永真史 1000万円
carp 2007 54 吉田圭 600万円
carp 2007 55 嶋重宣 5900万円
carp 2007 69 天谷宗一郎 520万円
carp 2008 1 前田智徳 17000万円
carp 2008 11 ルイス 9500万円
carp 2008 13 佐竹健太 1100万円
carp 2008 14 篠田純平 1500万円
carp 2008 16 宮﨑充登 1600万円
carp 2008 17 大竹寛 5100万円
carp 2008 18 前田健太 800万円
carp 2008 19 上野弘文 1500万円
carp 2008 20 永川勝浩 8000万円
carp 2008 21 齊藤悠葵 600万円
carp 2008 22 高橋建 4000万円
carp 2008 23 横山竜士 4300万円
carp 2008 24 河内貴哉 970万円
carp 2008 28 広池浩司 1900万円
carp 2008 29 佐藤剛士 550万円
carp 2008 30 森跳二 650万円
carp 2008 34 コズロースキー 5500万円
carp 2008 36 青木勇人 1800万円
carp 2008 39 梅津智弘 1800万円
carp 2008 42 長谷川昌幸 4000万円
carp 2008 46 大島崇行 600万円
carp 2008 47 青木高広 1800万円
carp 2008 48 岸本秀樹 850万円
carp 2008 53 林昌樹 2100万円
carp 2008 58 小島心二郎 650万円
carp 2008 62 今井啓介 480万円
carp 2008 65 相澤寿聡 450万円
carp 2008 67 丸木唯 480万円
carp 2008 68 金城宰之左 450万円
carp 2008 69 中村憲 460万円
carp 2008 70 シュルツ 4000万円
carp 2008 98 マルテ 780万円
carp 2008 122 山中達也 300万円
carp 2008 27 上村和裕 620万円
carp 2008 31 石原慶幸 2800万円
carp 2008 32 白濱裕太 550万円
carp 2008 40 倉義和 3000万円
carp 2008 61 山本翔 540万円
carp 2008 64 會澤翼 500万円
carp 2008 0 山﨑浩司 1200万円
carp 2008 2 東出輝裕 4000万円
carp 2008 4 尾形佳紀 1100万円
carp 2008 5 栗原健太 6500万円
carp 2008 6 梵英心 4300万円
carp 2008 10 比嘉寿光 750万円
carp 2008 12 小窪哲也 1200万円
carp 2008 25 シーボル 3600万円
carp 2008 44 喜田剛 1000万円
carp 2008 45 松本高明 1050万円
carp 2008 52 大須賀允 650万円
carp 2008 54 吉田圭 600万円
carp 2008 56 中谷翼 500万円
carp 2008 57 甲斐雅人 550万円
carp 2008 59 山本芳彦 600万円
carp 2008 60 安部友裕 600万円
carp 2008 66 木村昇吾 900万円
carp 2008 0 井生崇光 1100万円
carp 2008 9 緒方孝市 4500万円
carp 2008 26 廣瀬純 1900万円
carp 2008 33 鞘師智也 650万円
carp 2008 35 中東直己 1000万円
carp 2008 37 松山竜平 1000万円
carp 2008 38 赤松真人 960万円
carp 2008 41 森笠繁 2800万円
carp 2008 43 アレックス 6400万円
carp 2008 49 天谷宗一郎 600万円
carp 2008 50 鈴木将光 700万円
carp 2008 51 末永真史 800万円
carp 2008 55 嶋重宣 5200万円
carp 2008 63 丸佳浩 500万円
carp 2008 121 山内敬太 350万円
carp 2009 11 ルイス 14300万円
carp 2009 20 永川勝浩 16000万円
carp 2009 2 東出輝裕 10000万円
carp 2009 5 栗原健太 13000万円
carp 2009 1 前田智徳 12000万円
carp 2009 13 牧野塁 1300万円
carp 2009 14 篠田純平 1600万円
carp 2009 16 宮﨑充登 1300万円
carp 2009 17 大竹寛 6500万円
carp 2009 18 前田健太 2500万円
carp 2009 19 上野弘文 2000万円
carp 2009 21 齊藤悠葵 1000万円
carp 2009 23 横山竜士 5800万円
carp 2009 24 河内貴哉 750万円
carp 2009 28 広池浩司 1650万円
carp 2009 29 佐藤剛士 500万円
carp 2009 30 森跳二 650万円
carp 2009 34 中田廉 720万円
carp 2009 36 青木勇人 1500万円
carp 2009 39 梅津智弘 3800万円
carp 2009 41 小松剛 1200万円
carp 2009 42 長谷川昌幸 3600万円
carp 2009 43 ドーマン 4400万円
carp 2009 46 大島崇行 750万円
carp 2009 47 青木高広 1700万円
carp 2009 48 岸本秀樹 1100万円
carp 2009 53 林昌樹 1800万円
carp 2009 58 小島心二郎 600万円
carp 2009 62 今井啓介 550万円
carp 2009 65 相澤寿聡 500万円
carp 2009 67 コズロースキー 1650万円
carp 2009 69 中村憲 460万円
carp 2009 70 シュルツ 4400万円
carp 2009 122 山中達也 350万円
carp 2009 123 松田翔太 250万円
carp 2009 27 上村和裕 680万円
carp 2009 31 石原慶幸 5000万円
carp 2009 32 白濱裕太 500万円
carp 2009 35 中東直瑛 800万円
carp 2009 40 倉義和 3000万円
carp 2009 61 山本翔 500万円
carp 2009 64 會澤翼 500万円
carp 2009 0 田奈彰 700万円
carp 2009 4 尾形佳紀 850万円
carp 2009 6 梵英心 3500万円
carp 2009 12 小窪哲也 1700万円
carp 2009 25 石井琢朗 2000万円
carp 2009 44 喜田剛 1300万円
carp 2009 45 松本高明 950万円
carp 2009 52 比嘉寿光 600万円
carp 2009 54 吉田圭 550万円
carp 2009 56 中谷翼 500万円
carp 2009 57 シーボル 3850万円
carp 2009 59 山本芳彦 600万円
carp 2009 60 安部友裕 600万円
carp 2009 66 木村昇吾 1300万円
carp 2009 68 申成鉉 450万円
carp 2009 0 井生崇光 900万円
carp 2009 10 岩本貴裕 1500万円
carp 2009 26 廣瀬純 1550万円
carp 2009 33 鞘師智也 600万円
carp 2009 37 松山竜平 900万円
carp 2009 38 赤松真人 1800万円
carp 2009 49 天谷宗一郎 1800万円
carp 2009 50 鈴木将光 650万円
carp 2009 51 末永真史 800万円
carp 2009 55 嶋重宣 5500万円
carp 2009 63 丸佳浩 500万円
carp 2009 121 山内敬太 350万円
carp 2010 20 永川勝浩 16000万円
carp 2010 2 東出輝裕 10000万円
carp 2010 5 栗原健太 12000万円
carp 2010 12 武内久士 1200万円
carp 2010 14 篠田純平 1600万円
carp 2010 16 今村猛 1000万円
carp 2010 17 大竹寛 9500万円
carp 2010 18 前田健太 4800万円
carp 2010 19 上野弘文 1600万円
carp 2010 21 齊藤悠葵 2000万円
carp 2010 22 高橋建 2500万円
carp 2010 23 横山竜士 6500万円
carp 2010 28 広池浩司 1000万円
carp 2010 29 佐藤剛士 500万円
carp 2010 30 森跳二 600万円
carp 2010 34 中田廉 720万円
carp 2010 36 青木勇人 1700万円
carp 2010 39 梅津智弘 3500万円
carp 2010 41 小松剛 1500万円
carp 2010 42 長谷川昌幸 3000万円
carp 2010 46 大島崇行 750万円
carp 2010 47 青木高広 1850万円
carp 2010 48 岸本秀樹 850万円
carp 2010 53 林昌樹 2200万円
carp 2010 54 宮﨑充登 1050万円
carp 2010 57 川口盛外 600万円
carp 2010 58 小島心二郎 500万円
carp 2010 62 今井啓介 500万円
carp 2010 65 相澤寿聡 500万円
carp 2010 67 伊東昂大 460万円
carp 2010 69 中村憲 460万円
carp 2010 70 シュルツ 7500万円
carp 2010 91 アルバラード 3150万円
carp 2010 120 永川光浩 350万円
carp 2010 122 山中達也 350万円
carp 2010 123 松田翔太 300万円
carp 2010 124 河内貴哉 400万円
carp 2010 125 ソリアーノ 240万円
carp 2010 140 ゲレロ 240万円
carp 2010 27 上村和裕 700万円
carp 2010 31 石原慶幸 5500万円
carp 2010 32 白濱裕太 500万円
carp 2010 40 倉義和 3000万円
carp 2010 61 山本翔 500万円
carp 2010 64 會澤翼 650万円
carp 2010 126 中村亘佑 250万円
carp 2010 0 田中彰 650万円
carp 2010 4 小窪哲也 2100万円
carp 2010 6 梵英心 3000万円
carp 2010 11 ヒューバー 4000万円
carp 2010 13 堂林翔太 700万円
carp 2010 25 石井琢朗 2500万円
carp 2010 44 喜田剛 1700万円
carp 2010 45 松本高明 900万円
carp 2010 52 庄司隼人 500万円
carp 2010 56 中谷翼 500万円
carp 2010 59 山本芳彦 600万円
carp 2010 60 安部友裕 600万円
carp 2010 66 木村昇吾 1400万円
carp 2010 68 申成鉉 450万円
carp 2010 0 井生崇光 900万円
carp 2010 1 前田智徳 7200万円
carp 2010 10 岩本貴裕 1400万円
carp 2010 26 廣瀬純 2000万円
carp 2010 33 鞘師智也 600万円
carp 2010 35 中東直瑛 750万円
carp 2010 37 松山竜平 750万円
carp 2010 38 赤松真人 2700万円
carp 2010 43 フィオレンティーノ 4000万円
carp 2010 49 天谷宗一郎 2800万円
carp 2010 50 鈴木将光 600万円
carp 2010 51 末永真史 1300万円
carp 2010 55 嶋重宣 4500万円
carp 2010 63 丸佳浩 550万円
carp 2010 121 山内敬太 350万円
carp 2011 18 前田健太 12000万円
carp 2011 20 永川勝浩 12000万円
carp 2011 2 東出輝裕 10000万円
carp 2011 5 栗原健太 12000万円
carp 2011 11 福井優也 1500万円
carp 2011 12 武内久士 1000万円
carp 2011 14 篠田純平 2400万円
carp 2011 16 今村猛 1000万円
carp 2011 17 大竹寛 8000万円
carp 2011 19 上野弘文 1800万円
carp 2011 21 齊藤悠葵 2100万円
carp 2011 22 中村恭平 1000万円
carp 2011 23 横山竜士 6500万円
carp 2011 28 岩見優輝 1200万円
carp 2011 30 金丸将也 1000万円
carp 2011 33 豊田清 2000万円
carp 2011 34 中田廉 900万円
carp 2011 36 菊地原毅 3000万円
carp 2011 39 梅津智弘 3300万円
carp 2011 41 小松剛 1300万円
carp 2011 42 バリントン 5200万円
carp 2011 46 大島崇行 1250万円
carp 2011 47 青木高広 1600万円
carp 2011 48 岸本秀樹 1500万円
carp 2011 53 林昌樹 1900万円
carp 2011 54 宮﨑充登 800万円
carp 2011 56 中﨑翔太 450万円
carp 2011 57 川口盛外 600万円
carp 2011 58 サファテ 3600万円
carp 2011 62 今井啓介 950万円
carp 2011 65 相澤寿聡 550万円
carp 2011 67 伊東昂大 550万円
carp 2011 69 弦本悠希 450万円
carp 2011 70 シュルツ 7500万円
carp 2011 91 ジオ 5100万円
carp 2011 99 ソリアーノ 750万円
carp 2011 120 永川光浩 350万円
carp 2011 121 池ノ内亮介 300万円
carp 2011 122 中村憲 400万円
carp 2011 123 松田翔太 350万円
carp 2011 124 河内貴哉 400万円
carp 2011 125 山野恭介 250万円
carp 2011 140 ゲレロ 276万円
carp 2011 27 上村和裕 700万円
carp 2011 31 石原慶幸 8000万円
carp 2011 32 白濱裕太 500万円
carp 2011 40 倉義和 3100万円
carp 2011 61 磯村嘉孝 480万円
carp 2011 64 會澤翼 800万円
carp 2011 126 中村亘佑 300万円
carp 2011 4 小窪哲也 1800万円
carp 2011 6 梵英心 7500万円
carp 2011 13 堂林翔太 700万円
carp 2011 25 石井琢朗 2700万円
carp 2011 43 トレーシー 6400万円
carp 2011 45 松本高明 850万円
carp 2011 52 庄司隼人 500万円
carp 2011 59 山本芳彦 750万円
carp 2011 60 安部友裕 600万円
carp 2011 66 木村昇吾 1900万円
carp 2011 68 申成鉉 450万円
carp 2011 128 中谷翼 400万円
carp 2011 0 中東直己 750万円
carp 2011 0 井生崇光 700万円
carp 2011 1 前田智徳 7000万円
carp 2011 10 岩本貴裕 1800万円
carp 2011 26 廣瀬純 5000万円
carp 2011 37 松山竜平 650万円
carp 2011 38 赤松真人 3100万円
carp 2011 44 迎祐一郎 920万円
carp 2011 49 天谷宗一郎 2800万円
carp 2011 50 鈴木将光 600万円
carp 2011 51 末永真史 1200万円
carp 2011 55 嶋重宣 5000万円
carp 2011 63 丸佳浩 600万円
carp 2012 18 前田健太 15000万円
carp 2012 42 バリントン 13380万円
carp 2012 2 東出輝裕 10000万円
carp 2012 5 栗原健太 16000万円
carp 2012 11 福井優也 2700万円
carp 2012 12 上野弘文 1800万円
carp 2012 14 篠田純平 2400万円
carp 2012 16 今村猛 2000万円
carp 2012 17 大竹寛 6500万円
carp 2012 19 野村祐輔 1500万円
carp 2012 20 永川勝浩 8000万円
carp 2012 21 齊藤悠葵 1700万円
carp 2012 22 中村恭平 1000万円
carp 2012 23 横山竜士 6500万円
carp 2012 28 岩見優輝 1200万円
carp 2012 30 金丸将也 900万円
carp 2012 34 中田廉 800万円
carp 2012 39 梅津智弘 3000万円
carp 2012 41 小松剛 1050万円
carp 2012 46 大島崇行 1100万円
carp 2012 47 青木高広 3100万円
carp 2012 48 岸本秀樹 2300万円
carp 2012 53 戸田隆矢 480万円
carp 2012 54 武内久士 800万円
carp 2012 56 中﨑翔太 500万円
carp 2012 57 ミコライオ 4000万円
carp 2012 58 サファテ 9000万円
carp 2012 62 今井啓介 1000万円
carp 2012 65 相澤寿聡 600万円
carp 2012 67 伊東昂大 550万円
carp 2012 69 弦本悠希 500万円
carp 2012 120 永川光浩 400万円
carp 2012 121 池ノ内亮介 350万円
carp 2012 123 富永一 300万円
carp 2012 124 河内貴哉 400万円
carp 2012 125 山野恭介 300万円
carp 2012 129 塚田晃平 300万円
carp 2012 136 菊地原毅 600万円
carp 2012 27 上村和裕 650万円
carp 2012 31 石原慶幸 8000万円
carp 2012 32 白濱裕太 650万円
carp 2012 40 倉義和 3100万円
carp 2012 61 磯村嘉孝 480万円
carp 2012 64 會澤翼 800万円
carp 2012 126 中村亘佑 350万円
carp 2012 4 小窪哲也 1800万円
carp 2012 6 梵英心 6200万円
carp 2012 13 堂林翔太 700万円
carp 2012 33 菊池涼介 1000万円
carp 2012 35 バーデン 6500万円
carp 2012 45 松本高明 950万円
carp 2012 52 庄司隼人 500万円
carp 2012 59 山本芳彦 800万円
carp 2012 60 安部友裕 650万円
carp 2012 66 木村昇吾 2800万円
carp 2012 68 申成鉉 450万円
carp 2012 128 中谷翼 500万円
carp 2012 0 中東直己 950万円
carp 2012 0 井生崇光 900万円
carp 2012 1 前田智徳 5600万円
carp 2012 10 岩本貴裕 1600万円
carp 2012 26 廣瀬純 6000万円
carp 2012 37 松山竜平 1100万円
carp 2012 38 赤松真人 2900万円
carp 2012 43 土生翔平 1000万円
carp 2012 44 迎祐一郎 850万円
carp 2012 49 天谷宗一郎 2500万円
carp 2012 50 鈴木将光 550万円
carp 2012 51 末永真史 1000万円
carp 2012 55 嶋重宣 5000万円
carp 2012 63 丸佳浩 1700万円
carp 2012 70 スタビノア 4000万円
carp 2012 122 中村憲 460万円
carp 2012 127 中村真崇 300万円
carp 2012 130 三家和真 250万円
carp 2013 17 大竹寛 10000万円
carp 2013 18 前田健太 21000万円
carp 2013 5 栗原健太 14000万円
carp 2013 11 福井優也 2400万円
carp 2013 12 上野弘文 1350万円
carp 2013 14 篠田純平 1900万円
carp 2013 16 今村猛 5000万円
carp 2013 19 野村祐輔 4000万円
carp 2013 20 永川勝浩 4000万円
carp 2013 21 齊藤悠葵 1500万円
carp 2013 22 中村恭平 1000万円
carp 2013 23 横山竜士 4000万円
carp 2013 24 河内貴哉 800万円
carp 2013 28 岩見優輝 950万円
carp 2013 29 江草仁貴 2500万円
carp 2013 30 金丸将也 800万円
carp 2013 34 中田廉 1200万円
carp 2013 36 菊地原毅 600万円
carp 2013 39 梅津智弘 2300万円
carp 2013 46 大島崇行 900万円
carp 2013 47 青木高広 2350万円
carp 2013 48 岸本秀樹 1900万円
carp 2013 53 戸田隆矢 550万円
carp 2013 54 武内久士 700万円
carp 2013 56 中崎翔太 800万円
carp 2013 62 今井啓介 1800万円
carp 2013 65 久本祐一 1000万円
carp 2013 67 伊東昂大 500万円
carp 2013 69 弦本悠希 500万円
carp 2013 27 上村和裕 650万円
carp 2013 31 石原慶幸 8000万円
carp 2013 32 白濱裕太 800万円
carp 2013 40 倉義和 3300万円
carp 2013 61 磯村嘉孝 550万円
carp 2013 64 會澤翼 800万円
carp 2013 0 上本崇司 1000万円
carp 2013 2 東出輝裕 9000万円
carp 2013 4 小窪哲也 1500万円
carp 2013 6 梵英心 7000万円
carp 2013 13 堂林翔太 1700万円
carp 2013 33 菊池涼介 1500万円
carp 2013 45 松本高明 850万円
carp 2013 51 鈴木誠也 600万円
carp 2013 52 庄司隼人 550万円
carp 2013 60 安部友裕 950万円
carp 2013 66 木村昇吾 2800万円
carp 2013 68 申成鉉 450万円
carp 2013 0 中東直己 1050万円
carp 2013 1 前田智徳 5600万円
carp 2013 10 岩本貴裕 1900万円
carp 2013 25 高橋大樹 700万円
carp 2013 26 廣瀬純 6000万円
carp 2013 35 下水流昂 840万円
carp 2013 37 松山竜平 1100万円
carp 2013 38 赤松真人 2800万円
carp 2013 43 土生翔平 900万円
carp 2013 44 迎祐一郎 1100万円
carp 2013 49 天谷宗一郎 3000万円
carp 2013 50 鈴木将光 600万円
carp 2013 63 丸佳浩 2300万円
carp 2013 99 中村憲 500万円
carp 2014 18 前田健太 28000万円
carp 2014 31 石原慶幸 10000万円
carp 2014 6 梵英心 10000万円
carp 2014 77 野村謙二郎 監督
carp 2014 72 内田順三 監督
carp 2014 11 福井優也 2200万円
carp 2014 12 九里亜蓮 1200万円
carp 2014 14 大瀬良大地 1500万円
carp 2014 16 今村猛 5000万円
carp 2014 19 野村祐輔 6000万円
carp 2014 20 永川勝浩 6000万円
carp 2014 14 篠田純平 1500万円
carp 2014 22 中村恭平 1100万円
carp 2014 23 横山竜士 4500万円
carp 2014 24 河内貴哉 1200万円
carp 2014 28 岩見優輝 900万円
carp 2014 29 江草仁貴 2000万円
carp 2014 30 一岡竜司 1050万円
carp 2014 34 中田廉 1400万円
carp 2014 36 齊藤悠葵 1150万円
carp 2014 39 梅津智弘 1850万円
carp 2014 41 上野弘文 1180万円
carp 2014 46 大島崇行 700万円
carp 2014 47 小野淳平 1400万円
carp 2014 48 西原圭大 800万円
carp 2014 53 戸田隆矢 550万円
carp 2014 54 武内久士 760万円
carp 2014 56 中崎翔太 900万円
carp 2014 62 今井啓介 2150万円
carp 2014 65 久本祐一 2300万円
carp 2014 67 中村祐太 460万円
carp 2014 120 永川光浩 430万円
carp 2014 121 池ノ内亮介 500万円
carp 2014 124 辻空 310万円
carp 2014 ザック フィリップス 4000万円400
carp 2014 27 上村和裕 650万円
carp 2014 32 白濱裕太 750万円
carp 2014 40 倉義和 3300万円
carp 2014 61 磯村嘉孝 600万円
carp 2014 64 會澤翼 900万円
carp 2014 126 中村亘佑 375万円
carp 2014 0 上本崇司 1030万円
carp 2014 2 東出輝裕 7000万円
carp 2014 4 小窪哲也 1480万円
carp 2014 5 栗原健太 8400万円
carp 2014 7 堂林翔太 2000万円
carp 2014 33 菊池涼介 3900万円
carp 2014 45 松本高明 720万円
carp 2014 51 鈴木誠也 650万円
carp 2014 52 庄司隼人 550万円
carp 2014 59 美間優槻 500万円
carp 2014 60 安部友裕 1050万円
carp 2014 63 田中広輔 1100万円
carp 2014 66 木村昇吾 3100万円
carp 2014 00 中東直己 1200万円
carp 2014 10 岩本貴裕 2000万円
carp 2014 25 高橋大樹 700万円
carp 2014 26 廣瀬純 6000万円
carp 2014 35 下水流昂 860万円
carp 2014 37 松山竜平 2200万円
carp 2014 38 赤松真人 2800万円
carp 2014 43 土生翔平 750万円
carp 2014 44 迎祐一郎 1100万円
carp 2014 49 天谷宗一郎 2400万円
carp 2014 50 鈴木将光 600万円
carp 2014 63 丸佳浩 5100万円
carp 2014 99 中村憲 525万円
carp 2014 136 森下宗 355万円
daiei 1991 53 門田博光 13000万円
daiei 1991 11 吉田豊彦 2300万円
daiei 1991 12 井上祐二 4200万円
daiei 1991 13 村上誠一 430万円
daiei 1991 15 高島覚 1020万円
daiei 1991 16 橋本武広 570万円
daiei 1991 17 加藤伸一 2700万円
daiei 1991 18 村田勝喜 1720万円
daiei 1991 19 山内孝徳 4900万円
daiei 1991 20 木村恵二 840万円
daiei 1991 21 池田親興 1320万円
daiei 1991 24 下柳剛 660万円
daiei 1991 25 濱中英次 570万円
daiei 1991 26 金澤健一 510万円
daiei 1991 28 杉本正 300万円
daiei 1991 31 今井雄太郎 2500万円
daiei 1991 32 本原正治 1320万円
daiei 1991 33 斉藤学 660万円
daiei 1991 34 大塚賢一 520万円
