ax;ay;az;break_angle;break_length;break_y;des;end_speed;nasty;on_1b;on_2b;on_3b;pfx_x;pfx_z;pitch_type;px;pz;spin_dir;spin_rate;start_speed;sv_id;sz_bot;sz_top;type;type_confidence;vx0;vy0;vz0;x0;y0;z0;zone;url;num;count;away_team_runs;b;b_height;batter;atbat_des;event;event2;home_team_runs;o;p_throws;pitcher;s;score;stand;inning;top_inning;batter_name;pitcher_name
4.4;21.306;-21.114;-13.3;5.3;23.9;In play, out(s);81.9;42;NA;NA;NA;2.61;6.51;FC;-0.18;2.553;158.307;1351.669;87.2;130924_190848;1.52;3.2;X;.903;4.694;-127.759;-3.433;-2.366;50.0;5.534;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;1;0-0;NA;0;6-1;542340;Jonathan Villar grounds out, shortstop Elvis Andrus to first baseman Mitch Moreland.  ;Groundout;NA;NA;1;R;506433;0;NA;L;1;Y;Jonathan Villar;Yu Darvish
-9.13;22.477;-12.613;28.9;3.7;23.9;Ball;84.6;35;NA;NA;NA;-5.11;10.9;FF;-0.0030;0.14;205.019;2381.341;90.1;130924_190922;1.34;2.8;B;.907;7.095;-131.513;-11.324;-2.046;50.0;5.384;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;2;0-0;NA;1;5-5;514888;Jose Altuve singles on a ground ball to left fielder Craig Gentry.  ;Single;NA;NA;1;R;506433;0;NA;R;1;Y;Jose Altuve;Yu Darvish
-5.498;24.362;-18.223;12.3;4.5;23.9;In play, no out;84.1;34;NA;NA;NA;-3.08;7.77;FF;0.324;1.894;201.508;1649.972;90.1;130924_190939;1.34;2.8;X;.911;7.38;-131.85;-5.907;-2.094;50.0;5.48;6;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;2;1-0;NA;1;5-5;514888;Jose Altuve singles on a ground ball to left fielder Craig Gentry.  ;Single;NA;NA;1;R;506433;0;NA;R;1;Y;Jose Altuve;Yu Darvish
-6.271;24.893;-14.644;20.4;3.4;23.9;Ball;85.5;65;514888;NA;NA;-3.37;9.38;FF;-0.944;4.163;199.682;2007.590;91.8;130924_191032;1.62;3.35;B;.909;4.045;-134.542;-1.138;-2.018;50.0;5.613;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;3;0-0;NA;4;6-2;571868;Marc Krauss walks.   Jose Altuve to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;L;1;Y;Marc Krauss;Yu Darvish
2.814;18.721;-22.919;-8.3;5.5;24.0;Called Strike;83.2;39;514888;NA;NA;1.63;5.32;FC;-0.393;2.271;163.090;1091.616;87.7;130924_191054;1.62;3.35;S;.906;4.524;-128.561;-3.523;-2.365;50.0;5.375;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;3;1-0;NA;4;6-2;571868;Marc Krauss walks.   Jose Altuve to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;L;1;Y;Marc Krauss;Yu Darvish
3.892;20.848;-21.866;-13.0;5.1;23.9;Ball;84.9;20;514888;NA;NA;2.16;5.68;FC;1.323;2.709;159.316;1214.675;89.9;130924_191136;1.62;3.35;B;.912;8.599;-131.6;-2.841;-2.233;50.0;5.375;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;3;1-1;NA;4;6-2;571868;Marc Krauss walks.   Jose Altuve to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;L;1;Y;Marc Krauss;Yu Darvish
-6.604;24.638;-14.372;19.0;3.6;23.9;Foul (Runner Going);85.5;30;514888;NA;NA;-3.57;9.59;FF;-0.078;1.911;200.352;2054.680;91.6;130924_191158;1.62;3.35;S;.909;7.123;-134.068;-6.269;-2.287;50.0;5.276;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;3;2-1;NA;4;6-2;571868;Marc Krauss walks.   Jose Altuve to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;L;1;Y;Marc Krauss;Yu Darvish
-5.003;29.737;-11.358;16.1;2.7;23.8;Foul;88.1;38;514888;NA;NA;-2.53;10.47;FF;-0.305;2.051;193.513;2227.029;95.3;130924_191230;1.62;3.35;S;.904;6.191;-139.466;-7.198;-2.22;50.0;5.405;7;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;3;2-2;NA;4;6-2;571868;Marc Krauss walks.   Jose Altuve to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;L;1;Y;Marc Krauss;Yu Darvish
6.93;20.108;-34.457;-12.6;9.6;23.9;Ball;77.9;40;514888;NA;NA;4.62;-1.57;SL;1.189;0.951;71.766;876.373;82.5;130924_191304;1.62;3.35;B;.910;6.768;-120.787;-3.377;-2.232;50.0;5.35;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;3;2-2;NA;4;6-2;571868;Marc Krauss walks.   Jose Altuve to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;L;1;Y;Marc Krauss;Yu Darvish
16.074;20.716;-36.596;-24.6;11.1;23.9;Ball;76.5;44;514888;NA;NA;11.01;-3.08;SL;0.983;2.385;74.618;2025.155;81.5;130924_191335;1.62;3.35;B;.905;4.488;-119.429;0.45;-2.346;50.0;5.457;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;3;3-2;NA;4;6-2;571868;Marc Krauss walks.   Jose Altuve to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;L;1;Y;Marc Krauss;Yu Darvish
3.723;19.899;-26.247;-9.6;6.2;23.9;Ball;82.7;43;571868;514888;NA;2.16;3.4;FC;-0.312;4.159;147.867;789.652;87.7;130924_191416;1.56;3.4;B;.905;4.651;-128.594;1.83;-2.407;50.0;5.437;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;4;0-0;NA;4;6-1;518625;Matt Dominguez walks.   Jose Altuve to 3rd.    Marc Krauss to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;R;1;Y;Matt Dominguez;Yu Darvish
-8.253;21.4;-13.949;24.4;3.4;23.9;Ball;87.6;52;571868;514888;NA;-4.3;9.46;FF;1.069;2.095;204.361;2139.458;92.8;130924_191431;1.56;3.4;B;.905;9.892;-135.666;-6.095;-2.018;50.0;5.292;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;4;1-0;NA;4;6-1;518625;Matt Dominguez walks.   Jose Altuve to 3rd.    Marc Krauss to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;R;1;Y;Matt Dominguez;Yu Darvish
-5.799;23.976;-14.263;16.2;3.5;23.9;Ball;86.3;25;571868;514888;NA;-3.1;9.53;FF;0.185;1.121;197.939;2027.824;92.1;130924_191449;1.56;3.4;B;.908;7.253;-134.691;-8.425;-2.117;50.0;5.257;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;4;2-0;NA;4;6-1;518625;Matt Dominguez walks.   Jose Altuve to 3rd.    Marc Krauss to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;R;1;Y;Matt Dominguez;Yu Darvish
-1.45;25.341;-13.375;.8;3.2;23.9;Called Strike;86.5;50;571868;514888;NA;-0.77;9.91;FF;0.466;1.661;184.409;2018.273;92.7;130924_191508;1.56;3.4;S;.923;6.908;-135.533;-7.368;-1.999;50.0;5.32;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;4;3-0;NA;4;6-1;518625;Matt Dominguez walks.   Jose Altuve to 3rd.    Marc Krauss to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;R;1;Y;Matt Dominguez;Yu Darvish
-6.355;23.33;-14.829;17.4;3.5;23.9;Foul;86.7;40;571868;514888;NA;-3.35;9.12;FF;0.55;2.374;200.121;1981.167;92.5;130924_191526;1.56;3.4;S;.907;8.545;-135.272;-5.185;-2.183;50.0;5.318;6;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;4;3-1;NA;4;6-1;518625;Matt Dominguez walks.   Jose Altuve to 3rd.    Marc Krauss to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;R;1;Y;Matt Dominguez;Yu Darvish
-7.945;24.27;-14.258;22.3;3.6;23.9;Ball;85.8;55;571868;514888;NA;-4.28;9.61;FF;0.957;2.118;203.914;2117.782;91.9;130924_191555;1.56;3.4;B;.907;9.608;-134.26;-5.616;-2.084;50.0;5.222;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;4;3-2;NA;4;6-1;518625;Matt Dominguez walks.   Jose Altuve to 3rd.    Marc Krauss to 2nd.  ;Walk;NA;NA;1;R;506433;2;NA;R;1;Y;Matt Dominguez;Yu Darvish
12.344;19.075;-32.058;-22.2;9.7;23.9;Ball;76.3;52;518625;571868;514888;8.53;0.03;SL;1.439;2.213;90.538;1511.087;80.9;130924_191636;1.64;3.57;B;.907;6.083;-118.519;-0.692;-2.255;50.0;5.393;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;5;0-0;1;1;6-4;474892;Chris Carter out on a sacrifice fly to left fielder Craig Gentry.   Jose Altuve scores.  ;Sac Fly;NA;0;2;R;506433;0;T;R;1;Y;Chris Carter;Yu Darvish
-3.351;24.746;-15.872;8.1;3.6;23.9;In play, run(s);86.4;34;518625;571868;514888;-1.77;8.58;FF;-0.382;2.849;191.614;1782.469;92.5;130924_191651;1.64;3.57;X;.913;5.657;-135.459;-3.819;-2.251;50.0;5.36;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;5;1-0;1;1;6-4;474892;Chris Carter out on a sacrifice fly to left fielder Craig Gentry.   Jose Altuve scores.  ;Sac Fly;NA;0;2;R;506433;0;T;R;1;Y;Chris Carter;Yu Darvish
4.914;17.903;-26.549;-11.7;6.1;24.0;Foul;85.6;50;518625;571868;NA;2.71;3.07;FC;0.155;1.707;138.861;825.594;89.6;130924_191751;1.49;3.29;S;.908;5.723;-131.252;-4.268;-2.374;50.0;5.246;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;6;0-0;NA;0;5-10;460067;Trevor Crowe grounds out softly, second baseman Ian Kinsler to first baseman Mitch Moreland.  ;Groundout;NA;NA;3;R;506433;1;NA;L;1;Y;Trevor Crowe;Yu Darvish
7.521;18.789;-42.538;-10.5;13.7;23.9;In play, out(s);71.4;31;518625;571868;NA;5.93;-8.23;SL;-0.321;2.103;35.967;1665.277;76.1;130924_191819;1.49;3.29;X;.830;2.336;-111.56;1.907;-2.15;50.0;5.599;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;6;0-1;NA;0;5-10;460067;Trevor Crowe grounds out softly, second baseman Ian Kinsler to first baseman Mitch Moreland.  ;Groundout;NA;NA;3;R;506433;1;NA;L;1;Y;Trevor Crowe;Yu Darvish
-5.117;19.269;-17.298;13.5;4.3;24.0;Ball;83.9;100;NA;NA;NA;-2.91;8.43;FS;-0.602;1.463;198.981;1759.413;88.6;130924_192747;1.64;3.6;B;.666;5.208;-129.719;-6.904;-2.23;50.0;5.411;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;10;0-0;NA;2;6-2;477165;Brett Wallace strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;2;Y;Brett Wallace;Yu Darvish
0.738;18.222;-21.146;-3.2;5.3;24.0;Called Strike;81.5;53;NA;NA;NA;0.44;6.6;FC;-0.856;2.378;176.173;1271.238;86.1;130924_192801;1.64;3.6;S;.906;3.639;-126.137;-3.542;-2.357;50.0;5.445;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;10;1-0;NA;2;6-2;477165;Brett Wallace strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;2;Y;Brett Wallace;Yu Darvish
3.37;16.046;-22.916;-9.5;5.5;24.0;Swinging Strike;84.0;35;NA;NA;NA;1.93;5.27;FC;-0.193;1.878;160.000;1112.457;87.7;130924_192816;1.64;3.6;S;.906;4.93;-128.486;-4.554;-2.356;50.0;5.363;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;10;1-1;NA;2;6-2;477165;Brett Wallace strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;2;Y;Brett Wallace;Yu Darvish
6.607;14.605;-40.824;-9.9;17.7;23.9;Ball;61.7;25;NA;NA;NA;7.06;-9.32;CU;1.319;1.792;37.372;1643.993;65.6;130924_192844;1.64;3.6;B;.911;4.081;-96.054;3.339;-1.748;50.0;5.699;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;10;1-2;NA;2;6-2;477165;Brett Wallace strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;2;Y;Brett Wallace;Yu Darvish
12.835;18.152;-39.523;-18.3;12.0;24.0;Swinging Strike (Blocked);75.7;15;NA;NA;NA;9.12;-5.27;SL;0.113;0.883;60.205;1836.987;79.7;130924_192902;1.64;3.6;S;.907;3.202;-116.806;-1.971;-2.453;50.0;5.39;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;10;2-2;NA;2;6-2;477165;Brett Wallace strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;2;Y;Brett Wallace;Yu Darvish
7.604;19.663;-38.2;-11.8;11.9;23.9;Ball;73.5;45;NA;NA;NA;5.69;-4.56;SL;0.011;0.442;51.603;1229.653;78.1;130924_192944;1.56;3.41;B;.915;3.826;-114.47;-2.773;-2.416;50.0;5.382;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;11;0-0;NA;2;6-2;449786;Carlos Corporan grounds out, second baseman Ian Kinsler to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;2;NA;L;2;Y;Carlos Corporan;Yu Darvish
4.337;19.602;-24.883;-10.9;6.3;23.9;Called Strike;81.6;48;NA;NA;NA;2.61;4.34;FC;-0.527;2.141;149.255;972.270;86.4;130924_193006;1.56;3.41;S;.902;4.017;-126.586;-3.09;-2.457;50.0;5.314;7;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;11;1-0;NA;2;6-2;449786;Carlos Corporan grounds out, second baseman Ian Kinsler to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;2;NA;L;2;Y;Carlos Corporan;Yu Darvish
-1.524;25.97;-13.253;3.2;3.1;23.8;Swinging Strike;84.8;60;NA;NA;NA;-0.83;10.27;FF;-0.886;3.264;184.603;2057.095;91.3;130924_193027;1.56;3.41;S;.897;3.96;-133.874;-3.349;-2.27;50.0;5.466;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;11;1-1;NA;2;6-2;449786;Carlos Corporan grounds out, second baseman Ian Kinsler to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;2;NA;L;2;Y;Carlos Corporan;Yu Darvish
-5.158;27.276;-14.611;17.3;3.5;23.8;Ball;86.5;20;NA;NA;NA;-2.7;9.17;FF;-2.165;2.531;196.365;1944.669;93.2;130924_193050;1.56;3.41;B;.908;1.517;-136.559;-5.172;-2.373;50.0;5.439;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;11;1-2;NA;2;6-2;449786;Carlos Corporan grounds out, second baseman Ian Kinsler to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;2;NA;L;2;Y;Carlos Corporan;Yu Darvish
12.957;21.595;-39.68;-18.1;12.2;23.8;Foul;73.6;19;NA;NA;NA;9.47;-5.54;SL;-1.684;2.803;59.916;1869.920;79.2;130924_193108;1.56;3.41;S;.907;-0.754;-116.177;2.378;-2.586;50.0;5.535;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;11;2-2;NA;2;6-2;449786;Carlos Corporan grounds out, second baseman Ian Kinsler to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;2;NA;L;2;Y;Carlos Corporan;Yu Darvish
4.197;19.05;-22.632;-11.7;5.3;24.0;In play, out(s);85.0;42;NA;NA;NA;2.33;5.25;FC;-0.514;2.513;156.259;1151.785;89.6;130924_193132;1.56;3.41;X;.909;4.459;-131.303;-2.935;-2.515;50.0;5.268;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;11;2-2;NA;2;6-2;449786;Carlos Corporan grounds out, second baseman Ian Kinsler to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;2;NA;L;2;Y;Carlos Corporan;Yu Darvish
-4.153;21.627;-15.146;11.5;3.6;23.9;Foul;86.1;63;NA;NA;NA;-2.24;9.12;FF;-0.388;1.669;193.705;1901.916;91.4;130924_193209;1.54;3.45;S;.918;5.521;-133.697;-6.77;-2.165;50.0;5.27;7;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;12;0-0;NA;1;6-2;488681;Brandon Barnes strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;2;Y;Brandon Barnes;Yu Darvish
-5.593;24.247;-12.531;18.0;3.0;23.9;Swinging Strike;86.3;33;NA;NA;NA;-2.97;10.39;FF;0.329;2.644;195.892;2193.090;92.3;130924_193236;1.54;3.45;S;.908;7.06;-135.108;-5.076;-1.91;50.0;5.399;6;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;12;0-1;NA;1;6-2;488681;Brandon Barnes strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;2;Y;Brandon Barnes;Yu Darvish
-5.528;21.528;-15.033;17.5;3.4;23.9;Ball;86.1;38;NA;NA;NA;-2.95;9.11;FF;-0.542;4.708;197.873;1947.259;91.6;130924_193257;1.54;3.45;B;.910;5.085;-134.184;0.643;-2.055;50.0;5.515;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;12;0-2;NA;1;6-2;488681;Brandon Barnes strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;2;Y;Brandon Barnes;Yu Darvish
-5.921;23.784;-11.992;21.4;2.9;23.9;Swinging Strike;86.9;47;NA;NA;NA;-3.1;10.52;FF;-0.661;2.791;196.349;2244.963;92.8;130924_193313;1.54;3.45;S;.907;5.22;-135.921;-4.692;-2.185;50.0;5.343;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;12;1-2;NA;1;6-2;488681;Brandon Barnes strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;2;Y;Brandon Barnes;Yu Darvish
-5.499;22.391;-14.637;16.9;3.5;23.9;Ball;84.0;51;NA;NA;NA;-3.07;9.76;FF;-0.471;4.063;197.408;2026.697;89.8;130924_194346;1.52;3.2;B;.862;5.889;-131.563;-1.25;-2.318;50.0;5.606;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;17;0-0;NA;1;6-1;542340;Jonathan Villar grounds out, third baseman Adrian Beltre to first baseman Mitch Moreland.  ;Groundout;NA;NA;1;R;506433;0;NA;L;3;Y;Jonathan Villar;Yu Darvish
-3.296;21.992;-13.438;9.7;3.3;23.9;In play, out(s);84.0;37;NA;NA;NA;-1.85;10.5;FF;-0.499;2.294;189.976;2106.154;89.5;130924_194402;1.52;3.2;X;.340;5.15;-131.041;-5.59;-2.23;50.0;5.422;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;17;1-0;NA;1;6-1;542340;Jonathan Villar grounds out, third baseman Adrian Beltre to first baseman Mitch Moreland.  ;Groundout;NA;NA;1;R;506433;0;NA;L;3;Y;Jonathan Villar;Yu Darvish
-6.342;22.03;-11.237;22.0;3.0;23.9;Ball;84.7;64;NA;NA;NA;-3.52;11.59;FF;0.492;1.392;196.850;2407.619;90.2;130924_194437;1.14;2.82;B;.910;7.834;-131.823;-8.254;-2.031;50.0;5.348;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;18;0-0;NA;2;5-5;514888;Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;0;NA;R;3;Y;Jose Altuve;Yu Darvish
9.419;19.809;-39.945;-13.8;11.8;23.9;Ball;76.0;19;NA;NA;NA;6.61;-5.51;SL;0.175;0.776;50.475;1502.625;80.4;130924_194454;1.34;2.8;B;.909;4.014;-117.896;-2.268;-2.401;50.0;5.394;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;18;1-0;NA;2;5-5;514888;Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;0;NA;R;3;Y;Jose Altuve;Yu Darvish
-6.581;26.489;-17.502;17.0;4.4;23.8;In play, out(s);83.7;49;NA;NA;NA;-3.69;8.19;FF;-0.88;1.975;204.157;1763.666;90.3;130924_194513;1.34;2.8;X;.909;4.646;-132.276;-5.516;-2.175;50.0;5.358;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;18;2-0;NA;2;5-5;514888;Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Mitch Moreland.  ;Groundout;NA;NA;2;R;506433;0;NA;R;3;Y;Jose Altuve;Yu Darvish
-9.044;25.385;-15.967;24.4;4.2;23.9;Ball;85.3;54;NA;NA;NA;-4.93;8.79;FF;-0.548;0.947;209.162;2012.303;91.5;130924_194605;1.62;3.35;B;.908;6.112;-133.807;-8.433;-2.209;50.0;5.255;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;19;0-0;NA;2;6-2;571868;Marc Krauss singles on a sharp ground ball to center fielder Leonys Martin, deflected by second baseman Ian Kinsler.  ;Single;NA;NA;2;R;506433;2;NA;L;3;Y;Marc Krauss;Yu Darvish
1.902;20.12;-18.867;-8.5;4.6;24.0;Ball;84.6;51;NA;NA;NA;1.07;7.45;FC;0.911;0.871;171.867;1493.084;89.4;130924_194619;1.62;3.35;B;.913;7.833;-130.614;-7.481;-2.231;50.0;5.124;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;19;1-0;NA;2;6-2;571868;Marc Krauss singles on a sharp ground ball to center fielder Leonys Martin, deflected by second baseman Ian Kinsler.  ;Single;NA;NA;2;R;506433;2;NA;L;3;Y;Marc Krauss;Yu Darvish
2.161;18.249;-24.65;-6.4;5.8;24.0;Foul;84.4;39;NA;NA;NA;1.22;4.22;FC;-0.162;1.579;163.977;874.732;88.7;130924_194633;1.62;3.35;S;.910;5.565;-129.834;-4.704;-2.463;50.0;5.212;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;19;2-0;NA;2;6-2;571868;Marc Krauss singles on a sharp ground ball to center fielder Leonys Martin, deflected by second baseman Ian Kinsler.  ;Single;NA;NA;2;R;506433;2;NA;L;3;Y;Marc Krauss;Yu Darvish
2.135;20.161;-24.09;-6.9;5.8;23.9;Foul;83.0;22;NA;NA;NA;1.24;4.65;FC;-0.063;2.268;165.207;942.214;87.9;130924_194657;1.62;3.35;S;.908;5.911;-128.742;-3.086;-2.525;50.0;5.294;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;19;2-1;NA;2;6-2;571868;Marc Krauss singles on a sharp ground ball to center fielder Leonys Martin, deflected by second baseman Ian Kinsler.  ;Single;NA;NA;2;R;506433;2;NA;L;3;Y;Marc Krauss;Yu Darvish
-6.55;24.822;-13.189;20.2;3.3;23.9;In play, no out;86.5;36;NA;NA;NA;-3.47;10.01;FF;-0.182;1.778;199.033;2151.358;92.6;130924_194722;1.62;3.35;X;.907;7.038;-135.432;-6.971;-2.344;50.0;5.277;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;19;2-2;NA;2;6-2;571868;Marc Krauss singles on a sharp ground ball to center fielder Leonys Martin, deflected by second baseman Ian Kinsler.  ;Single;NA;NA;2;R;506433;2;NA;L;3;Y;Marc Krauss;Yu Darvish
9.625;18.344;-36.605;-15.5;10.4;24.0;Swinging Strike;77.3;62;571868;NA;NA;6.5;-3.04;SL;0.286;2.054;65.280;1285.041;81.6;130924_194802;1.56;3.4;S;.907;4.412;-119.626;-0.387;-2.413;50.0;5.44;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;20;0-0;NA;0;6-1;518625;Matt Dominguez pops out to shortstop Elvis Andrus.  ;Pop Out;NA;NA;3;R;506433;2;NA;R;3;Y;Matt Dominguez;Yu Darvish
-7.128;26.496;-17.654;16.7;4.1;23.8;Foul;85.9;48;571868;NA;NA;-3.8;7.7;FF;0.658;2.947;206.145;1733.976;92.5;130924_194824;1.56;3.4;S;.907;8.691;-135.335;-3.098;-2.085;50.0;5.327;3;http://gd2.mlb.com/components/game/mlb/year_2013/month_09/day_24/gid_2013_09_24_houmlb_texmlb_1/inning/inning_all.xml;20;0-1;NA;0;6-1;518625;Matt Dominguez pops out to shortstop Elvis Andrus.  ;Pop Out;NA;NA;3;R;506433;2;NA;R;3;Y;Matt Dominguez;Yu Darvish
