id,team,hit,opponent,year,score_team,score_opponent
MIN201308030,MIN,9,HOU,2012,6,4
MIN201308040,HOU,9,MIN,2012,2,3
MIN201308040,MIN,5,HOU,2012,3,2
MIN201308120,CLE,2,MIN,2012,0,3
MIN201308120,MIN,4,CLE,2012,3,0
MIN201308130,CLE,5,MIN,2012,5,2
MIN201308130,MIN,5,CLE,2012,2,5
MIN201308140,CLE,12,MIN,2012,9,8
MIN201308140,MIN,17,CLE,2012,8,9
MIN201308150,CHA,9,MIN,2012,3,3
MIN201308150,MIN,9,CHA,2012,3,3
MIN201308160,CHA,10,MIN,2012,5,2
MIN201308160,MIN,9,CHA,2012,2,5
MIN201308170,CHA,12,MIN,2012,8,5
MIN201308170,MIN,11,CHA,2012,5,8
MIN201308180,CHA,8,MIN,2012,5,2
MIN201308180,MIN,10,CHA,2012,2,5
MIN201308190,NYN,14,MIN,2012,6,1
MIN201308190,MIN,7,NYN,2012,1,6
MIN201308270,KCA,13,MIN,2012,6,1
MIN201308270,MIN,4,KCA,2012,1,6
MIN201308280,KCA,13,MIN,2012,8,0
MIN201308280,MIN,6,KCA,2012,1,8
MIN201308290,KCA,6,MIN,2012,3,1
MIN201308290,MIN,5,KCA,2012,1,3
MIN201309060,TOR,7,MIN,2012,6,4
MIN201309060,MIN,10,TOR,2012,5,6
MIN201309070,TOR,15,MIN,2012,11,2
MIN201309070,MIN,11,TOR,2012,2,11
MIN201309080,TOR,8,MIN,2012,2,0
MIN201309080,MIN,5,TOR,2012,0,2
MIN201309090,ANA,12,MIN,2012,3,6
MIN201309090,MIN,11,ANA,2012,6,3
MIN201309100,OAK,8,MIN,2012,3,4
MIN201309100,MIN,9,OAK,2012,4,3
MIN201309110,OAK,22,MIN,2012,18,3
MIN201309110,MIN,5,OAK,2012,3,18
MIN201309120,OAK,11,MIN,2012,8,2
MIN201309120,MIN,7,OAK,2012,2,8
MIN201309130,TBA,9,MIN,2012,3,0
MIN201309130,MIN,5,TBA,2012,0,3
MIN201309140,TBA,10,MIN,2012,7,0
MIN201309140,MIN,4,TBA,2012,0,7
MIN201309150,TBA,6,MIN,2012,4,6
MIN201309150,MIN,10,TBA,2012,6,4
MIN201309230,DET,10,MIN,2012,3,3
MIN201309230,MIN,14,DET,2012,3,3
MIN201309240,DET,11,MIN,2012,4,2
MIN201309240,MIN,9,DET,2012,2,4
MIN201309250,DET,8,MIN,2012,1,0
MIN201309250,MIN,3,DET,2012,0,1
MIN201309260,CLE,11,MIN,2012,6,1
MIN201309260,MIN,13,CLE,2012,5,6
MIN201309270,CLE,17,MIN,2012,12,6
MIN201309270,MIN,11,CLE,2012,6,12
MIN201309280,CLE,7,MIN,2012,5,1
MIN201309280,MIN,6,CLE,2012,1,5
MIN201309290,CLE,10,MIN,2012,5,1
MIN201309290,MIN,5,CLE,2012,1,5
NYA201304010,BOS,13,NYA,2012,8,2
NYA201304010,NYA,6,BOS,2012,2,8
NYA201304030,BOS,14,NYA,2012,7,4
NYA201304030,NYA,9,BOS,2012,4,7
NYA201304040,BOS,9,NYA,2012,2,4
NYA201304040,NYA,8,BOS,2012,4,1
NYA201304120,BAL,9,NYA,2012,2,5
NYA201304120,NYA,6,BAL,2012,5,2
NYA201304130,BAL,11,NYA,2012,5,3
NYA201304130,NYA,11,BAL,2012,3,5
NYA201304140,BAL,5,NYA,2012,0,3
NYA201304140,NYA,7,BAL,2012,3,0
NYA201304160,ARI,8,NYA,2012,2,4
NYA201304160,NYA,12,ARI,2012,4,2
NYA201304170,ARI,6,NYA,2012,3,4
NYA201304170,NYA,6,ARI,2012,4,3
NYA201304180,ARI,13,NYA,2012,6,2
NYA201304180,NYA,7,ARI,2012,2,6
NYA201304250,TOR,7,NYA,2012,3,5
NYA201304250,NYA,9,TOR,2012,5,3
NYA201304260,TOR,10,NYA,2012,4,6
NYA201304260,NYA,6,TOR,2012,6,4
NYA201304270,TOR,11,NYA,2012,4,5
NYA201304270,NYA,11,TOR,2012,5,4
NYA201304280,TOR,8,NYA,2012,2,3
NYA201304280,NYA,4,TOR,2012,3,2
NYA201304290,HOU,17,NYA,2012,9,1
NYA201304290,NYA,8,HOU,2012,1,9
NYA201304300,HOU,9,NYA,2012,4,7
NYA201304300,NYA,15,HOU,2012,7,2
NYA201305010,HOU,10,NYA,2012,4,5
NYA201305010,NYA,9,HOU,2012,5,4
NYA201305030,OAK,10,NYA,2012,2,0
NYA201305030,NYA,6,OAK,2012,0,2
NYA201305040,OAK,6,NYA,2012,2,4
NYA201305040,NYA,8,OAK,2012,4,0
NYA201305050,OAK,7,NYA,2012,5,4
NYA201305050,NYA,9,OAK,2012,4,5
NYA201305140,SEA,10,NYA,2012,3,4
NYA201305140,NYA,7,SEA,2012,4,3
NYA201305150,SEA,16,NYA,2012,12,2
NYA201305150,NYA,8,SEA,2012,2,12
NYA201305160,SEA,7,NYA,2012,3,2
NYA201305160,NYA,8,SEA,2012,2,3
NYA201305170,TOR,4,NYA,2012,0,5
NYA201305170,NYA,8,TOR,2012,5,0
NYA201305180,TOR,8,NYA,2012,2,7
NYA201305180,NYA,8,TOR,2012,7,2
NYA201305290,NYN,12,NYA,2012,9,3
NYA201305290,NYA,12,NYN,2012,4,9
NYA201305300,NYN,4,NYA,2012,3,1
NYA201305300,NYA,4,NYN,2012,1,3
NYA201305310,BOS,8,NYA,2012,1,4
NYA201305310,NYA,7,BOS,2012,4,1
NYA201306010,BOS,18,NYA,2012,11,1
NYA201306010,NYA,6,BOS,2012,1,11
NYA201306020,BOS,8,NYA,2012,3,0
NYA201306020,NYA,2,BOS,2012,0,2
NYA201306030,CLE,8,NYA,2012,4,7
NYA201306030,NYA,10,CLE,2012,7,4
NYA201306040,CLE,4,NYA,2012,3,4
NYA201306040,NYA,8,CLE,2012,4,3
NYA201306050,CLE,7,NYA,2012,4,6
NYA201306050,NYA,8,CLE,2012,6,4
NYA201306191,LAN,10,NYA,2012,4,6
NYA201306191,NYA,8,LAN,2012,6,4
NYA201306192,LAN,12,NYA,2012,6,0
NYA201306192,NYA,3,LAN,2012,0,6
NYA201306200,TBA,14,NYA,2012,8,3
NYA201306200,NYA,6,TBA,2012,3,8
NYA201306210,TBA,9,NYA,2012,2,6
NYA201306210,NYA,11,TBA,2012,6,2
NYA201306220,TBA,7,NYA,2012,5,7
NYA201306220,NYA,7,TBA,2012,7,5
NYA201306230,TBA,9,NYA,2012,3,1
NYA201306230,NYA,7,TBA,2012,1,3
NYA201306250,TEX,7,NYA,2012,3,3
NYA201306250,NYA,8,TEX,2012,3,3
NYA201306260,TEX,13,NYA,2012,8,5
NYA201306260,NYA,10,TEX,2012,5,8
NYA201306270,TEX,6,NYA,2012,2,0
NYA201306270,NYA,2,TEX,2012,0,2
NYA201307050,BAL,3,NYA,2012,2,1
NYA201307050,NYA,7,BAL,2012,2,2
NYA201307060,BAL,11,NYA,2012,4,5
NYA201307060,NYA,10,BAL,2012,5,4
NYA201307070,BAL,6,NYA,2012,2,1
NYA201307070,NYA,6,BAL,2012,1,2
NYA201307080,KCA,10,NYA,2012,5,1
NYA201307080,NYA,9,KCA,2012,1,5
NYA201307090,KCA,7,NYA,2012,3,1
NYA201307090,NYA,6,KCA,2012,1,3
NYA201307100,KCA,6,NYA,2012,1,8
NYA201307100,NYA,9,KCA,2012,8,1
NYA201307110,KCA,10,NYA,2012,4,8
NYA201307110,NYA,11,KCA,2012,8,4
NYA201307120,MIN,8,NYA,2012,0,2
NYA201307120,NYA,6,MIN,2012,2,0
NYA201307130,MIN,6,NYA,2012,4,1
NYA201307130,NYA,8,MIN,2012,1,4
NYA201307140,MIN,14,NYA,2012,10,4
NYA201307140,NYA,10,MIN,2012,4,10
NYA201307260,TBA,12,NYA,2012,10,3
NYA201307260,NYA,11,TBA,2012,6,10
NYA201307270,TBA,8,NYA,2012,1,0
NYA201307270,NYA,2,TBA,2012,0,1
NYA201307280,TBA,10,NYA,2012,5,5
NYA201307280,NYA,12,TBA,2012,5,5
NYA201308090,DET,12,NYA,2012,3,3
NYA201308090,NYA,10,DET,2012,3,3
NYA201308100,DET,17,NYA,2012,9,2
NYA201308100,NYA,6,DET,2012,3,9
NYA201308110,DET,13,NYA,2012,4,4
NYA201308110,NYA,8,DET,2012,4,4
NYA201308120,ANA,5,NYA,2012,1,2
NYA201308120,NYA,7,ANA,2012,2,0
NYA201308130,ANA,9,NYA,2012,7,14
NYA201308130,NYA,19,ANA,2012,14,3
NYA201308140,ANA,12,NYA,2012,3,11
NYA201308140,NYA,12,ANA,2012,11,3
NYA201308150,ANA,11,NYA,2012,8,1
NYA201308150,NYA,15,ANA,2012,4,8
NYA201308201,TOR,9,NYA,2012,4,8
NYA201308201,NYA,11,TOR,2012,8,4
NYA201308202,TOR,10,NYA,2012,2,2
NYA201308202,NYA,8,TOR,2012,2,2
NYA201308210,TOR,6,NYA,2012,2,4
NYA201308210,NYA,6,TOR,2012,4,2
NYA201308220,TOR,8,NYA,2012,3,5
NYA201308220,NYA,4,TOR,2012,5,3
NYA201308300,BAL,9,NYA,2012,5,8
NYA201308300,NYA,12,BAL,2012,8,5
NYA201308310,BAL,3,NYA,2012,0,2
NYA201308310,NYA,7,BAL,2012,2,0
NYA201309010,BAL,12,NYA,2012,7,3
NYA201309010,NYA,7,BAL,2012,3,7
NYA201309020,CHA,7,NYA,2012,1,9
NYA201309020,NYA,11,CHA,2012,9,1
NYA201309030,CHA,7,NYA,2012,4,6
NYA201309030,NYA,9,CHA,2012,6,4
NYA201309040,CHA,8,NYA,2012,5,6
NYA201309040,NYA,8,CHA,2012,6,5
NYA201309050,BOS,16,NYA,2012,9,8
NYA201309050,NYA,10,BOS,2012,8,9
NYA201309060,BOS,15,NYA,2012,12,8
NYA201309060,NYA,7,BOS,2012,8,12
NYA201309070,BOS,14,NYA,2012,13,9
NYA201309070,NYA,12,BOS,2012,9,13
NYA201309080,BOS,9,NYA,2012,3,3
NYA201309080,NYA,11,BOS,2012,3,3
NYA201309200,SFN,7,NYA,2012,1,5
NYA201309200,NYA,6,SFN,2012,5,1
NYA201309210,SFN,6,NYA,2012,0,6
NYA201309210,NYA,7,SFN,2012,6,0
NYA201309220,SFN,4,NYA,2012,2,1
NYA201309220,NYA,9,SFN,2012,1,2
NYA201309240,TBA,9,NYA,2012,7,0
NYA201309240,NYA,4,TBA,2012,0,7
NYA201309250,TBA,15,NYA,2012,8,3
NYA201309250,NYA,8,TBA,2012,3,8
NYA201309260,TBA,11,NYA,2012,4,0
NYA201309260,NYA,3,TBA,2012,0,4
NYN201304010,SDN,4,NYN,2012,2,11
NYN201304010,NYN,13,SDN,2012,11,2
NYN201304030,SDN,6,NYN,2012,4,8
NYN201304030,NYN,8,SDN,2012,8,1
NYN201304040,SDN,6,NYN,2012,2,0
NYN201304040,NYN,5,SDN,2012,1,2
NYN201304050,MIA,11,NYN,2012,7,3
NYN201304050,NYN,10,MIA,2012,5,7
NYN201304060,MIA,11,NYN,2012,3,7
NYN201304060,NYN,9,MIA,2012,7,3
NYN201304070,MIA,13,NYN,2012,3,2
NYN201304070,NYN,6,MIA,2012,2,3
NYN201304190,WAS,4,NYN,2012,1,7
NYN201304190,NYN,8,WAS,2012,7,1
NYN201304200,WAS,7,NYN,2012,7,6
NYN201304200,NYN,7,WAS,2012,6,7
NYN201304210,WAS,4,NYN,2012,0,2
NYN201304210,NYN,4,WAS,2012,2,0
NYN201304230,LAN,12,NYN,2012,7,2
NYN201304230,NYN,4,LAN,2012,2,7
NYN201304240,LAN,4,NYN,2012,3,3
NYN201304240,NYN,11,LAN,2012,3,3
NYN201304250,LAN,6,NYN,2012,3,1
NYN201304250,NYN,5,LAN,2012,2,3
NYN201304260,PHI,8,NYN,2012,4,0
NYN201304260,NYN,3,PHI,2012,0,4
NYN201304270,PHI,12,NYN,2012,9,3
NYN201304270,NYN,8,PHI,2012,4,9
NYN201304280,PHI,10,NYN,2012,5,1
NYN201304280,NYN,3,PHI,2012,1,5
NYN201305070,CHA,1,NYN,2012,0,0
NYN201305070,NYN,5,CHA,2012,0,0
NYN201305080,CHA,13,NYN,2012,6,2
NYN201305080,NYN,8,CHA,2012,3,6
NYN201305090,PIT,8,NYN,2012,2,2
NYN201305090,NYN,8,PIT,2012,2,2
NYN201305100,PIT,12,NYN,2012,7,1
NYN201305100,NYN,10,PIT,2012,3,7
NYN201305110,PIT,16,NYN,2012,11,1
NYN201305110,NYN,7,PIT,2012,2,11
NYN201305120,PIT,7,NYN,2012,3,2
NYN201305120,NYN,4,PIT,2012,2,3
NYN201305200,CIN,8,NYN,2012,4,3
NYN201305200,NYN,5,CIN,2012,3,4
NYN201305210,CIN,7,NYN,2012,4,0
NYN201305210,NYN,3,CIN,2012,0,4
NYN201305220,CIN,12,NYN,2012,7,4
NYN201305220,NYN,9,CIN,2012,4,7
NYN201305240,ATL,10,NYN,2012,7,5
NYN201305240,NYN,10,ATL,2012,5,7
NYN201305250,ATL,11,NYN,2012,6,0
NYN201305250,NYN,6,ATL,2012,0,6
NYN201305260,ATL,5,NYN,2012,2,4
NYN201305260,NYN,9,ATL,2012,4,2
NYN201305270,NYA,9,NYN,2012,1,2
NYN201305270,NYN,6,NYA,2012,2,1
NYN201305280,NYA,7,NYN,2012,1,0
NYN201305280,NYN,7,NYA,2012,1,1
NYN201306080,MIA,15,NYN,2012,2,1
NYN201306080,NYN,13,MIA,2012,1,2
NYN201306090,MIA,17,NYN,2012,8,4
NYN201306090,NYN,6,MIA,2012,4,8
NYN201306110,SLN,13,NYN,2012,9,2
NYN201306110,NYN,5,SLN,2012,2,9
NYN201306120,SLN,6,NYN,2012,1,5
NYN201306120,NYN,7,SLN,2012,5,1
NYN201306130,SLN,10,NYN,2012,2,0
NYN201306130,NYN,7,SLN,2012,1,2
NYN201306140,CHN,9,NYN,2012,6,3
NYN201306140,NYN,9,CHN,2012,3,6
NYN201306150,CHN,11,NYN,2012,5,2
NYN201306150,NYN,6,CHN,2012,2,5
NYN201306160,CHN,7,NYN,2012,3,0
NYN201306160,NYN,6,CHN,2012,1,3
NYN201306280,WAS,8,NYN,2012,6,4
NYN201306280,NYN,9,WAS,2012,4,6
NYN201306290,WAS,7,NYN,2012,1,5
NYN201306290,NYN,9,WAS,2012,5,1
NYN201306300,WAS,13,NYN,2012,13,0
NYN201306300,NYN,5,WAS,2012,2,13
NYN201307010,ARI,11,NYN,2012,4,3
NYN201307010,NYN,16,ARI,2012,3,4
NYN201307020,ARI,6,NYN,2012,1,9
NYN201307020,NYN,12,ARI,2012,9,1
NYN201307030,ARI,10,NYN,2012,5,3
NYN201307030,NYN,10,ARI,2012,3,5
NYN201307040,ARI,17,NYN,2012,5,4
NYN201307040,NYN,10,ARI,2012,4,5
NYN201307190,PHI,15,NYN,2012,13,6
NYN201307190,NYN,12,PHI,2012,8,13
NYN201307200,PHI,10,NYN,2012,4,5
NYN201307200,NYN,9,PHI,2012,5,2
NYN201307210,PHI,4,NYN,2012,0,5
NYN201307210,NYN,7,PHI,2012,5,0
NYN201307220,ATL,6,NYN,2012,2,1
NYN201307220,NYN,5,ATL,2012,1,2
NYN201307230,ATL,7,NYN,2012,1,4
NYN201307230,NYN,9,ATL,2012,4,1
NYN201307240,ATL,8,NYN,2012,7,2
NYN201307240,NYN,6,ATL,2012,2,8
NYN201307250,ATL,5,NYN,2012,4,7
NYN201307250,NYN,14,ATL,2012,7,4
NYN201308020,KCA,6,NYN,2012,2,2
NYN201308020,NYN,11,KCA,2012,2,2
NYN201308030,KCA,9,NYN,2012,4,3
NYN201308030,NYN,8,KCA,2012,3,4
NYN201308040,KCA,13,NYN,2012,6,2
NYN201308040,NYN,8,KCA,2012,2,6
NYN201308060,COL,7,NYN,2012,2,3
NYN201308060,NYN,6,COL,2012,3,2
NYN201308070,COL,4,NYN,2012,0,5
NYN201308070,NYN,9,COL,2012,5,0
NYN201308080,COL,8,NYN,2012,1,2
NYN201308080,NYN,6,COL,2012,2,1
NYN201308200,ATL,8,NYN,2012,3,5
NYN201308200,NYN,8,ATL,2012,5,3
NYN201308210,ATL,9,NYN,2012,4,1
NYN201308210,NYN,8,ATL,2012,1,4
NYN201308230,DET,8,NYN,2012,6,1
NYN201308230,NYN,10,DET,2012,1,6
NYN201308240,DET,15,NYN,2012,3,0
NYN201308240,NYN,3,DET,2012,0,3
NYN201308250,DET,18,NYN,2012,11,3
NYN201308250,NYN,4,DET,2012,3,11
NYN201308260,PHI,6,NYN,2012,2,1
NYN201308260,NYN,5,PHI,2012,1,2
NYN201308270,PHI,3,NYN,2012,0,5
NYN201308270,NYN,5,PHI,2012,5,0
NYN201308280,PHI,12,NYN,2012,6,2
NYN201308280,NYN,9,PHI,2012,2,6
NYN201308290,PHI,8,NYN,2012,3,11
NYN201308290,NYN,11,PHI,2012,11,3
NYN201309090,WAS,9,NYN,2012,9,0
NYN201309090,NYN,1,WAS,2012,0,9
NYN201309100,WAS,11,NYN,2012,6,3
NYN201309100,NYN,9,WAS,2012,3,6
NYN201309110,WAS,11,NYN,2012,3,0
NYN201309110,NYN,3,WAS,2012,0,3
NYN201309120,WAS,8,NYN,2012,7,2
NYN201309120,NYN,8,WAS,2012,2,7
NYN201309130,MIA,7,NYN,2012,3,4
NYN201309130,NYN,5,MIA,2012,4,3
NYN201309141,MIA,6,NYN,2012,3,0
NYN201309141,NYN,4,MIA,2012,0,3
NYN201309142,MIA,4,NYN,2012,1,3
NYN201309142,NYN,6,MIA,2012,3,1
NYN201309150,MIA,8,NYN,2012,0,0
NYN201309150,NYN,7,MIA,2012,0,0
NYN201309170,SFN,9,NYN,2012,8,4
NYN201309170,NYN,9,SFN,2012,5,8
NYN201309180,SFN,6,NYN,2012,4,1
NYN201309180,NYN,9,SFN,2012,3,4
NYN201309190,SFN,8,NYN,2012,2,1
NYN201309190,NYN,4,SFN,2012,1,2
NYN201309260,MIL,7,NYN,2012,4,1
NYN201309260,NYN,8,MIL,2012,2,4
NYN201309270,MIL,5,NYN,2012,4,2
NYN201309270,NYN,8,MIL,2012,2,4
NYN201309280,MIL,12,NYN,2012,4,2
NYN201309280,NYN,5,MIL,2012,2,4
NYN201309290,MIL,6,NYN,2012,2,3
NYN201309290,NYN,3,MIL,2012,3,2
OAK201304010,SEA,5,OAK,2012,2,0
OAK201304010,OAK,3,SEA,2012,0,2
OAK201304020,SEA,9,OAK,2012,7,1
OAK201304020,OAK,3,SEA,2012,1,7
OAK201304030,SEA,5,OAK,2012,2,6
OAK201304030,OAK,11,SEA,2012,6,2
OAK201304040,SEA,8,OAK,2012,2,8
OAK201304040,OAK,10,SEA,2012,8,2
OAK201304120,DET,12,OAK,2012,3,3
OAK201304120,OAK,8,DET,2012,3,3
OAK201304130,DET,10,OAK,2012,7,3
OAK201304130,OAK,7,DET,2012,3,7
OAK201304140,DET,14,OAK,2012,10,1
OAK201304140,OAK,3,DET,2012,1,10
OAK201304150,HOU,8,OAK,2012,2,11
OAK201304150,OAK,9,HOU,2012,11,2
OAK201304160,HOU,6,OAK,2012,3,4
OAK201304160,OAK,8,HOU,2012,4,3
OAK201304170,HOU,11,OAK,2012,5,7
OAK201304170,OAK,11,HOU,2012,7,4
OAK201304250,BAL,15,OAK,2012,10,2
OAK201304250,OAK,6,BAL,2012,2,10
OAK201304260,BAL,7,OAK,2012,3,0
OAK201304260,OAK,3,BAL,2012,0,3
OAK201304270,BAL,10,OAK,2012,7,3
OAK201304270,OAK,10,BAL,2012,3,7
OAK201304280,BAL,15,OAK,2012,8,8
OAK201304280,OAK,12,BAL,2012,8,8
OAK201304290,ANA,15,OAK,2012,8,8
OAK201304290,OAK,15,ANA,2012,8,8
OAK201304300,ANA,9,OAK,2012,6,10
OAK201304300,OAK,10,ANA,2012,10,6
OAK201305010,ANA,10,OAK,2012,5,4
OAK201305010,OAK,8,ANA,2012,4,5
OAK201305130,TEX,7,OAK,2012,1,5
OAK201305130,OAK,8,TEX,2012,5,1
OAK201305140,TEX,10,OAK,2012,6,4
OAK201305140,OAK,11,TEX,2012,5,6
OAK201305150,TEX,7,OAK,2012,6,2
OAK201305150,OAK,5,TEX,2012,2,6
OAK201305170,KCA,5,OAK,2012,1,2
OAK201305170,OAK,6,KCA,2012,2,1
OAK201305180,KCA,5,OAK,2012,1,2
OAK201305180,OAK,5,KCA,2012,2,1
OAK201305190,KCA,11,OAK,2012,3,4
OAK201305190,OAK,9,KCA,2012,4,3
OAK201305270,SFN,4,OAK,2012,1,4
OAK201305270,OAK,5,SFN,2012,4,1
OAK201305280,SFN,6,OAK,2012,3,6
OAK201305280,OAK,9,SFN,2012,6,2
OAK201305310,CHA,5,OAK,2012,0,3
OAK201305310,OAK,5,CHA,2012,3,0
OAK201306010,CHA,10,OAK,2012,3,3
OAK201306010,OAK,16,CHA,2012,3,3
OAK201306020,CHA,3,OAK,2012,0,2
OAK201306020,OAK,6,CHA,2012,2,0
OAK201306110,NYA,10,OAK,2012,4,6
OAK201306110,OAK,9,NYA,2012,6,2
OAK201306120,NYA,4,OAK,2012,2,5
OAK201306120,OAK,8,NYA,2012,5,2
OAK201306130,NYA,10,OAK,2012,2,2
OAK201306130,OAK,12,NYA,2012,2,2
OAK201306140,SEA,10,OAK,2012,3,2
OAK201306140,OAK,7,SEA,2012,2,3
OAK201306150,SEA,9,OAK,2012,4,0
OAK201306150,OAK,6,SEA,2012,0,4
OAK201306160,SEA,8,OAK,2012,2,10
OAK201306160,OAK,17,SEA,2012,10,2
OAK201306250,CIN,10,OAK,2012,3,7
OAK201306250,OAK,7,CIN,2012,7,3
OAK201306260,CIN,2,OAK,2012,0,5
OAK201306260,OAK,8,CIN,2012,5,0
OAK201306280,SLN,7,OAK,2012,1,6
OAK201306280,OAK,9,SLN,2012,6,1
OAK201306290,SLN,10,OAK,2012,7,1
OAK201306290,OAK,5,SLN,2012,1,7
OAK201306300,SLN,8,OAK,2012,5,7
OAK201306300,OAK,12,SLN,2012,7,5
OAK201307020,CHN,13,OAK,2012,7,8
OAK201307020,OAK,11,CHN,2012,8,7
OAK201307030,CHN,12,OAK,2012,3,1
OAK201307030,OAK,4,CHN,2012,1,3
OAK201307040,CHN,2,OAK,2012,0,1
OAK201307040,OAK,5,CHN,2012,1,0
OAK201307120,BOS,6,OAK,2012,4,2
OAK201307120,OAK,3,BOS,2012,2,4
OAK201307130,BOS,7,OAK,2012,0,3
OAK201307130,OAK,8,BOS,2012,3,0
OAK201307140,BOS,9,OAK,2012,2,2
OAK201307140,OAK,5,BOS,2012,2,2
OAK201307250,ANA,12,OAK,2012,8,3
OAK201307250,OAK,6,ANA,2012,3,8
OAK201307260,ANA,10,OAK,2012,4,6
OAK201307260,OAK,10,ANA,2012,6,2
OAK201307270,ANA,5,OAK,2012,1,3
OAK201307270,OAK,7,ANA,2012,3,1
OAK201307280,ANA,7,OAK,2012,6,10
OAK201307280,OAK,10,ANA,2012,10,6
OAK201307290,TOR,5,OAK,2012,4,9
OAK201307290,OAK,12,TOR,2012,9,4
OAK201307300,TOR,9,OAK,2012,5,0
OAK201307300,OAK,7,TOR,2012,0,5
OAK201307310,TOR,11,OAK,2012,5,2
OAK201307310,OAK,8,TOR,2012,2,5
OAK201308020,TEX,12,OAK,2012,8,3
OAK201308020,OAK,7,TEX,2012,3,8
OAK201308030,TEX,7,OAK,2012,2,4
OAK201308030,OAK,8,TEX,2012,4,2
OAK201308040,TEX,6,OAK,2012,4,0
OAK201308040,OAK,5,TEX,2012,0,4
OAK201308130,HOU,11,OAK,2012,5,4
OAK201308130,OAK,8,HOU,2012,4,5
OAK201308140,HOU,11,OAK,2012,2,1
OAK201308140,OAK,7,HOU,2012,1,2
OAK201308150,HOU,5,OAK,2012,0,5
OAK201308150,OAK,9,HOU,2012,5,0
OAK201308160,CLE,8,OAK,2012,2,3
OAK201308160,OAK,7,CLE,2012,3,2
OAK201308170,CLE,11,OAK,2012,7,1
OAK201308170,OAK,3,CLE,2012,1,7
OAK201308180,CLE,9,OAK,2012,3,7
OAK201308180,OAK,12,CLE,2012,7,3
OAK201308190,SEA,8,OAK,2012,1,1
OAK201308190,OAK,6,SEA,2012,1,1
OAK201308200,SEA,7,OAK,2012,7,4
OAK201308200,OAK,11,SEA,2012,4,7
OAK201308210,SEA,7,OAK,2012,5,3
OAK201308210,OAK,7,SEA,2012,3,5
OAK201308300,TBA,8,OAK,2012,3,4
OAK201308300,OAK,7,TBA,2012,4,3
OAK201308310,TBA,7,OAK,2012,1,2
OAK201308310,OAK,5,TBA,2012,2,0
OAK201309010,TBA,7,OAK,2012,1,5
OAK201309010,OAK,9,TBA,2012,5,1
OAK201309020,TEX,8,OAK,2012,2,4
OAK201309020,OAK,6,TEX,2012,4,2
OAK201309030,TEX,13,OAK,2012,5,1
OAK201309030,OAK,11,TEX,2012,1,5
OAK201309040,TEX,9,OAK,2012,4,11
OAK201309040,OAK,12,TEX,2012,11,3
OAK201309050,HOU,8,OAK,2012,3,2
OAK201309050,OAK,6,HOU,2012,2,3
OAK201309060,HOU,11,OAK,2012,5,7
OAK201309060,OAK,13,HOU,2012,7,4
OAK201309070,HOU,5,OAK,2012,1,2
OAK201309070,OAK,10,HOU,2012,2,1
OAK201309080,HOU,8,OAK,2012,2,7
OAK201309080,OAK,11,HOU,2012,7,2
OAK201309160,ANA,15,OAK,2012,12,1
OAK201309160,OAK,6,ANA,2012,1,12
OAK201309170,ANA,7,OAK,2012,1,1
OAK201309170,OAK,9,ANA,2012,1,1
OAK201309180,ANA,5,OAK,2012,5,4
OAK201309180,OAK,8,ANA,2012,4,5
OAK201309190,MIN,10,OAK,2012,6,8
OAK201309190,OAK,11,MIN,2012,8,6
OAK201309200,MIN,6,OAK,2012,0,11
OAK201309200,OAK,11,MIN,2012,11,0
OAK201309210,MIN,6,OAK,2012,1,9
OAK201309210,OAK,16,MIN,2012,9,1
OAK201309220,MIN,12,OAK,2012,7,11
OAK201309220,OAK,11,MIN,2012,11,5
PHI201304050,KCA,19,PHI,2012,13,4
PHI201304050,PHI,9,KCA,2012,4,13
PHI201304060,KCA,6,PHI,2012,3,1
PHI201304060,PHI,3,KCA,2012,1,3
PHI201304070,KCA,13,PHI,2012,9,4
PHI201304070,PHI,15,KCA,2012,8,9
PHI201304080,NYN,9,PHI,2012,7,2
PHI201304080,PHI,4,NYN,2012,2,7
PHI201304090,NYN,8,PHI,2012,3,8
PHI201304090,PHI,11,NYN,2012,8,3
PHI201304100,NYN,11,PHI,2012,3,7
PHI201304100,PHI,10,NYN,2012,7,3
PHI201304180,SLN,7,PHI,2012,4,3
PHI201304180,PHI,13,SLN,2012,3,4
PHI201304190,SLN,2,PHI,2012,2,8
PHI201304190,PHI,10,SLN,2012,8,1
PHI201304200,SLN,8,PHI,2012,5,0
PHI201304200,PHI,3,SLN,2012,0,5
PHI201304210,SLN,10,PHI,2012,3,7
PHI201304210,PHI,14,SLN,2012,7,3
PHI201304220,PIT,8,PHI,2012,2,3
PHI201304220,PHI,8,PIT,2012,3,2
PHI201304230,PIT,7,PHI,2012,2,0
PHI201304230,PHI,4,PIT,2012,0,2
PHI201304240,PIT,6,PHI,2012,5,3
PHI201304240,PHI,10,PIT,2012,3,5
PHI201304250,PIT,14,PHI,2012,6,4
PHI201304250,PHI,7,PIT,2012,4,6
PHI201305020,MIA,7,PHI,2012,2,7
PHI201305020,PHI,8,MIA,2012,7,2
PHI201305030,MIA,6,PHI,2012,1,4
PHI201305030,PHI,8,MIA,2012,4,1
PHI201305040,MIA,4,PHI,2012,2,0
PHI201305040,PHI,1,MIA,2012,0,2
PHI201305050,MIA,13,PHI,2012,14,2
PHI201305050,PHI,4,MIA,2012,2,14
PHI201305140,CLE,7,PHI,2012,2,6
PHI201305140,PHI,10,CLE,2012,5,2
