id,team,hit,opponent,year,score_team,score_opponent
ARI201308060,ARI,8,TBA,2013,6,1
ARI201308070,TBA,16,ARI,2013,8,9
ARI201308070,ARI,12,TBA,2013,9,8
ARI201308090,NYN,8,ARI,2013,4,4
ARI201308090,ARI,10,NYN,2013,4,4
ARI201308100,NYN,9,ARI,2013,4,1
ARI201308100,ARI,11,NYN,2013,1,4
ARI201308110,NYN,11,ARI,2013,9,5
ARI201308110,ARI,11,NYN,2013,5,9
ARI201308120,BAL,10,ARI,2013,6,6
ARI201308120,ARI,9,BAL,2013,6,6
ARI201308130,BAL,6,ARI,2013,3,3
ARI201308130,ARI,9,BAL,2013,3,3
ARI201308140,BAL,14,ARI,2013,4,4
ARI201308140,ARI,11,BAL,2013,4,4
ARI201308260,SDN,5,ARI,2013,1,6
ARI201308260,ARI,8,SDN,2013,6,1
ARI201308270,SDN,14,ARI,2013,9,9
ARI201308270,ARI,12,SDN,2013,9,9
ARI201308280,SDN,11,ARI,2013,5,1
ARI201308280,ARI,10,SDN,2013,1,5
ARI201308300,SFN,3,ARI,2013,1,0
ARI201308300,ARI,7,SFN,2013,0,1
ARI201308310,SFN,11,ARI,2013,3,3
ARI201308310,ARI,12,SFN,2013,3,3
ARI201309010,SFN,15,ARI,2013,8,2
ARI201309010,ARI,9,SFN,2013,2,8
ARI201309020,TOR,5,ARI,2013,4,0
ARI201309020,ARI,4,TOR,2013,1,4
ARI201309030,TOR,15,ARI,2013,10,4
ARI201309030,ARI,7,TOR,2013,4,10
ARI201309040,TOR,5,ARI,2013,3,3
ARI201309040,ARI,9,TOR,2013,3,3
ARI201309130,COL,16,ARI,2013,7,2
ARI201309130,ARI,12,COL,2013,5,7
ARI201309140,COL,7,ARI,2013,2,9
ARI201309140,ARI,16,COL,2013,9,2
ARI201309150,COL,8,ARI,2013,2,8
ARI201309150,ARI,12,COL,2013,8,2
ARI201309160,LAN,4,ARI,2013,1,2
ARI201309160,ARI,2,LAN,2013,2,1
ARI201309170,LAN,12,ARI,2013,9,3
ARI201309170,ARI,8,LAN,2013,3,9
ARI201309180,LAN,12,ARI,2013,4,9
ARI201309180,ARI,12,LAN,2013,9,3
ARI201309190,LAN,11,ARI,2013,7,6
ARI201309190,ARI,10,LAN,2013,6,7
ARI201309270,WAS,9,ARI,2013,8,2
ARI201309270,ARI,9,WAS,2013,4,8
ARI201309280,WAS,6,ARI,2013,2,0
ARI201309280,ARI,5,WAS,2013,0,2
ARI201309290,WAS,8,ARI,2013,2,3
ARI201309290,ARI,7,WAS,2013,3,2
ATL201304010,PHI,10,ATL,2013,5,7
ATL201304010,ATL,10,PHI,2013,7,5
ATL201304030,PHI,9,ATL,2013,2,9
ATL201304030,ATL,9,PHI,2013,9,2
ATL201304040,PHI,8,ATL,2013,2,0
ATL201304040,ATL,2,PHI,2013,0,2
ATL201304050,CHN,5,ATL,2013,1,4
ATL201304050,ATL,6,CHN,2013,4,1
ATL201304060,CHN,13,ATL,2013,5,4
ATL201304060,ATL,12,CHN,2013,5,5
ATL201304070,CHN,5,ATL,2013,1,5
ATL201304070,ATL,6,CHN,2013,5,1
ATL201304160,KCA,9,ATL,2013,3,6
ATL201304160,ATL,9,KCA,2013,6,2
ATL201304170,KCA,8,ATL,2013,1,0
ATL201304170,ATL,6,KCA,2013,0,1
ATL201304290,WAS,10,ATL,2013,2,3
ATL201304290,ATL,7,WAS,2013,3,2
ATL201304300,WAS,3,ATL,2013,1,8
ATL201304300,ATL,12,WAS,2013,8,1
ATL201305010,WAS,3,ATL,2013,2,0
ATL201305010,ATL,2,WAS,2013,0,2
ATL201305020,WAS,8,ATL,2013,3,1
ATL201305020,ATL,5,WAS,2013,1,3
ATL201305030,NYN,7,ATL,2013,7,5
ATL201305030,ATL,10,NYN,2013,5,7
ATL201305050,NYN,6,ATL,2013,4,9
ATL201305050,ATL,12,NYN,2013,9,4
ATL201305170,LAN,10,ATL,2013,5,8
ATL201305170,ATL,9,LAN,2013,8,5
ATL201305180,LAN,2,ATL,2013,1,3
ATL201305180,ATL,7,LAN,2013,3,1
ATL201305190,LAN,3,ATL,2013,2,5
ATL201305190,ATL,8,LAN,2013,5,2
ATL201305200,MIN,6,ATL,2013,1,5
ATL201305200,ATL,9,MIN,2013,5,0
ATL201305210,MIN,10,ATL,2013,4,4
ATL201305210,ATL,10,MIN,2013,4,4
ATL201305220,MIN,9,ATL,2013,3,8
ATL201305220,ATL,10,MIN,2013,8,1
ATL201305290,TOR,8,ATL,2013,3,0
ATL201305290,ATL,4,TOR,2013,0,3
ATL201305300,TOR,7,ATL,2013,3,11
ATL201305300,ATL,15,TOR,2013,11,3
ATL201305310,WAS,9,ATL,2013,3,2
ATL201305310,ATL,4,WAS,2013,2,3
ATL201306010,WAS,5,ATL,2013,1,1
ATL201306010,ATL,5,WAS,2013,1,1
ATL201306020,WAS,5,ATL,2013,3,6
ATL201306020,ATL,9,WAS,2013,6,3
ATL201306030,PIT,9,ATL,2013,2,7
ATL201306030,ATL,10,PIT,2013,7,1
ATL201306040,PIT,5,ATL,2013,4,4
ATL201306040,ATL,10,PIT,2013,4,4
ATL201306050,PIT,1,ATL,2013,0,5
ATL201306050,ATL,7,PIT,2013,5,0
ATL201306140,SFN,11,ATL,2013,6,0
ATL201306140,ATL,3,SFN,2013,0,6
ATL201306150,SFN,11,ATL,2013,5,4
ATL201306150,ATL,11,SFN,2013,5,5
ATL201306160,SFN,7,ATL,2013,0,3
ATL201306160,ATL,7,SFN,2013,3,0
ATL201306170,NYN,7,ATL,2013,1,0
ATL201306170,ATL,5,NYN,2013,0,1
ATL201306181,NYN,7,ATL,2013,4,3
ATL201306181,ATL,6,NYN,2013,3,4
ATL201306182,NYN,14,ATL,2013,6,1
ATL201306182,ATL,7,NYN,2013,1,6
ATL201306190,NYN,6,ATL,2013,3,5
ATL201306190,ATL,7,NYN,2013,5,3
ATL201306200,NYN,9,ATL,2013,4,3
ATL201306200,ATL,13,NYN,2013,3,4
ATL201306280,ARI,4,ATL,2013,0,3
ATL201306280,ATL,11,ARI,2013,3,0
ATL201306290,ARI,10,ATL,2013,5,11
ATL201306290,ATL,11,ARI,2013,11,5
ATL201306300,ARI,8,ATL,2013,2,6
ATL201306300,ATL,10,ARI,2013,6,2
ATL201307020,MIA,12,ATL,2013,3,11
ATL201307020,ATL,17,MIA,2013,11,3
ATL201307030,MIA,9,ATL,2013,6,2
ATL201307030,ATL,10,MIA,2013,3,6
ATL201307040,MIA,10,ATL,2013,4,3
ATL201307040,ATL,7,MIA,2013,3,4
ATL201307110,CIN,11,ATL,2013,5,6
ATL201307110,ATL,11,CIN,2013,6,5
ATL201307120,CIN,10,ATL,2013,4,1
ATL201307120,ATL,4,CIN,2013,2,4
ATL201307130,CIN,7,ATL,2013,2,5
ATL201307130,ATL,11,CIN,2013,5,2
ATL201307140,CIN,11,ATL,2013,8,3
ATL201307140,ATL,9,CIN,2013,4,8
ATL201307260,SLN,4,ATL,2013,1,4
ATL201307260,ATL,8,SLN,2013,4,1
ATL201307270,SLN,2,ATL,2013,0,2
ATL201307270,ATL,9,SLN,2013,2,0
ATL201307280,SLN,8,ATL,2013,2,5
ATL201307280,ATL,12,SLN,2013,5,2
ATL201307290,COL,15,ATL,2013,8,8
ATL201307290,ATL,12,COL,2013,8,8
ATL201307300,COL,7,ATL,2013,3,11
ATL201307300,ATL,14,COL,2013,11,3
ATL201307310,COL,5,ATL,2013,0,9
ATL201307310,ATL,15,COL,2013,9,0
ATL201308010,COL,9,ATL,2013,2,11
ATL201308010,ATL,14,COL,2013,11,2
ATL201308090,MIA,4,ATL,2013,0,5
ATL201308090,ATL,7,MIA,2013,5,0
ATL201308100,MIA,3,ATL,2013,1,0
ATL201308100,ATL,3,MIA,2013,0,1
ATL201308110,MIA,6,ATL,2013,4,9
ATL201308110,ATL,12,MIA,2013,9,4
ATL201308120,PHI,8,ATL,2013,5,0
ATL201308120,ATL,6,PHI,2013,1,5
ATL201308130,PHI,6,ATL,2013,1,3
ATL201308130,ATL,8,PHI,2013,3,1
ATL201308140,PHI,8,ATL,2013,3,6
ATL201308140,ATL,9,PHI,2013,6,2
ATL201308160,WAS,9,ATL,2013,2,2
ATL201308160,ATL,9,WAS,2013,2,2
ATL201308170,WAS,17,ATL,2013,8,7
ATL201308170,ATL,9,WAS,2013,7,8
ATL201308180,WAS,8,ATL,2013,1,2
ATL201308180,ATL,5,WAS,2013,2,1
ATL201308270,CLE,6,ATL,2013,0,2
ATL201308270,ATL,3,CLE,2013,2,0
ATL201308280,CLE,9,ATL,2013,2,2
ATL201308280,ATL,10,CLE,2013,2,2
ATL201308290,CLE,7,ATL,2013,1,3
ATL201308290,ATL,8,CLE,2013,3,1
ATL201308300,MIA,5,ATL,2013,1,2
ATL201308300,ATL,5,MIA,2013,2,1
ATL201308310,MIA,7,ATL,2013,4,4
ATL201308310,ATL,11,MIA,2013,4,4
ATL201309010,MIA,13,ATL,2013,7,0
ATL201309010,ATL,8,MIA,2013,0,7
ATL201309020,NYN,10,ATL,2013,5,13
ATL201309020,ATL,17,NYN,2013,13,5
ATL201309030,NYN,8,ATL,2013,1,3
ATL201309030,ATL,7,NYN,2013,3,1
ATL201309040,NYN,12,ATL,2013,5,2
ATL201309040,ATL,7,NYN,2013,2,5
ATL201309130,SDN,10,ATL,2013,4,3
ATL201309130,ATL,5,SDN,2013,3,4
ATL201309140,SDN,5,ATL,2013,1,2
ATL201309140,ATL,9,SDN,2013,2,0
ATL201309150,SDN,9,ATL,2013,4,0
ATL201309150,ATL,4,SDN,2013,0,4
ATL201309230,MIL,11,ATL,2013,5,0
ATL201309230,ATL,3,MIL,2013,0,5
ATL201309240,MIL,7,ATL,2013,2,2
ATL201309240,ATL,10,MIL,2013,2,2
ATL201309250,MIL,12,ATL,2013,4,0
ATL201309250,ATL,2,MIL,2013,0,4
ATL201309260,PHI,9,ATL,2013,1,7
ATL201309260,ATL,12,PHI,2013,7,1
ATL201309270,PHI,2,ATL,2013,0,1
ATL201309270,ATL,3,PHI,2013,1,0
ATL201309280,PHI,13,ATL,2013,5,1
ATL201309280,ATL,12,PHI,2013,4,5
ATL201309290,PHI,10,ATL,2013,5,12
ATL201309290,ATL,17,PHI,2013,12,5
BAL201304050,MIN,10,BAL,2013,5,9
BAL201304050,BAL,14,MIN,2013,9,5
BAL201304060,MIN,9,BAL,2013,6,5
BAL201304060,BAL,11,MIN,2013,5,6
BAL201304070,MIN,4,BAL,2013,4,3
BAL201304070,BAL,7,MIN,2013,3,4
BAL201304160,TBA,6,BAL,2013,4,5
BAL201304160,BAL,6,TBA,2013,5,4
BAL201304170,TBA,11,BAL,2013,6,2
BAL201304170,BAL,5,TBA,2013,2,6
BAL201304180,TBA,11,BAL,2013,6,6
BAL201304180,BAL,14,TBA,2013,6,6
BAL201304201,LAN,8,BAL,2013,5,7
BAL201304201,BAL,10,LAN,2013,7,5
BAL201304202,LAN,6,BAL,2013,1,6
BAL201304202,BAL,8,LAN,2013,6,1
BAL201304210,LAN,8,BAL,2013,7,4
BAL201304210,BAL,10,LAN,2013,4,7
BAL201304220,TOR,4,BAL,2013,1,1
BAL201304220,BAL,5,TOR,2013,1,1
BAL201304230,TOR,6,BAL,2013,3,4
BAL201304230,BAL,6,TOR,2013,4,3
BAL201304240,TOR,8,BAL,2013,6,5
BAL201304240,BAL,8,TOR,2013,5,6
BAL201305070,KCA,10,BAL,2013,3,4
BAL201305070,BAL,8,KCA,2013,4,3
BAL201305080,KCA,7,BAL,2013,3,5
BAL201305080,BAL,5,KCA,2013,5,3
BAL201305090,KCA,9,BAL,2013,6,2
BAL201305090,BAL,8,KCA,2013,2,6
BAL201305140,SDN,8,BAL,2013,2,2
BAL201305140,BAL,5,SDN,2013,2,3
BAL201305150,SDN,17,BAL,2013,7,3
BAL201305150,BAL,11,SDN,2013,4,8
BAL201305170,TBA,17,BAL,2013,12,10
BAL201305170,BAL,13,TBA,2013,10,12
BAL201305180,TBA,11,BAL,2013,10,6
BAL201305180,BAL,13,TBA,2013,6,10
BAL201305190,TBA,7,BAL,2013,3,1
BAL201305190,BAL,5,TBA,2013,1,3
BAL201305200,NYA,9,BAL,2013,6,4
BAL201305200,BAL,13,NYA,2013,4,6
BAL201305210,NYA,5,BAL,2013,2,2
BAL201305210,BAL,8,NYA,2013,2,2
BAL201305220,NYA,7,BAL,2013,3,6
BAL201305220,BAL,14,NYA,2013,6,2
BAL201305290,WAS,8,BAL,2013,6,9
BAL201305290,BAL,13,WAS,2013,9,6
BAL201305300,WAS,3,BAL,2013,0,2
BAL201305300,BAL,9,WAS,2013,2,0
BAL201305310,DET,8,BAL,2013,5,3
BAL201305310,BAL,7,DET,2013,4,5
BAL201306010,DET,12,BAL,2013,10,3
BAL201306010,BAL,9,DET,2013,3,10
BAL201306020,DET,10,BAL,2013,2,4
BAL201306020,BAL,10,DET,2013,4,2
BAL201306100,ANA,8,BAL,2013,3,4
BAL201306100,BAL,7,ANA,2013,4,3
BAL201306110,ANA,6,BAL,2013,2,3
BAL201306110,BAL,8,ANA,2013,3,1
BAL201306120,ANA,12,BAL,2013,9,5
BAL201306120,BAL,10,ANA,2013,5,9
BAL201306130,BOS,9,BAL,2013,4,4
BAL201306130,BAL,12,BOS,2013,4,4
BAL201306140,BOS,3,BAL,2013,0,2
BAL201306140,BAL,5,BOS,2013,2,0
BAL201306150,BOS,9,BAL,2013,5,2
BAL201306150,BAL,10,BOS,2013,4,5
BAL201306160,BOS,6,BAL,2013,3,6
BAL201306160,BAL,14,BOS,2013,6,3
BAL201306240,CLE,9,BAL,2013,5,2
BAL201306240,BAL,9,CLE,2013,2,5
BAL201306250,CLE,6,BAL,2013,3,6
BAL201306250,BAL,6,CLE,2013,6,3
BAL201306260,CLE,6,BAL,2013,4,3
BAL201306260,BAL,4,CLE,2013,3,4
BAL201306270,CLE,10,BAL,2013,3,7
BAL201306270,BAL,11,CLE,2013,7,3
BAL201306280,NYA,11,BAL,2013,3,4
BAL201306280,BAL,5,NYA,2013,4,3
BAL201306290,NYA,11,BAL,2013,3,11
BAL201306290,BAL,15,NYA,2013,11,2
BAL201306300,NYA,6,BAL,2013,2,4
BAL201306300,BAL,8,NYA,2013,4,2
BAL201307080,TEX,12,BAL,2013,8,5
BAL201307080,BAL,10,TEX,2013,5,8
BAL201307090,TEX,14,BAL,2013,8,4
BAL201307090,BAL,6,TEX,2013,4,8
BAL201307100,TEX,4,BAL,2013,1,6
BAL201307100,BAL,10,TEX,2013,6,1
BAL201307110,TEX,7,BAL,2013,1,3
BAL201307110,BAL,6,TEX,2013,3,1
BAL201307120,TOR,14,BAL,2013,5,8
BAL201307120,BAL,9,TOR,2013,8,3
BAL201307130,TOR,12,BAL,2013,7,3
BAL201307130,BAL,7,TOR,2013,3,7
BAL201307140,TOR,9,BAL,2013,4,7
BAL201307140,BAL,8,TOR,2013,7,3
BAL201307260,BOS,4,BAL,2013,0,6
BAL201307260,BAL,10,BOS,2013,6,0
BAL201307270,BOS,10,BAL,2013,7,3
BAL201307270,BAL,8,BOS,2013,3,7
BAL201307280,BOS,10,BAL,2013,5,0
BAL201307280,BAL,5,BOS,2013,0,5
BAL201307300,HOU,7,BAL,2013,3,4
BAL201307300,BAL,3,HOU,2013,4,3
BAL201307310,HOU,15,BAL,2013,11,0
BAL201307310,BAL,7,HOU,2013,0,11
BAL201308010,HOU,6,BAL,2013,3,6
BAL201308010,BAL,11,HOU,2013,6,3
BAL201308020,SEA,12,BAL,2013,8,11
BAL201308020,BAL,11,SEA,2013,11,8
BAL201308030,SEA,15,BAL,2013,8,4
BAL201308030,BAL,6,SEA,2013,4,8
BAL201308040,SEA,6,BAL,2013,3,2
BAL201308040,BAL,8,SEA,2013,2,3
BAL201308160,COL,8,BAL,2013,6,2
BAL201308160,BAL,5,COL,2013,3,6
BAL201308170,COL,12,BAL,2013,4,8
BAL201308170,BAL,10,COL,2013,8,4
BAL201308180,COL,8,BAL,2013,2,7
BAL201308180,BAL,15,COL,2013,7,2
BAL201308190,TBA,10,BAL,2013,4,3
BAL201308190,BAL,15,TBA,2013,3,4
BAL201308200,TBA,15,BAL,2013,7,2
BAL201308200,BAL,5,TBA,2013,4,7
BAL201308210,TBA,7,BAL,2013,2,4
BAL201308210,BAL,8,TBA,2013,4,2
BAL201308230,OAK,12,BAL,2013,7,9
BAL201308230,BAL,7,OAK,2013,9,7
BAL201308240,OAK,4,BAL,2013,2,1
BAL201308240,BAL,5,OAK,2013,1,2
BAL201308250,OAK,6,BAL,2013,3,10
BAL201308250,BAL,13,OAK,2013,10,3
BAL201309050,CHA,5,BAL,2013,1,3
BAL201309050,BAL,7,CHA,2013,3,1
BAL201309060,CHA,5,BAL,2013,0,4
BAL201309060,BAL,9,CHA,2013,4,0
BAL201309070,CHA,7,BAL,2013,3,2
BAL201309070,BAL,13,CHA,2013,2,3
BAL201309080,CHA,10,BAL,2013,4,1
BAL201309080,BAL,6,CHA,2013,2,4
BAL201309090,NYA,5,BAL,2013,2,4
BAL201309090,BAL,7,NYA,2013,4,2
BAL201309100,NYA,11,BAL,2013,7,5
BAL201309100,BAL,6,NYA,2013,5,7
BAL201309110,NYA,6,BAL,2013,5,3
BAL201309110,BAL,13,NYA,2013,4,5
BAL201309120,NYA,8,BAL,2013,6,5
BAL201309120,BAL,10,NYA,2013,5,6
BAL201309240,TOR,9,BAL,2013,3,2
BAL201309240,BAL,10,TOR,2013,2,3
BAL201309250,TOR,15,BAL,2013,5,9
BAL201309250,BAL,13,TOR,2013,9,4
BAL201309260,TOR,6,BAL,2013,2,3
BAL201309260,BAL,9,TOR,2013,3,2
BAL201309270,BOS,16,BAL,2013,12,3
BAL201309270,BAL,8,BOS,2013,3,12
BAL201309280,BOS,14,BAL,2013,5,6
BAL201309280,BAL,12,BOS,2013,6,5
BAL201309290,BOS,13,BAL,2013,6,7
BAL201309290,BAL,10,BOS,2013,7,5
BOS201304080,BAL,5,BOS,2013,1,3
BOS201304080,BOS,5,BAL,2013,3,0
BOS201304100,BAL,6,BOS,2013,8,5
BOS201304100,BOS,5,BAL,2013,5,8
BOS201304110,BAL,9,BOS,2013,3,2
BOS201304110,BOS,8,BAL,2013,2,3
BOS201304130,TBA,6,BOS,2013,1,1
BOS201304130,BOS,7,TBA,2013,1,1
BOS201304140,TBA,3,BOS,2013,0,5
BOS201304140,BOS,8,TBA,2013,5,0
BOS201304150,TBA,4,BOS,2013,2,2
BOS201304150,BOS,4,TBA,2013,2,2
BOS201304200,KCA,10,BOS,2013,3,4
BOS201304200,BOS,7,KCA,2013,4,2
BOS201304211,KCA,8,BOS,2013,4,2
BOS201304211,BOS,8,KCA,2013,2,4
BOS201304212,KCA,9,BOS,2013,5,4
BOS201304212,BOS,10,KCA,2013,4,5
BOS201304220,OAK,5,BOS,2013,6,9
BOS201304220,BOS,9,OAK,2013,9,6
BOS201304230,OAK,13,BOS,2013,13,0
BOS201304230,BOS,3,OAK,2013,0,13
BOS201304240,OAK,9,BOS,2013,5,6
BOS201304240,BOS,10,OAK,2013,6,5
BOS201304250,HOU,7,BOS,2013,2,7
BOS201304250,BOS,11,HOU,2013,7,2
BOS201304260,HOU,7,BOS,2013,3,7
BOS201304260,BOS,17,HOU,2013,7,3
BOS201304270,HOU,5,BOS,2013,4,8
BOS201304270,BOS,12,HOU,2013,8,4
BOS201304280,HOU,7,BOS,2013,1,6
BOS201304280,BOS,11,HOU,2013,6,1
BOS201305060,MIN,10,BOS,2013,5,5
BOS201305060,BOS,17,MIN,2013,5,5
BOS201305070,MIN,8,BOS,2013,6,0
BOS201305070,BOS,4,MIN,2013,1,6
BOS201305080,MIN,19,BOS,2013,15,8
BOS201305080,BOS,12,MIN,2013,8,15
BOS201305090,MIN,6,BOS,2013,5,3
BOS201305090,BOS,9,MIN,2013,3,5
BOS201305100,TOR,1,BOS,2013,0,5
BOS201305100,BOS,10,TOR,2013,5,0
BOS201305110,TOR,8,BOS,2013,3,2
BOS201305110,BOS,8,TOR,2013,2,3
BOS201305120,TOR,12,BOS,2013,12,4
BOS201305120,BOS,10,TOR,2013,4,12
BOS201305230,CLE,16,BOS,2013,12,3
BOS201305230,BOS,7,CLE,2013,3,12
BOS201305240,CLE,4,BOS,2013,1,8
BOS201305240,BOS,9,CLE,2013,8,1
BOS201305250,CLE,11,BOS,2013,4,7
BOS201305250,BOS,11,CLE,2013,7,4
BOS201305260,CLE,7,BOS,2013,5,2
BOS201305260,BOS,7,CLE,2013,4,5
BOS201305270,PHI,11,BOS,2013,3,9
BOS201305270,BOS,15,PHI,2013,9,3
BOS201305280,PHI,9,BOS,2013,3,1
BOS201305280,BOS,4,PHI,2013,1,3
BOS201306040,TEX,9,BOS,2013,5,17
BOS201306040,BOS,19,TEX,2013,17,5
BOS201306050,TEX,7,BOS,2013,3,2
BOS201306050,BOS,5,TEX,2013,2,3
BOS201306060,TEX,10,BOS,2013,3,3
BOS201306060,BOS,13,TEX,2013,3,3
BOS201306081,ANA,12,BOS,2013,9,2
BOS201306081,BOS,14,ANA,2013,5,9
BOS201306082,ANA,7,BOS,2013,2,7
BOS201306082,BOS,13,ANA,2013,7,2
BOS201306090,ANA,9,BOS,2013,5,10
BOS201306090,BOS,11,ANA,2013,10,5
BOS201306181,TBA,6,BOS,2013,1,5
BOS201306181,BOS,8,TBA,2013,5,1
BOS201306182,TBA,4,BOS,2013,1,1
BOS201306182,BOS,7,TBA,2013,1,1
BOS201306190,TBA,15,BOS,2013,6,2
BOS201306190,BOS,7,TBA,2013,2,6
BOS201306250,COL,12,BOS,2013,4,11
BOS201306250,BOS,20,COL,2013,11,4
BOS201306260,COL,9,BOS,2013,3,5
BOS201306260,BOS,10,COL,2013,5,3
BOS201306270,TOR,5,BOS,2013,4,7
BOS201306270,BOS,9,TOR,2013,7,4
BOS201306280,TOR,8,BOS,2013,5,7
BOS201306280,BOS,15,TOR,2013,7,5
BOS201306290,TOR,10,BOS,2013,5,2
BOS201306290,BOS,10,TOR,2013,2,6
BOS201306300,TOR,11,BOS,2013,4,4
BOS201306300,BOS,9,TOR,2013,4,4
BOS201307020,SDN,6,BOS,2013,1,4
BOS201307020,BOS,9,SDN,2013,4,1
BOS201307030,SDN,6,BOS,2013,1,1
BOS201307030,BOS,9,SDN,2013,1,1
BOS201307040,SDN,7,BOS,2013,2,8
BOS201307040,BOS,18,SDN,2013,8,2
BOS201307190,NYA,5,BOS,2013,2,4
BOS201307190,BOS,8,NYA,2013,4,2
BOS201307200,NYA,12,BOS,2013,5,2
BOS201307200,BOS,7,NYA,2013,2,5
BOS201307210,NYA,13,BOS,2013,7,7
BOS201307210,BOS,11,NYA,2013,7,7
BOS201307220,TBA,8,BOS,2013,3,0
BOS201307220,BOS,2,TBA,2013,0,3
BOS201307230,TBA,7,BOS,2013,2,6
BOS201307230,BOS,12,TBA,2013,6,2
BOS201307240,TBA,11,BOS,2013,5,1
BOS201307240,BOS,5,TBA,2013,1,5
BOS201307290,TBA,9,BOS,2013,2,1
BOS201307290,BOS,5,TBA,2013,1,2
BOS201307300,SEA,8,BOS,2013,2,8
BOS201307300,BOS,11,SEA,2013,8,1
BOS201307310,SEA,16,BOS,2013,4,4
BOS201307310,BOS,13,SEA,2013,4,4
BOS201308010,SEA,11,BOS,2013,7,2
BOS201308010,BOS,13,SEA,2013,7,7
BOS201308020,ARI,16,BOS,2013,7,6
BOS201308020,BOS,9,ARI,2013,6,7
BOS201308030,ARI,6,BOS,2013,2,5
BOS201308030,BOS,9,ARI,2013,5,2
BOS201308040,ARI,8,BOS,2013,0,4
BOS201308040,BOS,9,ARI,2013,4,0
BOS201308160,NYA,15,BOS,2013,10,3
BOS201308160,BOS,10,NYA,2013,3,10
BOS201308170,NYA,8,BOS,2013,1,6
BOS201308170,BOS,14,NYA,2013,6,1
BOS201308180,NYA,17,BOS,2013,9,6
BOS201308180,BOS,9,NYA,2013,6,9
BOS201308270,BAL,4,BOS,2013,2,13
BOS201308270,BOS,14,BAL,2013,13,2
BOS201308280,BAL,7,BOS,2013,3,4
BOS201308280,BOS,9,BAL,2013,4,3
BOS201308290,BAL,7,BOS,2013,3,2
BOS201308290,BOS,8,BAL,2013,2,3
BOS201308300,CHA,6,BOS,2013,3,4
BOS201308300,BOS,6,CHA,2013,4,3
BOS201308310,CHA,5,BOS,2013,2,7
BOS201308310,BOS,15,CHA,2013,7,2
BOS201309010,CHA,11,BOS,2013,6,7
BOS201309010,BOS,8,CHA,2013,7,6
BOS201309020,DET,8,BOS,2013,3,0
BOS201309020,BOS,6,DET,2013,0,3
BOS201309030,DET,9,BOS,2013,1,2
BOS201309030,BOS,6,DET,2013,2,1
BOS201309040,DET,8,BOS,2013,4,20
BOS201309040,BOS,19,DET,2013,20,4
BOS201309130,NYA,8,BOS,2013,4,8
BOS201309130,BOS,11,NYA,2013,8,4
BOS201309140,NYA,3,BOS,2013,1,5
BOS201309140,BOS,9,NYA,2013,5,1
BOS201309150,NYA,5,BOS,2013,2,9
BOS201309150,BOS,11,NYA,2013,9,1
BOS201309170,BAL,6,BOS,2013,3,2
BOS201309170,BOS,3,BAL,2013,2,3
BOS201309180,BAL,10,BOS,2013,5,3
BOS201309180,BOS,15,BAL,2013,3,5
BOS201309190,BAL,2,BOS,2013,1,3
BOS201309190,BOS,7,BAL,2013,3,1
BOS201309200,TOR,10,BOS,2013,3,6
BOS201309200,BOS,12,TOR,2013,6,3
BOS201309210,TOR,9,BOS,2013,4,2
BOS201309210,BOS,5,TOR,2013,2,4
BOS201309220,TOR,6,BOS,2013,2,5
BOS201309220,BOS,6,TOR,2013,5,2
CHA201304010,KCA,7,CHA,2013,0,1
CHA201304010,CHA,8,KCA,2013,1,0
CHA201304030,KCA,5,CHA,2013,2,5
CHA201304030,CHA,8,KCA,2013,5,2
CHA201304040,KCA,5,CHA,2013,3,1
CHA201304040,CHA,8,KCA,2013,1,3
CHA201304050,SEA,12,CHA,2013,8,6
CHA201304050,CHA,10,SEA,2013,7,8
CHA201304060,SEA,6,CHA,2013,3,4
CHA201304060,CHA,6,SEA,2013,4,3
CHA201304070,SEA,7,CHA,2013,3,3
CHA201304070,CHA,5,SEA,2013,3,3
CHA201304200,MIN,8,CHA,2013,2,1
CHA201304200,CHA,6,MIN,2013,1,2
CHA201304210,MIN,6,CHA,2013,5,3
CHA201304210,CHA,5,MIN,2013,3,5
CHA201304220,CLE,6,CHA,2013,3,2
CHA201304220,CHA,5,CLE,2013,2,3
CHA201304240,CLE,5,CHA,2013,2,3
CHA201304240,CHA,5,CLE,2013,3,2
CHA201304250,TBA,5,CHA,2013,2,5
CHA201304250,CHA,7,TBA,2013,5,2
CHA201304260,TBA,10,CHA,2013,4,5
CHA201304260,CHA,8,TBA,2013,5,3
CHA201304270,TBA,19,CHA,2013,10,4
CHA201304270,CHA,9,TBA,2013,4,10
CHA201304280,TBA,8,CHA,2013,8,3
CHA201304280,CHA,6,TBA,2013,3,8
CHA201305100,ANA,11,CHA,2013,7,5
CHA201305100,CHA,7,ANA,2013,5,7
CHA201305110,ANA,7,CHA,2013,3,2
CHA201305110,CHA,8,ANA,2013,2,3
CHA201305120,ANA,1,CHA,2013,0,3
CHA201305120,CHA,8,ANA,2013,3,0
CHA201305200,BOS,6,CHA,2013,4,6
CHA201305200,CHA,8,BOS,2013,6,4
CHA201305210,BOS,4,CHA,2013,1,3
CHA201305210,CHA,7,BOS,2013,3,1
CHA201305220,BOS,9,CHA,2013,6,1
CHA201305220,CHA,6,BOS,2013,2,6
CHA201305240,MIA,7,CHA,2013,3,3
CHA201305240,CHA,10,MIA,2013,3,3
CHA201305250,MIA,6,CHA,2013,1,1
CHA201305250,CHA,10,MIA,2013,1,1
