id,team,game,teamhit5game,year
TBA201305160,BOS,144,37,2013
TBA201306100,BOS,145,42,2013
TBA201306110,BOS,146,33,2013
TBA201306120,BOS,147,30,2013
TBA201309100,BOS,148,32,2013
TBA201309110,BOS,149,33,2013
TBA201309120,BOS,150,36,2013
TEX201305030,BOS,151,32,2013
TEX201305040,BOS,152,41,2013
TEX201305050,BOS,153,43,2013
TOR201304050,BOS,154,53,2013
TOR201304060,BOS,155,47,2013
TOR201304070,BOS,156,55,2013
TOR201304300,BOS,157,49,2013
TOR201305010,BOS,158,51,2013
ANA201305160,CHA,1,44,2013
ANA201305170,CHA,2,40,2013
ANA201305180,CHA,3,39,2013
ANA201305190,CHA,4,32,2013
BAL201309050,CHA,5,33,2013
BAL201309060,CHA,6,33,2013
BAL201309070,CHA,7,39,2013
BAL201309080,CHA,8,40,2013
BOS201308300,CHA,9,38,2013
BOS201308310,CHA,10,40,2013
BOS201309010,CHA,11,45,2013
CHA201304010,CHA,12,40,2013
CHA201304030,CHA,13,37,2013
CHA201304040,CHA,14,35,2013
CHA201304050,CHA,15,32,2013
CHA201304060,CHA,16,27,2013
CHA201304070,CHA,17,26,2013
CHA201304200,CHA,18,28,2013
CHA201304210,CHA,19,30,2013
CHA201304220,CHA,20,34,2013
CHA201304240,CHA,21,35,2013
CHA201304250,CHA,22,37,2013
CHA201304260,CHA,23,38,2013
CHA201304270,CHA,24,38,2013
CHA201304280,CHA,25,37,2013
CHA201305100,CHA,26,38,2013
CHA201305110,CHA,27,37,2013
CHA201305120,CHA,28,39,2013
CHA201305200,CHA,29,41,2013
CHA201305210,CHA,30,41,2013
CHA201305220,CHA,31,36,2013
CHA201305240,CHA,32,39,2013
CHA201305250,CHA,33,34,2013
CHA201305260,CHA,34,31,2013
CHA201305270,CHA,35,30,2013
CHA201306060,CHA,36,43,2013
CHA201306070,CHA,37,45,2013
CHA201306080,CHA,38,47,2013
CHA201306090,CHA,39,44,2013
CHA201306100,CHA,40,50,2013
CHA201306110,CHA,41,48,2013
CHA201306250,CHA,42,48,2013
CHA201306260,CHA,43,47,2013
CHA201306281,CHA,44,53,2013
CHA201306282,CHA,45,49,2013
CHA201306290,CHA,46,43,2013
CHA201306300,CHA,47,37,2013
CHA201307020,CHA,48,40,2013
CHA201307030,CHA,49,43,2013
CHA201307040,CHA,50,39,2013
CHA201307080,CHA,51,37,2013
CHA201307190,CHA,52,37,2013
CHA201307200,CHA,53,39,2013
CHA201307210,CHA,54,37,2013
CHA201307220,CHA,55,41,2013
CHA201307230,CHA,56,41,2013
CHA201307240,CHA,57,43,2013
CHA201307250,CHA,58,46,2013
CHA201307260,CHA,59,45,2013
CHA201307270,CHA,60,48,2013
CHA201307280,CHA,61,50,2013
CHA201308050,CHA,62,51,2013
CHA201308060,CHA,63,44,2013
CHA201308070,CHA,64,41,2013
CHA201308091,CHA,65,43,2013
CHA201308092,CHA,66,46,2013
CHA201308100,CHA,67,52,2013
CHA201308110,CHA,68,56,2013
CHA201308120,CHA,69,58,2013
CHA201308130,CHA,70,51,2013
CHA201308140,CHA,71,55,2013
CHA201308230,CHA,72,50,2013
CHA201308240,CHA,73,49,2013
CHA201308250,CHA,74,48,2013
CHA201308260,CHA,75,48,2013
CHA201308270,CHA,76,39,2013
CHA201308280,CHA,77,39,2013
CHA201309090,CHA,78,38,2013
CHA201309100,CHA,79,39,2013
CHA201309110,CHA,80,39,2013
CHA201309120,CHA,81,47,2013
CHA201309130,CHA,82,49,2013
CHA201309140,CHA,83,46,2013
CHA201309150,CHA,84,45,2013
CHA201309160,CHA,85,44,2013
CHA201309170,CHA,86,35,2013
CHA201309180,CHA,87,33,2013
CHA201309230,CHA,88,33,2013
CHA201309260,CHA,89,34,2013
CHA201309270,CHA,90,36,2013
CHA201309280,CHA,91,37,2013
CHA201309290,CHA,92,35,2013
CHN201305290,CHA,93,37,2013
CHN201305300,CHA,94,34,2013
CLE201304120,CHA,95,37,2013
CLE201304130,CHA,96,42,2013
CLE201304140,CHA,97,40,2013
CLE201307290,CHA,98,41,2013
CLE201307300,CHA,99,43,2013
CLE201307310,CHA,100,55,2013
CLE201308010,CHA,101,54,2013
CLE201309240,CHA,102,60,2013
CLE201309250,CHA,103,58,2013
DET201307090,CHA,104,54,2013
DET201307100,CHA,105,41,2013
DET201307110,CHA,106,41,2013
DET201308020,CHA,107,42,2013
DET201308030,CHA,108,46,2013
DET201308040,CHA,109,48,2013
DET201309200,CHA,110,46,2013
DET201309210,CHA,111,45,2013
DET201309220,CHA,112,42,2013
HOU201306140,CHA,113,35,2013
HOU201306150,CHA,114,39,2013
HOU201306160,CHA,115,40,2013
HOU201306170,CHA,116,43,2013
KCA201305040,CHA,117,43,2013
KCA201305050,CHA,118,50,2013
KCA201305060,CHA,119,45,2013
KCA201306210,CHA,120,49,2013
KCA201306220,CHA,121,48,2013
KCA201306230,CHA,122,49,2013
KCA201308200,CHA,123,50,2013
KCA201308210,CHA,124,59,2013
KCA201308220,CHA,125,57,2013
MIN201305130,CHA,126,56,2013
MIN201305140,CHA,127,56,2013
MIN201305150,CHA,128,53,2013
MIN201306180,CHA,129,49,2013
MIN201306190,CHA,130,50,2013
MIN201306200,CHA,131,49,2013
MIN201308150,CHA,132,46,2013
MIN201308160,CHA,133,44,2013
MIN201308170,CHA,134,42,2013
MIN201308180,CHA,135,31,2013
NYA201309020,CHA,136,36,2013
NYA201309030,CHA,137,34,2013
NYA201309040,CHA,138,37,2013
NYN201305070,CHA,139,32,2013
NYN201305080,CHA,140,44,2013
OAK201305310,CHA,141,39,2013
OAK201306010,CHA,142,44,2013
OAK201306020,CHA,143,40,2013
PHI201307131,CHA,144,44,2013
PHI201307132,CHA,145,48,2013
PHI201307140,CHA,146,50,2013
SEA201306030,CHA,147,46,2013
SEA201306040,CHA,148,48,2013
SEA201306050,CHA,149,51,2013
TBA201307050,CHA,150,42,2013
TBA201307060,CHA,151,40,2013
TBA201307070,CHA,152,44,2013
TEX201304300,CHA,153,41,2013
TEX201305010,CHA,154,42,2013
TEX201305020,CHA,155,38,2013
TOR201304150,CHA,156,41,2013
TOR201304160,CHA,157,40,2013
TOR201304170,CHA,158,48,2013
ANA201306040,CHN,1,52,2013
ANA201306050,CHN,2,50,2013
ARI201307220,CHN,3,40,2013
ARI201307230,CHN,4,42,2013
ARI201307240,CHN,5,40,2013
ARI201307250,CHN,6,38,2013
ATL201304050,CHN,7,45,2013
ATL201304060,CHN,8,49,2013
ATL201304070,CHN,9,45,2013
CHA201305270,CHN,10,52,2013
CHA201307080,CHN,11,53,2013
CHN201304080,CHN,12,47,2013
CHN201304090,CHN,13,47,2013
CHN201304110,CHN,14,44,2013
CHN201304120,CHN,15,45,2013
CHN201304130,CHN,16,45,2013
CHN201304140,CHN,17,49,2013
CHN201304160,CHN,18,49,2013
CHN201304180,CHN,19,52,2013
CHN201304290,CHN,20,54,2013
CHN201304300,CHN,21,47,2013
CHN201305010,CHN,22,44,2013
CHN201305020,CHN,23,46,2013
CHN201305030,CHN,24,42,2013
CHN201305040,CHN,25,38,2013
CHN201305050,CHN,26,49,2013
CHN201305060,CHN,27,48,2013
CHN201305070,CHN,28,46,2013
CHN201305080,CHN,29,47,2013
CHN201305130,CHN,30,47,2013
CHN201305140,CHN,31,41,2013
CHN201305150,CHN,32,46,2013
CHN201305170,CHN,33,48,2013
CHN201305180,CHN,34,49,2013
CHN201305190,CHN,35,41,2013
CHN201305290,CHN,36,39,2013
CHN201305300,CHN,37,32,2013
CHN201305310,CHN,38,25,2013
CHN201306010,CHN,39,24,2013
CHN201306020,CHN,40,27,2013
CHN201306070,CHN,41,26,2013
CHN201306080,CHN,42,24,2013
CHN201306090,CHN,43,35,2013
CHN201306100,CHN,44,39,2013
CHN201306110,CHN,45,41,2013
CHN201306120,CHN,46,52,2013
CHN201306130,CHN,47,53,2013
CHN201306210,CHN,48,45,2013
CHN201306220,CHN,49,43,2013
CHN201306230,CHN,50,44,2013
CHN201307050,CHN,51,33,2013
CHN201307060,CHN,52,36,2013
CHN201307070,CHN,53,34,2013
CHN201307090,CHN,54,40,2013
CHN201307100,CHN,55,42,2013
CHN201307110,CHN,56,43,2013
CHN201307120,CHN,57,48,2013
CHN201307130,CHN,58,50,2013
CHN201307140,CHN,59,44,2013
CHN201307290,CHN,60,38,2013
CHN201307301,CHN,61,46,2013
CHN201307302,CHN,62,42,2013
CHN201307310,CHN,63,42,2013
CHN201308010,CHN,64,40,2013
CHN201308020,CHN,65,42,2013
CHN201308030,CHN,66,30,2013
CHN201308040,CHN,67,31,2013
CHN201308120,CHN,68,29,2013
CHN201308130,CHN,69,29,2013
CHN201308140,CHN,70,31,2013
CHN201308160,CHN,71,35,2013
CHN201308170,CHN,72,40,2013
CHN201308180,CHN,73,43,2013
CHN201308190,CHN,74,47,2013
CHN201308200,CHN,75,49,2013
CHN201308210,CHN,76,52,2013
CHN201308220,CHN,77,46,2013
CHN201308300,CHN,78,42,2013
CHN201308310,CHN,79,43,2013
CHN201309010,CHN,80,45,2013
CHN201309020,CHN,81,43,2013
CHN201309030,CHN,82,38,2013
CHN201309040,CHN,83,45,2013
CHN201309060,CHN,84,43,2013
CHN201309070,CHN,85,38,2013
CHN201309080,CHN,86,37,2013
CHN201309200,CHN,87,44,2013
CHN201309210,CHN,88,42,2013
CHN201309220,CHN,89,44,2013
CHN201309230,CHN,90,45,2013
CHN201309240,CHN,91,44,2013
CHN201309250,CHN,92,44,2013
CIN201304220,CHN,93,41,2013
CIN201304230,CHN,94,40,2013
CIN201304240,CHN,95,38,2013
CIN201305240,CHN,96,46,2013
CIN201305250,CHN,97,42,2013
CIN201305260,CHN,98,44,2013
CIN201309090,CHN,99,42,2013
CIN201309100,CHN,100,45,2013
CIN201309110,CHN,101,37,2013
COL201307190,CHN,102,40,2013
COL201307200,CHN,103,35,2013
COL201307210,CHN,104,33,2013
LAN201308260,CHN,105,33,2013
LAN201308270,CHN,106,36,2013
LAN201308280,CHN,107,34,2013
MIA201304250,CHN,108,41,2013
MIA201304260,CHN,109,42,2013
MIA201304270,CHN,110,37,2013
MIA201304280,CHN,111,37,2013
MIL201304190,CHN,112,41,2013
MIL201304200,CHN,113,40,2013
MIL201304210,CHN,114,38,2013
MIL201306250,CHN,115,40,2013
MIL201306260,CHN,116,36,2013
MIL201306270,CHN,117,38,2013
MIL201309160,CHN,118,38,2013
MIL201309170,CHN,119,44,2013
MIL201309180,CHN,120,44,2013
MIL201309190,CHN,121,53,2013
NYN201306140,CHN,122,52,2013
NYN201306150,CHN,123,45,2013
NYN201306160,CHN,124,46,2013
OAK201307020,CHN,125,46,2013
OAK201307030,CHN,126,39,2013
OAK201307040,CHN,127,33,2013
PHI201308060,CHN,128,33,2013
PHI201308070,CHN,129,24,2013
PHI201308080,CHN,130,28,2013
PIT201304010,CHN,131,26,2013
PIT201304030,CHN,132,27,2013
PIT201304040,CHN,133,29,2013
PIT201305210,CHN,134,35,2013
PIT201305220,CHN,135,29,2013
PIT201305230,CHN,136,28,2013
PIT201309120,CHN,137,31,2013
PIT201309130,CHN,138,37,2013
PIT201309140,CHN,139,36,2013
PIT201309150,CHN,140,38,2013
SDN201308230,CHN,141,45,2013
SDN201308240,CHN,142,44,2013
SDN201308250,CHN,143,42,2013
SEA201306280,CHN,144,39,2013
SEA201306290,CHN,145,37,2013
SEA201306300,CHN,146,32,2013
SFN201307260,CHN,147,31,2013
SFN201307270,CHN,148,25,2013
SFN201307280,CHN,149,25,2013
SLN201306170,CHN,150,25,2013
SLN201306180,CHN,151,30,2013
SLN201306190,CHN,152,31,2013
SLN201306200,CHN,153,36,2013
SLN201308090,CHN,154,38,2013
SLN201308100,CHN,155,38,2013
SLN201308110,CHN,156,38,2013
SLN201309270,CHN,157,41,2013
SLN201309280,CHN,158,41,2013
ARI201306210,CIN,1,42,2013
ARI201306220,CIN,2,40,2013
ARI201306230,CIN,3,47,2013
ATL201307110,CIN,4,48,2013
ATL201307120,CIN,5,43,2013
ATL201307130,CIN,6,44,2013
ATL201307140,CIN,7,46,2013
CHN201305030,CIN,8,51,2013
CHN201305040,CIN,9,48,2013
CHN201305050,CIN,10,55,2013
CHN201306100,CIN,11,48,2013
CHN201306110,CIN,12,47,2013
CHN201306120,CIN,13,39,2013
CHN201306130,CIN,14,36,2013
CHN201308120,CIN,15,29,2013
CHN201308130,CIN,16,32,2013
CHN201308140,CIN,17,43,2013
CIN201304010,CIN,18,48,2013
CIN201304030,CIN,19,56,2013
CIN201304040,CIN,20,59,2013
CIN201304050,CIN,21,56,2013
CIN201304060,CIN,22,52,2013
CIN201304070,CIN,23,51,2013
CIN201304150,CIN,24,45,2013
CIN201304160,CIN,25,49,2013
CIN201304170,CIN,26,56,2013
CIN201304180,CIN,27,50,2013
CIN201304190,CIN,28,44,2013
CIN201304200,CIN,29,47,2013
CIN201304210,CIN,30,43,2013
CIN201304220,CIN,31,41,2013
CIN201304230,CIN,32,39,2013
CIN201304240,CIN,33,41,2013
CIN201305060,CIN,34,47,2013
CIN201305070,CIN,35,44,2013
CIN201305080,CIN,36,45,2013
CIN201305100,CIN,37,45,2013
CIN201305110,CIN,38,42,2013
CIN201305120,CIN,39,34,2013
CIN201305240,CIN,40,46,2013
CIN201305250,CIN,41,45,2013
CIN201305260,CIN,42,46,2013
CIN201305270,CIN,43,46,2013
CIN201305280,CIN,44,48,2013
CIN201306030,CIN,45,40,2013
CIN201306040,CIN,46,37,2013
CIN201306050,CIN,47,36,2013
CIN201306070,CIN,48,38,2013
CIN201306080,CIN,49,39,2013
CIN201306090,CIN,50,37,2013
CIN201306140,CIN,51,35,2013
CIN201306150,CIN,52,38,2013
CIN201306160,CIN,53,39,2013
CIN201306170,CIN,54,41,2013
CIN201306180,CIN,55,40,2013
CIN201306190,CIN,56,46,2013
CIN201306200,CIN,57,42,2013
CIN201307010,CIN,58,47,2013
CIN201307020,CIN,59,42,2013
CIN201307030,CIN,60,43,2013
CIN201307050,CIN,61,43,2013
CIN201307060,CIN,62,40,2013
CIN201307070,CIN,63,37,2013
CIN201307190,CIN,64,37,2013
CIN201307200,CIN,65,38,2013
CIN201307210,CIN,66,32,2013
CIN201307232,CIN,67,37,2013
CIN201308020,CIN,68,37,2013
CIN201308030,CIN,69,41,2013
CIN201308040,CIN,70,36,2013
CIN201308060,CIN,71,37,2013
CIN201308070,CIN,72,37,2013
CIN201308090,CIN,73,33,2013
CIN201308100,CIN,74,38,2013
CIN201308110,CIN,75,39,2013
CIN201308190,CIN,76,43,2013
CIN201308200,CIN,77,49,2013
CIN201308210,CIN,78,48,2013
CIN201308220,CIN,79,44,2013
CIN201308230,CIN,80,44,2013
CIN201308240,CIN,81,45,2013
CIN201308250,CIN,82,41,2013
CIN201309020,CIN,83,43,2013
CIN201309030,CIN,84,43,2013
CIN201309040,CIN,85,44,2013
CIN201309050,CIN,86,41,2013
CIN201309060,CIN,87,41,2013
CIN201309070,CIN,88,42,2013
CIN201309080,CIN,89,41,2013
CIN201309090,CIN,90,43,2013
CIN201309100,CIN,91,40,2013
CIN201309110,CIN,92,36,2013
CIN201309230,CIN,93,33,2013
CIN201309240,CIN,94,29,2013
CIN201309250,CIN,95,27,2013
CIN201309270,CIN,96,31,2013
CIN201309280,CIN,97,36,2013
CIN201309290,CIN,98,44,2013
CLE201305290,CIN,99,53,2013
CLE201305300,CIN,100,55,2013
COL201308300,CIN,101,58,2013
COL201308310,CIN,102,56,2013
COL201309010,CIN,103,52,2013
HOU201309160,CIN,104,43,2013
HOU201309170,CIN,105,37,2013
HOU201309180,CIN,106,29,2013
LAN201307250,CIN,107,30,2013
LAN201307260,CIN,108,32,2013
LAN201307270,CIN,109,34,2013
LAN201307280,CIN,110,43,2013
MIA201305140,CIN,111,43,2013
MIA201305150,CIN,112,42,2013
MIA201305160,CIN,113,37,2013
MIL201307080,CIN,114,39,2013
MIL201307090,CIN,115,33,2013
MIL201307100,CIN,116,40,2013
MIL201308150,CIN,117,35,2013
MIL201308160,CIN,118,39,2013
MIL201308170,CIN,119,37,2013
MIL201308180,CIN,120,40,2013
MIL201309130,CIN,121,37,2013
MIL201309140,CIN,122,45,2013
MIL201309150,CIN,123,45,2013
NYN201305200,CIN,124,39,2013
NYN201305210,CIN,125,39,2013
NYN201305220,CIN,126,48,2013
OAK201306250,CIN,127,45,2013
OAK201306260,CIN,128,43,2013
PHI201305170,CIN,129,48,2013
PHI201305180,CIN,130,51,2013
PHI201305190,CIN,131,43,2013
PIT201304120,CIN,132,42,2013
PIT201304130,CIN,133,43,2013
PIT201304140,CIN,134,45,2013
PIT201305310,CIN,135,39,2013
PIT201306010,CIN,136,47,2013
PIT201306020,CIN,137,46,2013
PIT201309200,CIN,138,42,2013
PIT201309210,CIN,139,44,2013
PIT201309220,CIN,140,56,2013
SDN201307290,CIN,141,55,2013
SDN201307300,CIN,142,61,2013
SDN201307310,CIN,143,70,2013
SFN201307220,CIN,144,64,2013
SFN201307231,CIN,145,52,2013
SFN201307240,CIN,146,43,2013
SLN201304080,CIN,147,37,2013
SLN201304090,CIN,148,29,2013
SLN201304100,CIN,149,31,2013
SLN201304290,CIN,150,34,2013
SLN201304300,CIN,151,41,2013
SLN201305010,CIN,152,42,2013
SLN201308260,CIN,153,47,2013
SLN201308270,CIN,154,46,2013
SLN201308280,CIN,155,39,2013
TEX201306280,CIN,156,27,2013
TEX201306290,CIN,157,28,2013
TEX201306300,CIN,158,28,2013
ANA201308190,CLE,1,41,2013
ANA201308200,CLE,2,38,2013
ANA201308210,CLE,3,39,2013
ATL201308270,CLE,4,37,2013
ATL201308280,CLE,5,37,2013
ATL201308290,CLE,6,38,2013
BAL201306240,CLE,7,47,2013
BAL201306250,CLE,8,42,2013
BAL201306260,CLE,9,47,2013
BAL201306270,CLE,10,48,2013
BOS201305230,CLE,11,44,2013
BOS201305240,CLE,12,33,2013
BOS201305250,CLE,13,50,2013
BOS201305260,CLE,14,51,2013
CHA201304220,CLE,15,53,2013
CHA201304240,CLE,16,57,2013
CHA201306281,CLE,17,68,2013
CHA201306282,CLE,18,54,2013
CHA201306290,CLE,19,53,2013
CHA201306300,CLE,20,54,2013
CHA201309120,CLE,21,49,2013
CHA201309130,CLE,22,40,2013
CHA201309140,CLE,23,42,2013
CHA201309150,CLE,24,38,2013
CIN201305270,CLE,25,31,2013
CIN201305280,CLE,26,35,2013
CLE201304080,CLE,27,34,2013
CLE201304090,CLE,28,31,2013
CLE201304120,CLE,29,31,2013
CLE201304130,CLE,30,34,2013
CLE201304140,CLE,31,42,2013
CLE201304160,CLE,32,50,2013
CLE201304170,CLE,33,57,2013
CLE201304180,CLE,34,62,2013
CLE201304300,CLE,35,62,2013
CLE201305010,CLE,36,55,2013
CLE201305030,CLE,37,46,2013
CLE201305040,CLE,38,39,2013
CLE201305050,CLE,39,39,2013
CLE201305060,CLE,40,38,2013
CLE201305070,CLE,41,33,2013
CLE201305080,CLE,42,35,2013
CLE201305090,CLE,43,42,2013
CLE201305131,CLE,44,39,2013
CLE201305132,CLE,45,45,2013
CLE201305170,CLE,46,43,2013
CLE201305180,CLE,47,49,2013
CLE201305190,CLE,48,45,2013
CLE201305200,CLE,49,47,2013
CLE201305210,CLE,50,38,2013
CLE201305220,CLE,51,43,2013
CLE201305290,CLE,52,41,2013
CLE201305300,CLE,53,39,2013
CLE201305310,CLE,54,37,2013
CLE201306010,CLE,55,39,2013
CLE201306020,CLE,56,37,2013
CLE201306140,CLE,57,32,2013
CLE201306150,CLE,58,32,2013
CLE201306160,CLE,59,31,2013
CLE201306170,CLE,60,39,2013
CLE201306180,CLE,61,41,2013
CLE201306190,CLE,62,41,2013
CLE201306210,CLE,63,42,2013
CLE201306220,CLE,64,42,2013
CLE201306230,CLE,65,40,2013
CLE201307050,CLE,66,36,2013
CLE201307060,CLE,67,39,2013
CLE201307070,CLE,68,38,2013
CLE201307080,CLE,69,36,2013
CLE201307090,CLE,70,35,2013
CLE201307100,CLE,71,44,2013
CLE201307110,CLE,72,53,2013
CLE201307120,CLE,73,49,2013
CLE201307130,CLE,74,56,2013
CLE201307140,CLE,75,51,2013
CLE201307260,CLE,76,49,2013
CLE201307270,CLE,77,41,2013
CLE201307280,CLE,78,52,2013
CLE201307290,CLE,79,44,2013
CLE201307300,CLE,80,44,2013
CLE201307310,CLE,81,47,2013
CLE201308010,CLE,82,43,2013
CLE201308050,CLE,83,36,2013
CLE201308060,CLE,84,38,2013
CLE201308070,CLE,85,42,2013
CLE201308080,CLE,86,34,2013
CLE201308090,CLE,87,37,2013
CLE201308100,CLE,88,37,2013
CLE201308110,CLE,89,36,2013
CLE201308230,CLE,90,33,2013
CLE201308240,CLE,91,37,2013
CLE201308250,CLE,92,38,2013
CLE201309020,CLE,93,42,2013
CLE201309030,CLE,94,41,2013
CLE201309040,CLE,95,41,2013
CLE201309060,CLE,96,43,2013
CLE201309070,CLE,97,37,2013
CLE201309080,CLE,98,38,2013
CLE201309090,CLE,99,37,2013
CLE201309100,CLE,100,42,2013
CLE201309110,CLE,101,43,2013
CLE201309190,CLE,102,48,2013
CLE201309200,CLE,103,45,2013
CLE201309210,CLE,104,47,2013
CLE201309220,CLE,105,49,2013
CLE201309240,CLE,106,44,2013
CLE201309250,CLE,107,45,2013
DET201305100,CLE,108,41,2013
DET201305110,CLE,109,41,2013
DET201305120,CLE,110,36,2013
DET201306070,CLE,111,37,2013
DET201306080,CLE,112,32,2013
DET201306090,CLE,113,35,2013
DET201308300,CLE,114,51,2013
DET201308310,CLE,115,55,2013
DET201309010,CLE,116,55,2013
HOU201304190,CLE,117,58,2013
HOU201304200,CLE,118,64,2013
HOU201304210,CLE,119,56,2013
KCA201304270,CLE,120,54,2013
KCA201304281,CLE,121,51,2013
KCA201304282,CLE,122,55,2013
KCA201304290,CLE,123,48,2013
KCA201307020,CLE,124,42,2013
KCA201307030,CLE,125,38,2013
KCA201307040,CLE,126,35,2013
KCA201309160,CLE,127,32,2013
KCA201309170,CLE,128,36,2013
KCA201309180,CLE,129,32,2013
MIA201308020,CLE,130,32,2013
MIA201308030,CLE,131,38,2013
MIA201308040,CLE,132,31,2013
MIN201307190,CLE,133,25,2013
MIN201307200,CLE,134,33,2013
MIN201307210,CLE,135,39,2013
MIN201308120,CLE,136,47,2013
MIN201308130,CLE,137,52,2013
MIN201308140,CLE,138,57,2013
MIN201309260,CLE,139,53,2013
MIN201309270,CLE,140,46,2013
MIN201309280,CLE,141,36,2013
MIN201309290,CLE,142,37,2013
NYA201306030,CLE,143,38,2013
NYA201306040,CLE,144,39,2013
NYA201306050,CLE,145,42,2013
OAK201308160,CLE,146,46,2013
OAK201308170,CLE,147,43,2013
OAK201308180,CLE,148,43,2013
PHI201305140,CLE,149,47,2013
PHI201305150,CLE,150,42,2013
SEA201307220,CLE,151,36,2013
SEA201307230,CLE,152,48,2013
SEA201307240,CLE,153,43,2013
TBA201304050,CLE,154,41,2013
TBA201304060,CLE,155,49,2013
TBA201304070,CLE,156,51,2013
TEX201306100,CLE,157,44,2013
TEX201306110,CLE,158,52,2013
ARI201304250,COL,1,40,2013
ARI201304260,COL,2,39,2013
ARI201304270,COL,3,31,2013
ARI201304280,COL,4,38,2013
ARI201307050,COL,5,35,2013
ARI201307060,COL,6,40,2013
ARI201307070,COL,7,49,2013
ARI201309130,COL,8,53,2013
ARI201309140,COL,9,42,2013
ARI201309150,COL,10,44,2013
ATL201307290,COL,11,44,2013
ATL201307300,COL,12,41,2013
ATL201307310,COL,13,42,2013
ATL201308010,COL,14,49,2013
BAL201308160,COL,15,49,2013
BAL201308170,COL,16,44,2013
BAL201308180,COL,17,49,2013
BOS201306250,COL,18,48,2013
BOS201306260,COL,19,40,2013
CHN201305130,COL,20,39,2013
CHN201305140,COL,21,56,2013
CHN201305150,COL,22,46,2013
CIN201306030,COL,23,47,2013
CIN201306040,COL,24,58,2013
CIN201306050,COL,25,62,2013
COL201304050,COL,26,55,2013
COL201304060,COL,27,65,2013
COL201304070,COL,28,60,2013
COL201304161,COL,29,51,2013
COL201304162,COL,30,48,2013
COL201304180,COL,31,41,2013
COL201304190,COL,32,36,2013
COL201304200,COL,33,48,2013
COL201304210,COL,34,53,2013
COL201304231,COL,35,55,2013
COL201304232,COL,36,59,2013
COL201304240,COL,37,55,2013
COL201305030,COL,38,44,2013
COL201305040,COL,39,37,2013
COL201305050,COL,40,34,2013
COL201305070,COL,41,35,2013
COL201305080,COL,42,41,2013
COL201305090,COL,43,51,2013
COL201305160,COL,44,50,2013
COL201305170,COL,45,52,2013
COL201305180,COL,46,48,2013
COL201305190,COL,47,43,2013
COL201305200,COL,48,40,2013
COL201305210,COL,49,47,2013
COL201305220,COL,50,51,2013
COL201305290,COL,51,50,2013
COL201305300,COL,52,51,2013
COL201305310,COL,53,56,2013
COL201306010,COL,54,55,2013
COL201306020,COL,55,56,2013
COL201306060,COL,56,64,2013
COL201306070,COL,57,57,2013
COL201306080,COL,58,50,2013
COL201306090,COL,59,54,2013
COL201306110,COL,60,57,2013
COL201306120,COL,61,52,2013
COL201306130,COL,62,57,2013
COL201306140,COL,63,61,2013
COL201306150,COL,64,52,2013
COL201306160,COL,65,41,2013
COL201306270,COL,66,36,2013
COL201306280,COL,67,38,2013
COL201306290,COL,68,37,2013
COL201306300,COL,69,38,2013
COL201307020,COL,70,44,2013
COL201307030,COL,71,45,2013
COL201307040,COL,72,44,2013
COL201307190,COL,73,37,2013
COL201307200,COL,74,39,2013
COL201307210,COL,75,33,2013
COL201307220,COL,76,37,2013
COL201307230,COL,77,36,2013
COL201307240,COL,78,43,2013
COL201307250,COL,79,52,2013
COL201307260,COL,80,55,2013
COL201307270,COL,81,52,2013
COL201307280,COL,82,61,2013
COL201308090,COL,83,61,2013
COL201308100,COL,84,53,2013
COL201308110,COL,85,56,2013
COL201308120,COL,86,58,2013
COL201308130,COL,87,48,2013
COL201308140,COL,88,55,2013
COL201308260,COL,89,54,2013
COL201308270,COL,90,53,2013
COL201308280,COL,91,63,2013
COL201308300,COL,92,64,2013
COL201308310,COL,93,56,2013
COL201309010,COL,94,61,2013
COL201309020,COL,95,58,2013
COL201309030,COL,96,52,2013
COL201309040,COL,97,65,2013
COL201309160,COL,98,67,2013
COL201309170,COL,99,64,2013
COL201309180,COL,100,74,2013
COL201309190,COL,101,73,2013
COL201309200,COL,102,62,2013
COL201309210,COL,103,62,2013
COL201309220,COL,104,61,2013
COL201309240,COL,105,61,2013
COL201309250,COL,106,55,2013
HOU201305270,COL,107,57,2013
HOU201305280,COL,108,51,2013
LAN201304290,COL,109,50,2013
LAN201304300,COL,110,33,2013
LAN201305010,COL,111,39,2013
LAN201307110,COL,112,32,2013
LAN201307120,COL,113,30,2013
LAN201307130,COL,114,34,2013
LAN201307140,COL,115,41,2013
LAN201309270,COL,116,34,2013
LAN201309280,COL,117,36,2013
LAN201309290,COL,118,43,2013
MIA201308230,COL,119,46,2013
MIA201308240,COL,120,52,2013
MIA201308250,COL,121,55,2013
MIL201304010,COL,122,52,2013
MIL201304020,COL,123,48,2013
MIL201304030,COL,124,41,2013
NYN201308060,COL,125,36,2013
NYN201308070,COL,126,40,2013
NYN201308080,COL,127,45,2013
PHI201308190,COL,128,46,2013
PHI201308200,COL,129,45,2013
PHI201308210,COL,130,43,2013
PHI201308220,COL,131,41,2013
PIT201308020,COL,132,46,2013
PIT201308030,COL,133,40,2013
PIT201308040,COL,134,43,2013
SDN201304120,COL,135,39,2013
SDN201304130,COL,136,43,2013
SDN201304140,COL,137,34,2013
SDN201307080,COL,138,37,2013
SDN201307090,COL,139,33,2013
SDN201307100,COL,140,35,2013
SDN201309060,COL,141,26,2013
SDN201309070,COL,142,28,2013
SDN201309080,COL,143,31,2013
